Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Bell, Peter",-,1,2,1,1,-,3,3,4,1,-,1,2,1,2,1,1,1,-,3,-,-,3,31.0
"Browne, Andrew",1,3,-,,,,,,,,,,,,,,,,,,,,,4.0
"Carr, Matthew",1,-,2,1,-,1,1,1,1,1,-,1,,,2,2,-,-,-,1,-,-,4,19.0
"Cook, Troy",1,3,1,2,3,3,1,2,1,1,-,2,2,1,1,1,1,3,-,3,-,-,,32.0
"Croad, Trent",,,-,1,1,-,2,1,-,1,-,-,1,-,,,1,-,-,-,3,,,11.0
"Cunningham, Ben",,,,,,,,,,,,-,,,,,,,,,,,,
"Farmer, Jeff",-,1,-,-,1,-,-,2,1,,,,1,-,1,-,1,2,1,-,-,-,-,11.0
"Grover, Antoni",2,2,1,-,2,1,2,4,2,4,3,1,1,1,2,1,,,,,,3,2,34.0
"Haddrill, Robert",2,4,2,3,1,10,7,8,3,3,3,3,4,4,3,11,5,4,6,9,4,5,4,108.0
"Haines, Daniel",2,1,4,2,-,,,,,1,3,,,,,,,,,,,,,13.0
"Hasleby, Paul",1,-,-,2,-,3,-,-,3,2,1,2,3,5,1,1,1,-,1,2,1,1,4,34.0
"Hayden, Roger",1,2,3,3,2,2,1,3,3,2,,,-,-,-,2,4,1,3,4,4,1,4,45.0
"Headland, Des",2,-,-,2,-,2,-,2,2,1,-,,2,2,1,2,1,-,3,3,-,2,2,29.0
"Jones, Anthony",4,,,,,,,,,,,,,,,,,,,,,,,4.0
"Koops, Steven",,,,-,1,3,1,-,-,1,1,1,1,3,-,2,,,,,,,,14.0
"Longmuir, Justin",,1,2,4,2,1,1,1,1,-,2,3,1,1,2,-,3,1,1,1,1,1,2,32.0
"Longmuir, Troy",1,3,-,,,,,,,,,,,,,,1,-,-,1,3,1,1,11.0
"McManus, Shaun",-,2,-,3,1,2,2,5,-,4,-,-,2,3,3,-,1,1,1,2,-,2,3,37.0
"McPharlin, Luke",,,,,,,,,,,,2,1,1,1,6,3,2,4,4,5,3,2,34.0
"Medhurst, Paul",2,3,2,2,-,-,2,1,-,-,-,-,1,-,2,1,-,-,4,-,1,1,1,23.0
"Parker, Shane",,,,-,4,4,,,,,,,5,-,5,5,1,5,2,3,2,,3,39.0
"Pavlich, Matthew",2,2,-,1,-,-,2,1,3,1,5,4,1,2,2,-,1,1,-,2,2,-,-,32.0
"Polak, Graham",8,3,,4,5,4,4,6,7,4,4,8,6,3,5,1,6,2,1,5,2,1,2,91.0
"Sandilands, Aaron",1,1,3,,,2,1,1,3,4,,-,4,2,1,3,,3,-,1,-,2,2,34.0
"Schammer, Byron",1,1,,,,,1,-,1,1,1,1,2,-,-,-,-,-,-,2,1,,,12.0
"Siegert, Andrew",,,4,,,,,,,,1,1,1,,,,,,,,,,,7.0
"Simmonds, Troy",2,1,2,2,4,2,-,2,1,1,-,2,-,,1,1,2,-,1,-,3,1,1,29.0
"Thornton, Scott",,,,,,,,,,,3,2,,1,,,,,,,,3,3,12.0
"Walker, James",1,3,1,2,-,3,-,1,3,-,2,2,-,1,3,1,-,1,2,4,1,-,2,33.0
"Waterhouse, Clive",,,,1,-,2,-,-,-,2,-,,,,,,,,,,,,,5.0
"Webster, Luke",,,,,,,,,,,,,,3,,,3,,,,,4,2,12.0
"Woods, Dion",1,3,5,6,2,5,1,5,4,5,4,2,,,2,3,2,2,-,3,3,3,4,65.0
Totals,36,40,34,42,30,50,32,49,43,40,33,38,41,34,40,44,38,29,30,53,36,34,51,897.0
Opponent,AD,SY,RI,KA,WC,ES,WB,SK,ME,CA,PA,GE,HW,BL,CW,AD,SY,RI,KA,WB,ES,WC,ES,
