Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,GF,Tot
"Andrews, Ron",1,1,1,2,1,2,2,3,,4,3,3,2,2,3,2,,4,4,2,3,,,5,,,50.0
"Beddison, Wayne",2,1,-,2,-,,,,3,1,,2,-,,,,,-,,,,,,,,,11.0
"Bradbury, Peter",,,,,,,,,,,,,4,2,2,,-,1,3,,-,2,2,2,1,1,20.0
"Buhagiar, Tony",,,4,4,2,4,3,3,3,3,3,3,2,1,1,1,1,3,3,2,-,4,-,4,5,5,64.0
"Carey, Stephen",1,1,1,3,1,2,2,1,3,1,-,-,,1,4,2,4,,1,3,2,2,-,2,1,2,40.0
"Clarke, Neil",2,2,1,1,1,-,-,2,-,1,1,3,1,2,-,-,1,2,2,1,1,-,,,,,24.0
"Clayton, Cameron",-,,2,,,,-,3,2,3,3,,,,,,-,4,-,2,-,3,4,-,-,2,28.0
"Copping, Stephen",1,3,1,1,2,1,4,4,-,,-,2,2,1,-,-,-,,,1,,,,,,2,25.0
"Daniher, Terry",1,-,-,2,1,1,3,4,1,2,1,1,1,2,2,2,5,2,3,-,1,4,3,1,3,3,49.0
"Davis, Michael",,,1,,-,,,,,,,,,,,,,,,,,,,,,,1.0
"Duckworth, Bill",-,,,,,,,,,,,,,,,3,4,2,2,1,1,5,2,2,2,,24.0
"Dunell, Frank",,,,2,2,2,3,-,3,1,1,4,2,,,-,,2,1,2,3,,,2,-,,30.0
"Eustice, Mark",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Ezard, Alan",,,,,,,,,,,,,,,,,,,1,1,4,1,-,-,-,1,8.0
"Foulds, Garry",,,1,1,-,1,3,2,-,2,1,-,2,1,3,1,1,-,4,,,2,1,3,-,3,32.0
"Fowler, Grant",4,,,3,1,2,5,4,2,,,,,,,,,,,,,,,,,,21.0
"Hawker, Glenn",2,2,3,4,1,3,3,1,1,3,3,4,4,4,1,4,4,1,,2,4,-,1,3,2,1,61.0
"Heard, Shane",1,1,-,,,-,,,,2,1,3,4,2,1,1,2,,,,1,3,1,1,2,1,27.0
"Kink, Rene",,,,,,,,,,,,,,,,,,5,2,1,3,3,2,4,5,1,26.0
"Madden, Simon",1,3,3,2,2,1,9,3,5,3,3,2,2,2,1,3,2,3,4,3,4,2,5,4,2,3,77.0
"Merrett, Roger",2,6,4,3,,3,3,2,-,5,3,,,3,,,3,2,3,3,4,2,4,3,7,6,71.0
"Neagle, Merv",4,5,-,5,,5,2,4,,2,-,4,1,3,3,2,2,6,,4,3,3,4,2,3,2,69.0
"Otway, Wayne",1,3,1,,,,1,1,-,4,2,3,4,4,3,1,,1,,,,,,,,,29.0
"Reid, Alan",,3,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Richardson, Stephen",,,,,,,,,,,,,,,,,,,,1,,,,,,,1.0
"Salmon, Paul",4,4,-,,-,,,1,1,,,2,1,,,,,,-,,,,,,,,13.0
"Schultz, Graeme",,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Stoneham, Alan",,-,,3,,,,-,1,2,,-,4,-,2,3,,,,,,,,,,,15.0
"Thompson, Mark",1,4,,,,,,,,,,,,,,,,,,,,,,,,,5.0
"Thomson, Michael",,,-,2,1,3,2,1,3,2,2,1,3,-,5,,,,,,,,,,,,25.0
"Vander Haar, Paul",-,,,,2,3,4,,-,2,6,,,4,4,2,-,,,,,,2,1,1,1,32.0
"Walsh, Kevin",,-,,1,3,1,-,,,,,,,,1,4,1,,,,,3,3,,3,3,23.0
"Waterson, Chris",,,,,,,,,,,1,-,3,2,,,2,-,2,,,,,,,,10.0
"Watson, Tim",2,3,-,1,3,1,2,2,-,2,-,3,2,3,3,1,-,-,-,1,4,1,2,1,-,-,37.0
"West, Tony",1,,,,1,-,,,,,,,,,5,1,,,,,,,,,,,8.0
"Weston, Paul",,2,1,1,3,2,-,-,1,-,2,-,-,-,1,1,3,-,1,1,3,-,2,-,2,2,28.0
"Williams, Darren",,,,,,,,,,,,,,,,,1,3,3,1,-,3,3,6,-,3,23.0
"Wood, Bryan",,,,,,,,,,,,,,,,,,,4,2,1,3,-,,,2,12.0
Totals,31,45,24,43,27,37,51,41,29,45,36,40,44,39,45,34,36,41,43,34,42,46,41,46,39,44,1023.0
Opponent,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,CA,FI,NM,HW,
