Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,GF,Tot
"Andrews, Ron",10,15,8,2,7,6,5,1,,8,8,10,5,8,9,7,,6,7,7,6,,,5,,,140.0
"Beddison, Wayne",9,6,3,9,5,,,,4,2,,10,6,,,,,3,,,,,,,,,57.0
"Bradbury, Peter",,,,,,,,,,,,,13,14,10,,10,7,17,,9,14,10,10,12,11,137.0
"Buhagiar, Tony",,,9,12,12,23,13,16,13,15,12,11,9,12,11,19,13,11,10,10,12,24,13,15,10,13,318.0
"Carey, Stephen",14,8,15,9,12,15,13,5,15,11,9,12,,7,17,15,13,,9,13,13,11,14,9,13,6,278.0
"Clarke, Neil",9,15,11,12,12,17,10,11,5,10,5,3,14,9,15,10,10,9,17,8,13,6,,,,,231.0
"Clayton, Cameron",6,,4,,,,2,10,7,10,4,,,,,,1,12,11,8,4,4,6,1,4,6,100.0
"Copping, Stephen",9,6,4,-,11,12,6,10,12,,9,7,13,6,3,11,11,,,4,,,,,,3,137.0
"Daniher, Terry",11,18,10,19,11,14,16,12,17,11,17,19,10,14,16,10,12,12,18,14,16,10,10,13,16,20,366.0
"Davis, Michael",,,8,,3,,,,,,,,,,,,,,,,,,,,,,11.0
"Duckworth, Bill",-,,,,,,,,,,,,,,,5,3,4,8,2,7,4,9,5,12,,59.0
"Dunell, Frank",,,,15,16,16,8,3,5,6,3,6,11,,,8,,5,10,8,3,,,4,7,,134.0
"Eustice, Mark",,,,-,,,,,,,,,,,,,,,,,,,,,,,
"Ezard, Alan",,,,,,,,,,,,,,,,,,,3,13,13,6,8,11,14,8,76.0
"Foulds, Garry",,,12,18,19,14,18,21,15,14,16,17,8,14,17,17,15,11,17,,,19,15,8,14,22,341.0
"Fowler, Grant",2,,,17,16,7,16,13,16,,,,,,,,,,,,,,,,,,87.0
"Hawker, Glenn",13,19,15,21,10,17,25,11,12,15,18,9,21,11,15,17,21,8,,16,17,16,17,13,20,7,384.0
"Heard, Shane",17,13,6,,,9,,,,8,7,6,12,12,7,6,7,,,,6,8,7,9,11,8,159.0
"Kink, Rene",,,,,,,,,,,,,,,,,,6,13,12,9,9,11,16,7,7,90.0
"Madden, Simon",5,14,13,6,7,6,8,7,8,10,12,9,9,8,7,11,18,8,11,9,9,6,6,11,10,7,235.0
"Merrett, Roger",9,11,4,4,,5,6,5,5,3,12,,,3,,,7,7,6,13,9,12,8,13,10,4,156.0
"Neagle, Merv",17,19,11,16,,17,16,7,,11,15,13,13,21,21,7,22,10,,12,22,19,18,17,13,11,348.0
"Otway, Wayne",11,25,14,,,,15,10,15,18,13,17,10,18,6,11,,8,,,,,,,,,191.0
"Reid, Alan",,10,,,,,,,,,,,,,,,,,,,,,,,,,10.0
"Richardson, Stephen",,,,,,,,,,,,,,,,,,,,8,,,,,,,8.0
"Salmon, Paul",8,5,4,,1,,,9,2,,,-,8,,,,,,3,,,,,,,,40.0
"Schultz, Graeme",,3,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"Stoneham, Alan",,6,,9,,,,5,13,1,,14,14,8,13,5,,,,,,,,,,,88.0
"Thompson, Mark",11,11,,,,,,,,,,,,,,,,,,,,,,,,,22.0
"Thomson, Michael",,,6,14,10,9,11,4,18,4,21,17,20,4,4,,,,,,,,,,,,142.0
"Vander Haar, Paul",13,,,,5,6,6,,17,12,3,,,10,9,13,5,,,,,,12,7,12,8,138.0
"Walsh, Kevin",,-,,12,6,-,3,,,,,,,,6,4,1,,,,,4,5,,10,6,57.0
"Waterson, Chris",,,,,,,,,,,8,6,9,5,,,7,16,12,,,,,,,,63.0
"Watson, Tim",13,25,15,27,16,15,8,18,18,25,11,15,12,16,24,18,15,23,17,20,17,18,20,19,15,2,442.0
"West, Tony",16,,,,17,8,,,,,,,,,10,5,,,,,,,,,,,56.0
"Weston, Paul",,7,10,8,11,8,6,8,8,10,7,8,13,4,9,8,13,2,3,5,11,8,10,9,11,9,206.0
"Williams, Darren",,,,,,,,,,,,,,,,,10,8,14,12,3,15,14,18,18,15,127.0
"Wood, Bryan",,,,,,,,,,,,,,,,,,,7,16,10,5,1,,,3,42.0
Totals,203,236,182,230,207,224,211,186,225,204,210,209,230,204,229,207,214,176,213,210,209,218,214,213,239,176,5479.0
Opponent,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,SY,SK,FI,CW,NM,FO,RI,HW,ME,GE,CA,CA,FI,NM,HW,
