Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,Tot
"Bail, Rohan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Barry, Dom",,,,,,,,,,,,,,-,-,,,,-,-,,-,
"Blease, Sam",,,,,,,,,,,,,,,,,-,-,,,,,
"Byrnes, Shannon",-,-,-,,,-,-,-,,,,,,,,,,,,,,,
"Cross, Daniel",1,1,5,-,1,3,2,2,1,2,2,2,4,,,,,,2,2,1,-,31.0
"Dawes, Chris",,,,-,2,1,1,1,-,,-,-,1,-,1,1,1,1,-,-,-,1,11.0
"Dunn, Lynden",-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0
"Evans, Michael",,,-,-,-,,,,,,,,,,,,,,,,,,
"Fitzpatrick, Jack",2,3,4,,,,,,,,,,,,,,,,,,1,7,17.0
"Frawley, James",-,-,-,1,2,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Garland, Colin",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Gawn, Max",,,,,,,,,19,10,6,,,23,12,,,,18,22,18,5,133.0
"Georgiou, Alex",-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Grimes, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,,
"Howe, Jeremy",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Jamar, Mark",,,,,,35,38,53,30,25,12,42,41,43,23,24,47,31,29,20,25,22,540.0
"Jetta, Neville",,,,,-,-,-,-,,-,-,-,-,-,,-,-,-,-,-,-,-,
"Jones, Matt",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,
"Jones, Nathan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Kennedy Harris, Jay",-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,,,,
"Kent, Dean",,,-,-,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,
"McDonald, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"McKenzie, Jordie",,,,-,-,,,,,,,-,-,,-,-,-,-,,,,-,
"Michie, Viv",-,-,,,,,,,,,,,,,,,,,-,-,-,-,
"Nicholson, Daniel",,,,,,,,,,,,,,-,,,,,,,,,
"Pedersen, Cameron",2,2,-,3,9,9,12,10,-,1,-,4,4,3,6,10,10,6,,,1,,92.0
"Riley, Aidan",,,,,,,,,-,,,-,-,,,-,-,-,-,-,,-,
"Salem, Christian",,,,,,-,-,-,-,-,-,-,-,-,-,,,,,-,-,,
"Spencer, Jake",40,21,25,30,27,,,,,,,,,,,,,,,,,,143.0
"Tapscott, Luke",,,,,,,,,,,,,,,,1,-,-,,,,,1.0
"Terlich, Dean",-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,-,,,,,
"Toumpas, Jimmy",-,-,,,,,,,-,-,,,,,,,,,,,,,
"Trengove, Jack",-,-,,,,,,,,,,,,,,,,,,,,,
"Tyson, Dom",1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,4.0
"Vince, Bernie",-,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Viney, Jack",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Watts, Jack",-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
Totals,47,31,37,34,41,48,53,70,50,38,20,48,50,69,42,36,58,38,50,44,46,36,986.0
Opponent,SK,WC,GW,CA,GC,SY,AD,WB,RI,PA,CW,ES,NM,WB,FR,GE,PA,BL,HW,GW,WC,NM,
