Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Armstrong, Steven",,,,,2,-,,,,,,,,,,,,,1,1,-,1,,5.0
"Bell, Daniel",,1,3,-,2,3,1,-,-,1,,,,,,,,,-,-,1,-,,12.0
"Bizzell, Clint",-,2,3,-,-,-,2,1,3,2,-,2,2,3,2,-,3,1,-,-,,,,26.0
"Brown, Nathan",-,-,1,1,3,2,3,3,3,3,2,1,3,4,-,2,3,,-,-,2,-,3,39.0
"Bruce, Cameron",4,6,5,-,,,,,2,4,3,5,6,4,7,2,1,-,,,,,4,53.0
"Carroll, Nathan",,,,,,,,,,,,,,,,1,-,1,,,1,-,-,3.0
"Davey, Aaron",3,4,2,3,4,4,2,4,1,3,1,4,3,3,2,4,3,2,2,2,2,3,5,66.0
"Ferguson, Ryan",-,-,-,,2,-,1,-,1,1,-,1,1,,,-,-,-,-,-,,2,1,10.0
"Godfrey, Simon",,,,5,2,2,2,3,,2,4,,,,,,,,3,5,1,5,1,35.0
"Green, Brad",7,5,3,8,5,3,4,1,5,4,4,3,4,1,2,1,4,3,,,3,4,1,75.0
"Heffernan, Chris",1,,,-,,,-,3,,,2,,1,3,4,,,,,,,,1,15.0
"Holland, Ben",,,,,,-,2,1,4,1,-,2,2,-,,2,3,-,3,1,3,2,2,28.0
"Jamar, Mark",1,,-,-,-,,,,-,-,,,,1,-,,,,,,,,,2.0
"Johnson, Chris",,,,,,,,1,,,,,,,,,-,2,1,,,,,4.0
"Johnson, Paul",,,,,,,-,2,,,1,-,-,,,,1,1,-,,,,,5.0
"Johnstone, Travis",6,6,5,5,2,2,3,3,11,10,2,6,9,6,2,4,5,1,,6,8,6,1,109.0
"McDonald, James",3,3,5,2,2,7,6,-,2,-,5,5,3,2,1,1,3,4,,,3,7,1,65.0
"McLean, Brock",4,6,3,6,6,3,2,2,5,5,,2,4,2,,,-,4,5,6,2,4,1,72.0
"Miller, Brad",4,-,2,2,-,-,-,,,2,6,6,2,1,1,,,2,4,2,3,,2,39.0
"Moloney, Brent",10,6,8,,,10,9,12,4,4,7,1,3,8,4,6,4,12,1,7,3,8,6,133.0
"Motlop, Shannon",,,,,1,2,,,,,,,,,,,,,4,4,1,5,2,19.0
"Neitz, David",-,1,1,2,2,2,1,,2,,3,4,,4,4,1,3,1,,1,2,1,,35.0
"Nicholson, Alistair",,-,,1,,,,,-,-,-,-,-,-,-,,,,-,-,-,-,1,2.0
"Read, Phillip",,,,,,,,,5,,,,,,2,4,-,4,1,2,-,,,18.0
"Rigoni, Guy",3,1,4,5,-,3,,,,,,,,,,,,,4,3,10,-,3,36.0
"Rivers, Jared",1,-,-,-,1,1,-,1,,,,-,2,-,-,1,1,,,,,,,8.0
"Robertson, Russell",2,3,-,2,2,2,4,3,3,4,3,2,-,2,1,2,2,-,2,3,-,4,1,47.0
"Sylvia, Colin",1,4,2,4,2,,1,3,2,2,-,3,6,3,1,1,-,,,,,,,35.0
"Ward, Daniel",,,,,,,,,,,,,,,-,3,,1,1,,,,,5.0
"Wheatley, Paul",1,-,1,-,2,1,,2,1,2,3,3,-,1,1,2,,4,-,3,2,2,-,31.0
"Whelan, Matthew",-,1,1,,,,,,1,-,2,2,1,-,1,4,1,-,,1,,1,2,18.0
"White, Jeff",5,2,5,1,2,4,3,1,3,2,2,3,3,2,1,1,-,2,1,2,2,5,1,53.0
"Williams, Luke",,,,,,,3,1,,,,,,,,-,,,,,,,,4.0
"Yze, Adem",1,4,3,3,5,6,5,3,3,4,1,3,3,1,2,5,2,4,-,-,2,4,-,64.0
Totals,57,55,57,50,47,57,54,50,61,56,51,58,58,51,38,47,39,49,33,49,51,64,39,1171.0
Opponent,ES,WB,GE,SK,SY,FR,AD,HW,CA,RI,KA,CW,WC,BL,PA,SY,FR,SK,AD,GE,WB,ES,GE,
