Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Adams, Marcus",-,-,-,-,-,-,-,,,-,-,,-,-,,,,,,,,,,,,,
"Adcock, Jed",,,,1,-,-,-,-,-,,,,,,,,,-,,,,,,,,,1.0
"Biggs, Shane",-,-,2,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Bontempelli, Marcus",1,-,1,3,2,1,2,-,-,1,-,2,-,1,2,-,3,-,1,2,-,-,1,2,1,-,26.0
"Boyd, Matthew",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Boyd, Tom",1,3,1,-,,,,,,,,,,,,1,-,3,-,-,1,-,-,-,-,3,13.0
"Campbell, Tom",,,,,1,-,-,-,1,1,2,-,-,,,,,,,,,,,,,,5.0
"Collins, Kieran",,,,,,,,,-,,,,,,,,,,,,,,,,,,
"Cordy, Zaine",,,,,,,,,,,,,,,,,,1,1,2,1,-,-,-,2,1,8.0
"Dahlhaus, Luke",-,-,2,-,2,1,-,-,-,1,-,1,,,,,,-,-,-,-,1,1,-,-,-,9.0
"Dale, Bailey",,,,,-,-,2,1,,,,,,,,,,,,,,,,,,,3.0
"Daniel, Caleb",1,1,1,-,,,2,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-,1,1,1,-,11.0
"Dickson, Tory",,,,,2,1,3,2,2,2,-,2,-,-,1,1,2,3,1,2,3,3,2,1,4,3,40.0
"Dunkley, Josh",1,-,,,,,,,,2,1,-,-,,,-,-,1,-,1,-,-,2,1,-,-,9.0
"Hamling, Joel",,,-,-,,,,,,,,-,,,,,,-,-,-,-,-,-,-,-,-,
"Honeychurch, Mitch",,,,,,,,,,,,1,-,,,,,,,,,,,,,,1.0
"Hrovat, Nathan",,,,,,,,,,,,,,,,,,,1,2,-,-,,,,,3.0
"Hunter, Lachie",-,1,-,1,-,-,-,1,1,-,1,-,-,1,-,-,-,-,1,1,1,-,1,-,-,-,10.0
"Johannisen, Jason",1,1,-,1,,,,,,,,,,1,1,-,-,-,1,-,-,-,-,-,-,-,6.0
"Jong, Lin",,,-,1,1,1,,,2,,,,1,1,-,1,1,1,-,2,1,-,-,,,,13.0
"Liberatore, Tom",1,1,-,1,2,-,1,1,-,-,3,1,-,2,-,,-,-,,,,,1,-,-,-,14.0
"Macrae, Jack",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,1,-,2.0
"McLean, Toby",1,1,2,1,2,1,-,1,2,-,-,,,,,,,,,,1,,,1,-,1,14.0
"Minson, Will",,,,,,,,,,,,,,1,,,,,,,,-,,,,,1.0
"Morris, Dale",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,-,-,-,
"Murphy, Robert",-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
"Picken, Liam",-,2,-,-,-,-,-,2,-,-,1,-,1,-,-,2,-,-,-,-,1,-,2,3,-,3,17.0
"Redpath, Jack",,,,,,,3,3,,2,2,4,1,1,2,1,1,,,,,,,,,,20.0
"Roberts, Fletcher",,,,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,,-,-,
"Roughead, Jordan",1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,,1,1,-,-,8.0
"Smith, Clay",,,,,,,,,,,,,,-,1,3,1,1,-,1,1,2,1,2,4,1,18.0
"Smith, Roarke",,,,,,,,,,,,,,,,,,,,,-,,,,,,
"Stevens, Koby",-,-,-,2,-,1,,,-,,,,,,-,2,-,-,,,,-,,,,,5.0
"Stringer, Jake",5,2,1,-,3,-,4,5,1,-,2,3,-,3,4,1,,1,1,1,,,1,3,-,1,42.0
"Suckling, Matt",1,-,1,1,-,,,,,1,-,-,1,-,1,-,1,,,-,,-,-,-,,,7.0
"Wallis, Mitch",-,1,1,1,1,-,1,1,1,-,-,-,1,-,-,3,-,,,,,,,,,,11.0
"Webb, Lukas",,,,,,,,,,,,,,-,-,,,,-,-,-,,,,,,
"Williams, Bailey",,,,,,,,-,-,,-,-,-,,,,,,,,,-,,,,,
"Wood, Easton",-,-,,,-,-,-,-,-,1,,,,-,-,-,-,-,-,-,1,,-,1,-,-,3.0
Totals,15,13,13,13,17,6,18,17,10,11,12,15,5,13,12,15,9,11,9,14,14,6,14,16,13,13,324.0
Opponent,FR,SK,HW,CA,BL,NM,AD,ME,GW,CW,WC,PA,GE,SY,RI,GC,SK,GE,NM,CW,ES,FR,WC,HW,GW,SY,
