Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Adams, Marcus",4,7,7,6,9,9,9,,,6,10,,2,5,,,,,,,,,,,,,74.0
"Adcock, Jed",,,,1,1,-,3,2,-,,,,,,,,,4,,,,,,,,,11.0
"Biggs, Shane",3,1,2,4,6,3,-,2,1,2,1,1,3,-,1,1,4,3,4,4,1,2,2,2,1,4,58.0
"Bontempelli, Marcus",1,1,1,4,1,-,2,2,2,1,6,5,2,3,1,1,3,1,1,3,1,1,3,3,4,4,57.0
"Boyd, Matthew",2,1,4,2,2,2,2,3,,3,4,1,3,2,2,1,-,,-,2,-,6,3,1,3,2,51.0
"Boyd, Tom",-,-,1,2,,,,,,,,,,,,-,2,1,3,-,3,1,6,5,3,1,28.0
"Campbell, Tom",,,,,2,3,2,2,4,2,1,1,1,,,,,,,,,,,,,,18.0
"Collins, Kieran",,,,,,,,,4,,,,,,,,,,,,,,,,,,4.0
"Cordy, Zaine",,,,,,,,,,,,,,,,,,7,2,1,3,2,5,3,2,1,26.0
"Dahlhaus, Luke",-,-,1,-,1,1,2,-,1,2,2,1,,,,,,1,-,-,1,1,1,2,4,1,22.0
"Dale, Bailey",,,,,-,-,-,1,,,,,,,,,,,,,,,,,,,1.0
"Daniel, Caleb",-,2,2,1,,,1,-,-,2,2,-,1,1,2,1,-,1,1,1,1,1,1,3,2,2,28.0
"Dickson, Tory",,,,,-,-,-,-,2,-,1,2,1,1,-,-,1,2,-,1,-,1,-,3,-,-,15.0
"Dunkley, Josh",-,1,,,,,,,,1,2,1,-,,,-,3,4,1,1,-,-,2,1,1,4,22.0
"Hamling, Joel",,,9,5,,,,,,,,13,,,,,,6,9,2,5,6,8,4,8,14,89.0
"Honeychurch, Mitch",,,,,,,,,,,,1,-,,,,,,,,,,,,,,1.0
"Hrovat, Nathan",,,,,,,,,,,,,,,,,,,1,1,1,-,,,,,3.0
"Hunter, Lachie",1,-,2,3,1,2,1,3,3,1,1,2,-,1,-,1,-,2,1,3,-,-,2,2,4,3,39.0
"Johannisen, Jason",1,-,2,-,,,,,,,,,,-,1,2,3,3,2,4,2,-,2,2,2,-,26.0
"Jong, Lin",,,-,1,1,-,,,1,,,,1,2,1,1,4,-,-,2,2,2,1,,,,19.0
"Liberatore, Tom",3,-,4,-,1,2,-,-,-,1,2,3,-,3,-,,-,1,,,,,2,1,2,2,27.0
"Macrae, Jack",3,-,1,4,1,3,-,2,-,1,1,1,-,-,1,1,1,3,,,,,2,1,3,3,32.0
"McLean, Toby",1,1,1,-,2,1,2,1,-,2,2,,,,,,,,,,-,,,-,2,-,15.0
"Minson, Will",,,,,,,,,,,,,,3,,,,,,,,3,,,,,6.0
"Morris, Dale",9,5,6,6,6,7,4,6,7,3,9,13,5,7,2,7,6,,6,,,3,8,5,10,6,146.0
"Murphy, Robert",4,-,3,,,,,,,,,,,,,,,,,,,,,,,,7.0
"Picken, Liam",3,-,-,2,2,2,1,1,4,1,-,1,2,1,-,1,2,3,1,2,-,1,2,-,2,1,35.0
"Redpath, Jack",,,,,,,-,2,,-,1,1,-,2,1,1,-,,,,,,,,,,8.0
"Roberts, Fletcher",,,,,,5,7,11,12,7,7,12,3,,4,7,11,9,8,6,9,5,,,12,5,140.0
"Roughead, Jordan",5,1,4,9,3,3,5,3,4,2,1,3,2,7,2,3,5,5,5,6,1,,5,7,-,5,96.0
"Smith, Clay",,,,,,,,,,,,,,3,1,-,2,1,-,-,1,-,1,2,2,1,14.0
"Smith, Roarke",,,,,,,,,,,,,,,,,,,,,3,,,,,,3.0
"Stevens, Koby",2,1,-,-,1,3,,,1,,,,,,1,2,-,2,,,,1,,,,,14.0
"Stringer, Jake",1,2,-,-,-,2,1,-,1,1,1,2,2,1,-,-,,3,2,2,,,2,1,2,1,27.0
"Suckling, Matt",-,1,-,2,1,,,,,2,1,2,2,3,2,2,1,,,-,,1,3,1,,,24.0
"Wallis, Mitch",2,-,1,1,1,-,-,3,-,-,1,-,1,1,-,-,2,,,,,,,,,,13.0
"Webb, Lukas",,,,,,,,,,,,,,3,1,,,,1,2,2,,,,,,9.0
"Williams, Bailey",,,,,,,,2,2,,2,2,2,,,,,,,,,2,,,,,12.0
"Wood, Easton",4,1,,,8,8,2,5,3,4,,,,5,5,6,3,9,1,6,2,,2,2,1,6,83.0
Totals,49,25,51,53,50,56,44,51,52,44,58,68,33,54,28,38,53,71,49,49,38,39,63,51,70,66,1303.0
Opponent,FR,SK,HW,CA,BL,NM,AD,ME,GW,CW,WC,PA,GE,SY,RI,GC,SK,GE,NM,CW,ES,FR,WC,HW,GW,SY,
