Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Baker, Phil",-,-,,,,,,,3,-,,,2,,-,,,,2,4,4,2,1,-,1,-,19.0
"Blight, Malcolm",,1,,-,-,,,,1,1,3,3,4,-,1,2,-,-,1,-,,,,,,,17.0
"Briedis, Arnold",-,1,-,5,1,4,2,-,,-,4,4,2,6,-,1,-,2,,-,3,3,2,1,-,1,42.0
"Burns, John",-,-,-,1,-,,1,-,-,-,-,-,-,-,-,1,,1,-,,,-,1,-,-,1,6.0
"Cable, Barry",2,2,2,1,2,3,1,-,,,3,-,2,,,2,1,,-,3,-,-,2,1,1,2,30.0
"Chisnall, Peter",,,,,,,,,-,-,-,2,,-,-,,,,-,-,-,-,-,-,-,,2.0
"Cowton, Gary",1,-,-,-,-,-,-,2,,-,,,,,-,,,-,-,1,-,-,1,-,-,-,5.0
"Davis, Barry",-,1,,,2,-,-,-,-,-,1,4,-,2,2,3,-,1,1,-,1,2,-,-,-,1,21.0
"Dawson, Mark",,,,,,,,,2,,,,,,,,,,,,1,,,,,,3.0
"Dench, David",,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,2.0
"Doolan, Vin",,,,,,,,,,,,,1,,,,,,,,,,,,,,1.0
"Farrant, Garry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,
"Feltham, Paul",-,2,2,1,-,1,-,1,-,-,,2,3,-,1,-,-,1,-,-,1,3,1,-,1,-,20.0
"Goodingham, Barry",-,-,-,-,,,,-,-,-,-,-,-,-,-,,,1,-,1,-,-,-,-,-,-,2.0
"Greig, Keith",-,-,-,-,1,1,-,-,,-,-,1,-,-,,-,-,-,-,-,-,-,-,-,-,1,4.0
"Gumbleton, Frank",-,-,-,-,-,-,-,-,-,-,,,,-,-,-,1,-,-,,,-,-,-,,,1.0
"Henshaw, Ross",-,,-,,,,,-,-,,,,,,,,-,,,,,,,,,,
"Kekovich, Sam",,,,4,4,4,-,3,-,-,-,10,-,-,-,,1,-,,,2,-,5,-,,2,35.0
"Michalczyk, Dick",,,,,,,,,,,-,-,-,-,-,-,-,-,,,,,,,,,
"Montgomery, Ken",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Moylan, John",,,,,,-,,,,-,-,-,-,-,,,,,,,,,,,,,
"Muir, Russell",-,,-,-,,-,,,1,,,,,,,,,,,,,,,,,,1.0
"Munari, Dennis",,,,,,,,,,,,,,,-,-,,,,,,,,,,,
"Nolan, Mick",,,,,-,-,2,,,-,,,,,,1,1,,,2,1,1,-,1,,,9.0
"Pagan, Denis",,-,-,-,-,,-,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Perry, John",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peterson, Robert",1,-,5,1,2,1,3,,,1,1,,,1,-,1,1,,,2,,,,,1,1,22.0
"Rantall, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Ryan, Phil",1,4,-,-,1,-,-,-,-,,1,-,,,,-,1,,1,,,,,,-,-,9.0
"Schimmelbusch, Wayne",3,4,1,1,1,1,2,1,-,-,-,1,-,-,-,1,1,-,3,-,3,2,-,-,1,-,26.0
"Smith, Brad",-,,,,,2,-,-,-,,-,1,2,3,1,-,-,3,-,-,-,-,-,,-,-,12.0
"Smith, Rob",,,,,,,,,-,,1,-,,,,,,,,,,,,,,,1.0
"Taylor, Peter",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Wade, Doug",3,5,7,5,5,5,2,2,4,6,,,3,6,5,7,4,5,3,3,8,3,2,3,3,4,103.0
"Zantuck, Shane",,,,,,,,,,,,,,,,,,-,,,,,,,,,
Totals,11,20,17,19,19,22,13,9,11,8,14,28,19,18,10,19,11,15,11,16,25,16,15,6,8,13,393.0
Opponent,SM,FO,FI,CA,ME,SK,GE,RI,ES,CW,HW,SM,FO,CA,FI,ME,SK,GE,RI,ES,CW,HW,HW,RI,HW,RI,
