Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Baker, Phil",1,-,,,,,,,1,2,,,1,,3,,,,1,4,3,4,1,4,2,3,30.0
"Blight, Malcolm",,5,,2,2,,,,2,1,-,5,3,4,3,1,2,4,3,-,,,,,,,37.0
"Briedis, Arnold",2,3,5,2,4,2,3,1,,-,2,4,2,4,2,1,2,4,,5,3,1,2,2,-,-,56.0
"Burns, John",6,4,4,1,3,,3,2,5,2,2,1,3,3,3,1,,3,4,,,-,3,4,1,1,59.0
"Cable, Barry",2,-,-,1,1,2,1,-,,,2,1,4,,,2,2,,1,4,4,2,2,3,1,3,38.0
"Chisnall, Peter",,,,,,,,,-,-,7,4,,5,4,,,,1,-,2,4,2,3,1,,33.0
"Cowton, Gary",3,2,-,3,-,2,-,1,,6,,,,,5,,,-,1,2,1,1,1,3,3,-,34.0
"Davis, Barry",-,1,,,-,1,-,2,-,1,4,1,2,2,2,-,2,2,2,4,2,1,-,1,3,1,34.0
"Dawson, Mark",,,,,,,,,3,,,,,,,,,,,,1,,,,,,4.0
"Dench, David",,4,-,2,2,1,2,-,,,1,-,2,1,1,1,3,1,2,4,1,4,2,1,-,3,38.0
"Doolan, Vin",,,,,,,,,,,,,3,,,,,,,,,,,,,,3.0
"Farrant, Garry",1,-,1,-,1,-,-,-,1,1,1,-,2,-,1,1,-,2,-,1,2,,,-,3,3,21.0
"Feltham, Paul",1,-,1,-,2,2,6,3,5,3,,2,-,6,1,6,2,1,1,3,1,3,3,3,4,-,59.0
"Goodingham, Barry",1,2,4,2,,,,3,6,4,3,5,6,3,4,,,3,4,2,1,1,2,3,8,1,68.0
"Greig, Keith",1,1,2,2,4,3,1,-,,3,2,1,1,3,,2,1,4,1,1,2,1,-,-,-,1,37.0
"Gumbleton, Frank",3,-,-,1,1,-,2,-,4,1,,,,1,-,1,1,2,-,,,-,1,1,,,19.0
"Henshaw, Ross",1,,-,,,,,1,3,,,,,,,,-,,,,,,,,,,5.0
"Kekovich, Sam",,,,3,4,5,-,5,1,5,-,2,3,-,2,,3,3,,,3,-,3,1,,1,44.0
"Michalczyk, Dick",,,,,,,,,,,1,1,2,-,3,-,4,1,,,,,,,,,12.0
"Montgomery, Ken",,1,3,-,-,-,1,1,-,-,-,-,1,-,-,-,1,2,3,5,1,2,1,-,-,-,22.0
"Moylan, John",,,,,,-,,,,2,-,2,2,-,,,,,,,,,,,,,6.0
"Muir, Russell",2,,2,-,,1,,,-,,,,,,,,,,,,,,,,,,5.0
"Munari, Dennis",,,,,,,,,,,,,,,4,-,,,,,,,,,,,4.0
"Nolan, Mick",,,,,1,2,2,,,3,,,,,,3,2,,,2,4,4,3,1,,,27.0
"Pagan, Denis",,1,2,3,-,,4,4,,,,,,,,,,-,-,2,1,2,1,2,2,1,25.0
"Perry, John",-,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peterson, Robert",4,1,5,1,2,1,1,,,3,3,,,3,7,3,5,,,5,,,,,2,2,48.0
"Rantall, John",4,2,1,1,2,1,3,2,2,2,1,-,5,2,,2,1,3,1,3,2,1,3,1,3,2,50.0
"Ryan, Phil",-,1,1,2,4,5,2,1,1,,-,-,,,,-,-,,1,,,,,,6,2,26.0
"Schimmelbusch, Wayne",-,3,2,2,2,2,-,2,-,1,1,2,-,5,2,3,5,2,3,3,4,2,-,2,2,1,51.0
"Smith, Brad",3,,,,,1,3,2,-,,2,5,-,2,5,2,3,2,1,1,2,-,-,,1,1,36.0
"Smith, Rob",,,,,,,,,1,,-,-,,,,,,,,,,,,,,,1.0
"Taylor, Peter",,,-,,,,,,,,,,,,,,,,,,,,,,,,
"Wade, Doug",4,1,2,6,2,2,3,1,6,2,,,4,7,1,3,4,2,-,1,2,1,3,-,2,3,62.0
"Zantuck, Shane",,,,,,,,,,,,,,,,,,1,,,,,,,,,1.0
Totals,39,32,35,34,37,33,37,31,41,42,32,36,46,51,53,32,43,42,30,52,42,34,33,35,44,29,995.0
Opponent,SM,FO,FI,CA,ME,SK,GE,RI,ES,CW,HW,SM,FO,CA,FI,ME,SK,GE,RI,ES,CW,HW,HW,RI,HW,RI,
