Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Alessio, Steven",1,1,1,-,-,-,-,1,-,-,,1,-,1,1,1,1,-,-,2,-,-,-,1,1,13.0
"Barnard, Paul",2,-,-,-,-,,-,1,-,-,-,1,2,1,-,,1,-,-,-,,-,-,-,1,9.0
"Barnes, John",-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,,-,-,-,2.0
"Bewick, Darren",1,-,2,-,-,-,-,1,1,1,1,,,,,,,-,-,1,1,-,1,2,-,12.0
"Blumfield, Justin",1,-,-,1,2,-,-,-,,1,-,-,1,-,2,1,2,2,-,1,1,3,-,-,2,20.0
"Bolton, Mark",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Caracella, Blake",-,-,-,,1,1,1,1,-,2,-,2,-,1,2,1,2,1,-,2,-,-,-,-,-,17.0
"Denham, Sean",-,-,-,,-,-,,,,,,,,-,-,,1,,,,,-,,,,1.0
"Fletcher, Dustin",-,-,-,-,-,-,-,-,,-,-,-,-,1,1,-,2,-,-,,1,1,-,-,-,6.0
"Fraser, Mark",,,-,-,,,,,,,,,,,,-,-,,,,,,,,,
"Hardwick, Damien",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,-,-,-,1.0
"Heffernan, Chris",-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,,,,,-,-,1,1,1,6.0
"Henneman, Aaron",,,,,,,,,,,-,-,,,-,-,1,-,-,-,,,,,,1.0
"Hird, James",1,-,-,1,2,1,2,-,1,-,2,2,-,-,1,,,,-,2,,,1,2,-,18.0
"Jacobs, Danny",,,,,,1,,,1,-,-,-,-,1,,,-,1,,,,,,,,4.0
"Johnson, Jason",2,-,1,1,1,-,1,-,2,-,2,-,-,-,-,-,1,3,1,2,1,1,-,-,1,20.0
"Johnson, Mark",-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,,1,-,-,-,-,-,-,-,4.0
"Lloyd, Matthew",2,-,3,1,2,4,3,2,2,-,2,5,4,3,2,4,2,2,2,1,2,5,3,3,1,60.0
"Long, Michael",-,1,-,2,,,-,-,2,2,1,-,-,-,-,-,1,-,-,-,1,3,1,-,4,18.0
"Lucas, Scott",,,-,3,3,-,2,1,2,2,-,2,2,2,1,3,3,3,2,-,1,3,1,2,4,42.0
"McVeigh, Mark",,,,,,,,,,,,,,,,,,,,,,1,,,,1.0
"Mercuri, Mark",1,,,2,-,,-,1,1,1,1,1,1,,-,3,1,1,3,-,-,,2,-,-,19.0
"Misiti, Joe",-,1,2,1,-,-,-,-,-,-,-,-,1,-,-,1,1,1,-,-,-,-,-,-,1,9.0
"Moorcroft, Gary",,,,-,-,2,-,1,-,,,2,1,,,-,-,-,-,-,1,-,-,1,1,9.0
"Prior, Michael",,,,-,,-,,-,-,,,,,-,-,-,-,-,,,-,-,,,,
"Ramanauskas, Adam",-,1,-,,-,-,1,-,-,-,1,-,-,-,2,-,-,-,-,1,-,-,1,-,1,8.0
"Rioli, Dean",-,-,,,,,,,,,,,,,,,,,1,-,-,,,,,1.0
"Robran, Jonathon",,-,,,,,,,,,,,,,,,,,,-,-,1,,,,1.0
"Solomon, Dean",-,-,-,-,-,-,-,1,-,-,-,-,1,-,2,-,2,-,-,-,-,-,-,1,-,7.0
"Wallis, Dean",-,-,-,-,1,-,-,,-,-,-,,-,-,,-,,,,,,,-,-,-,1.0
"Wellman, Sean",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
Totals,11,4,9,12,13,9,11,10,13,9,12,18,13,11,14,15,21,15,9,12,9,18,11,14,18,311.0
Opponent,PA,RI,FR,HW,CA,WB,CW,BL,ME,AD,GE,SK,KA,SY,WC,PA,RI,FR,HW,CA,WB,CW,KA,CA,ME,
