Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Alvey, Mark",,,,,,,,,,1,,,,,-,,,,,,,,,,1.0
"Brown, Nathan",,,,,,1,2,-,-,-,2,1,-,1,2,,,,,,,,4,-,13.0
"Cameron, Leon",3,4,1,2,3,5,3,3,3,2,10,5,-,,,4,2,1,11,5,2,3,1,2,75.0
"Contessa, Adam",,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Cook, James",,-,-,-,-,,,,,,,,,-,-,-,-,,,-,-,-,,,
"Cox, Simon",,,,,-,4,,-,1,4,,-,,,,,,-,1,,,,,,10.0
"Croft, Matthew",7,3,3,2,4,-,2,-,2,-,-,-,3,2,5,-,1,5,4,4,1,2,3,2,55.0
"Curley, Todd",2,-,-,3,2,2,1,4,4,3,3,3,3,-,4,2,1,2,1,8,1,2,2,-,53.0
"Darcy, Luke",2,-,-,-,-,1,-,-,-,-,1,2,-,1,-,1,-,-,2,-,1,2,4,2,19.0
"Dent, Matthew",1,2,2,2,3,6,6,5,7,,,,4,6,4,6,4,3,1,1,4,6,2,1,76.0
"Dimattina, Paul",1,4,1,2,1,,,,,,1,-,-,1,1,2,-,1,1,,3,-,,,19.0
"Dooley, Paul",-,,,,,,,,,,,,,,,,,,,,,,,,
"Ellis, Craig",,5,1,1,3,3,3,,,,2,,,,,-,-,,2,-,,,,,20.0
"Garlick, Simon",1,1,-,-,2,-,-,4,-,-,-,1,-,-,-,1,2,1,1,2,2,2,2,3,25.0
"Grant, Chris",-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hudson, Paul",2,-,1,-,-,-,2,-,-,-,-,1,-,-,1,-,-,,-,-,-,-,1,1,9.0
"Johnson, Brad",3,4,2,2,1,1,-,1,2,1,1,7,-,3,-,1,1,4,1,-,1,3,3,3,45.0
"Kolyniuk, Steven",-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,2,-,-,-,1,7.0
"Kretiuk, Steven",2,2,1,3,,2,4,3,-,,1,4,6,1,5,3,2,7,4,1,3,2,3,6,65.0
"Lane, Tyson",,,,,,,,,,,,,,,,-,-,-,-,1,,,,,1.0
"Liberatore, Tony",-,-,1,1,1,,,,,,,,,,,,,,,,1,-,2,1,7.0
"Martin, Michael",-,1,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,1,2,1,-,-,4,12.0
"Minton-Connell, Simon",-,,,,,-,,-,-,,,,,-,-,,,,,,,,-,-,
"Montgomery, Brett",-,,,,-,-,-,-,1,-,3,1,3,1,1,3,2,-,1,-,-,1,2,-,19.0
"Powell, Stephen",,,,,,,,,,-,-,1,1,,,,,1,-,,,,,,3.0
"Romero, Jose",2,3,-,1,1,-,-,1,2,1,-,2,1,-,,3,1,2,-,-,-,-,1,2,23.0
"Sir, Sedat",,,,,,,,,,5,,,,,,,,,,,,,,,5.0
"Smith, Rohan",4,1,2,-,2,1,2,4,2,8,1,-,2,1,1,3,1,1,2,-,-,1,4,5,48.0
"Southern, Daniel",-,-,-,2,-,-,1,3,1,-,2,-,1,2,1,,,,,,,,,,13.0
"Watts, Jason",,,,,,,,,,,,,,,,,,-,,,,,,,
"West, Mark",,,,,,,,,,,,,,,,,,,,1,-,2,2,-,5.0
"West, Scott",2,3,2,1,3,-,1,4,4,3,1,3,3,4,3,2,1,-,-,3,1,3,2,3,52.0
"Wira, Brad",3,2,2,1,-,-,1,-,-,-,1,3,4,2,4,3,-,2,-,1,2,2,2,1,36.0
"Wynd, Scott",,-,1,-,4,1,-,3,3,1,-,-,3,2,-,-,-,2,,4,-,3,2,1,30.0
Totals,35,35,20,23,30,27,30,35,33,29,29,34,35,27,34,34,20,32,33,35,23,34,42,38,747.0
Opponent,BL,CA,CW,GE,SY,ES,NM,HW,RI,WC,AD,FR,PA,SK,ME,BL,CA,CW,GE,SY,ES,NM,WC,AD,
