Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Baggott, Jack",5,3,3,-,3,2,6,4,12,4,4,4,5,2,,,,3,1,-,61.0
"Baker, Reg",,,,,,,,,1,-,1,-,-,1,1,2,1,-,,,7.0
"Bentley, Perce",-,,1,1,-,,,,-,3,-,-,-,-,-,,,,,,5.0
"Benton, Bill",,-,,,,-,,,-,-,,,,,,,,,,,
"Bisset, Jack",-,1,-,-,-,-,1,1,,-,-,-,1,-,-,-,2,-,-,-,6.0
"Don, Donald",-,-,-,-,2,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,3.0
"Empey, Ralph",,-,-,,,,-,3,-,1,2,-,-,1,-,-,1,-,3,2,13.0
"Fincher, Jack",-,,-,1,2,1,1,3,1,1,1,4,1,1,1,1,3,-,1,-,23.0
"Foster, Bert",,,,,,,,,,,,,,,,-,1,,,-,1.0
"Gallagher, Les",-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,,-,-,2.0
"Geddes, Allan",-,-,-,-,-,-,-,-,1,-,,,,,,,,-,-,,1.0
"Goding, Fred",,,,,,,2,-,1,,,1,1,1,1,1,,,,1,9.0
"Harris, Don",-,,,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Hayes, Doug",,,-,-,-,-,,,,,,,,,,,,,,,
"Jamison, Sam",-,,,,,,,,,,,,,,,,,,,,
"Judkins, Stan",,,,,,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Kight, Frank",,-,,,,,,,,,,,,,,,,,,,
"Lilburne, Dooley",-,-,-,-,-,-,-,1,3,-,-,-,2,-,-,2,2,-,2,-,12.0
"Lunn, Bennie",,-,-,,-,-,-,-,-,-,,,,,-,-,-,-,,,
"McCormack, Basil",-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McCormack, Jack",4,1,,-,,,,,,3,1,,,,,,,,,,9.0
"Murdoch, Joe",-,-,-,-,-,-,-,-,,,-,-,-,-,,-,-,-,-,-,
"OBrien, Frank",1,-,-,-,,-,,,,,,,,,,,,,,,1.0
"OHalloran, Tom",2,2,-,1,1,1,1,3,1,,1,1,5,3,1,,,1,1,2,27.0
"ONeill, Bob",1,1,-,-,-,-,-,,,,,,,,,,,,-,,2.0
"Oakley, Allan",,,,,,,,,,,,,,,,,1,,,,1.0
"Outram, Roy",,,,,1,1,-,-,,,,,,,,,,,,,2.0
"Rudolph, George",,-,1,1,2,1,,,-,-,-,-,-,-,-,-,2,1,1,-,9.0
"Street, Charlie",,,,,,,,-,,,,,,,,,,,,,
"Titus, Jack",-,2,,,,-,,,,,,-,,,1,1,9,5,6,2,26.0
"Watson, Carl",,,,,,,,,,,-,,-,-,-,-,-,-,-,-,
"Weidner, Harry",1,,-,2,1,1,1,4,1,1,2,2,-,1,3,2,-,5,2,2,31.0
Totals,14,10,5,6,13,7,12,19,21,13,12,12,15,10,11,10,22,15,17,9,253.0
Opponent,NM,CA,CW,ME,FO,ES,GE,FI,SM,HW,SK,NM,CA,CW,ME,FO,ES,GE,CA,CW,
