Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Abraham, Winston",1,3,4,1,-,2,2,1,3,-,2,2,2,2,5,2,1,2,-,1,1,-,-,2,1,40.0
"Allison, Brett",,,,1,1,1,1,-,,,,,,,,,,2,-,,,,,3,1,10.0
"Anderson, Brady",-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,,,,,-,,,,
"Archer, Glenn",1,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,,,-,,1,-,1,-,-,6.0
"Bell, Peter",1,1,1,-,-,1,-,1,3,1,-,-,2,1,1,1,-,-,-,1,1,-,-,-,1,17.0
"Blakey, John",-,1,2,-,-,-,-,3,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,1,10.0
"Capuano, Mathew",-,,-,-,-,-,,,,,,,,,,,,-,-,1,-,1,-,1,-,3.0
"Carey, Wayne",1,3,-,1,3,1,4,4,-,4,4,3,4,1,6,5,8,1,3,8,5,4,5,1,1,80.0
"Chandler, Brett",,-,-,,,,,-,1,-,-,-,-,-,-,-,1,-,-,-,,,-,,,2.0
"Cochrane, Stuart",,,,,,-,,,,,,,-,-,,,,,,,,,,,,
"Crocker, Darren",,,,,,,,,,,3,-,-,,,-,-,,,-,-,,,,,3.0
"Freeborn, Glenn",-,,,,,,,,,,,,,,,,,2,2,-,-,1,-,-,-,5.0
"Grant, Shannon",2,1,1,4,4,2,-,1,-,1,2,2,-,2,3,-,5,2,3,3,1,1,2,4,-,46.0
"Groom, Chris",1,-,,,,,,,,-,,,,,,,,,,,,,,,,1.0
"Harvey, Brent",,,5,3,-,-,1,-,2,2,3,1,1,5,-,-,1,1,1,1,1,3,1,-,-,32.0
"Hewitt, Evan",-,2,-,2,1,2,-,-,1,-,-,2,-,-,-,-,1,2,,,,-,,,,13.0
"King, David",-,1,-,,,,-,1,-,-,1,-,-,-,1,1,2,1,-,-,2,-,-,-,-,10.0
"Longmire, John",,,,-,-,,,1,4,-,-,2,-,,,,-,,,,,,-,,,7.0
"Martyn, Mick",-,-,-,-,-,-,-,-,,,-,,,-,-,-,-,-,-,-,-,,-,-,-,
"McCartney, Jason",-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,-,-,-,-,-,-,-,1.0
"McKernan, Corey",,,-,5,1,1,2,-,-,-,,,4,2,3,-,-,-,1,1,2,2,-,1,-,25.0
"Mellington, Anthony",,1,-,,,-,,,,,,1,-,,,,,,,,,,,,,2.0
"Miles, Dion",,,,,,,,,,,1,-,,,,,,,,,,,,,,1.0
"Pickett, Byron",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Pike, Martin",1,-,-,-,,,,1,-,,,,-,1,-,-,-,-,1,1,-,1,-,-,1,7.0
"Roberts, Mark",,,,,,,,,,,-,-,3,-,1,-,1,3,2,-,-,-,1,2,1,14.0
"Rock, Anthony",-,-,,1,-,,-,1,-,-,-,-,,,,2,-,-,,4,-,-,-,-,-,8.0
"Scott, Robert",-,-,-,1,-,-,-,1,-,,,-,-,1,1,1,-,-,-,-,-,1,,-,-,6.0
"Sholl, Craig",5,1,2,1,-,3,-,-,-,2,2,-,1,,-,1,-,1,2,1,-,1,-,1,-,24.0
"Simpson, Adam",1,-,,,-,1,-,,1,-,,,,1,-,-,1,1,-,-,-,-,1,1,1,9.0
"Stevens, Anthony",1,-,-,-,-,-,1,-,1,-,1,-,-,1,1,-,-,-,-,-,-,1,-,1,-,8.0
"Stevens, Danny",,,,,,,-,,,2,-,,,,,,,,,,,,,,,2.0
"Watt, Shannon",,,,,,,,,,,,,,-,-,,,,,,,,,,,
"Welsh, Scott",-,1,-,1,-,1,-,,1,1,-,1,,-,,,,,,,,,,,,6.0
Totals,15,15,15,21,12,15,12,15,17,13,19,14,17,19,22,13,22,18,15,22,14,17,11,17,8,398.0
Opponent,WC,ME,PA,BL,FR,AD,WB,SY,CA,GE,CW,RI,HW,ES,SK,WC,ME,PA,BL,FR,AD,WB,ES,ME,AD,
