Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Bassett, Nathan",-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,4.0
"Bock, Nathan",1,-,-,-,-,-,1,2,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,6.0
"Burton, Brett",1,-,1,1,2,1,1,3,-,2,,,-,1,1,,,,,,,,,14.0
"Campbell, Bryce",,,,-,,,,,,,,,,,-,1,-,1,-,-,,,,2.0
"Dangerfield, Patrick",,,,,,,,,,,,,,,,,,,,1,-,,,1.0
"Doughty, Michael",1,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Douglas, Richard",-,1,1,-,3,-,-,,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,7.0
"Edwards, Tyson",-,1,-,1,1,-,-,1,-,-,2,-,1,-,3,-,-,1,1,-,-,-,2,14.0
"Gill, Nick",,,,,,,,,,,,,-,-,,,2,-,-,2,1,-,1,6.0
"Goodwin, Simon",-,1,1,-,-,3,1,4,-,1,-,-,-,2,-,-,-,-,1,-,-,-,2,16.0
"Griffin, Jonathon",1,-,-,-,-,-,-,-,-,-,,-,,,-,,,,,,,,,1.0
"Jacky, Jarrhan",,,,,-,,-,2,,,,,,,,,,,,,,,,2.0
"Jericho, Luke",,-,-,,,,,-,,,-,1,-,,,-,,,,,,,,1.0
"Johncock, Graham",-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,,,-,-,1,1,1,5.0
"Knights, Chris",,,,,,-,-,-,-,-,1,-,-,-,1,-,1,-,,,1,-,1,5.0
"Mackay, David",-,-,1,-,-,-,1,-,-,-,-,-,,,,,-,-,-,2,-,-,-,4.0
"Maric, Ivan",,,,,,,,2,-,-,-,-,-,1,1,-,-,1,-,-,-,-,2,7.0
"Massie, Kris",,-,-,,,,-,,,,,,,-,-,-,,-,1,-,-,-,-,1.0
"McGregor, Ken",1,-,-,1,-,-,,,,,-,,,,,,,,,,,,,2.0
"McLeod, Andrew",-,1,1,-,1,1,-,1,-,-,1,1,1,,,-,-,2,1,-,-,-,-,11.0
"Moran, Brad",,,,,,,,,,,,,,,,-,-,-,-,-,-,,-,
"Otten, Andy",,,,,,,,,,,,-,,,,,,,1,,,,,1.0
"Porplyzia, Jason",1,4,1,-,1,-,2,1,-,-,2,2,-,-,-,,1,-,,,,1,,16.0
"Reilly, Brent",-,,,,,,,,-,-,2,,-,-,,,,,,1,-,,,3.0
"Rutten, Ben",2,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Sellar, James",,,,,,,-,,,,,,,,,,,,,,,,,
"Shirley, Robert",-,,,-,-,2,1,-,-,1,-,1,-,-,1,-,1,-,-,1,-,-,-,8.0
"Stevens, Scott",3,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,1,-,-,1,9.0
"Symes, Brad",-,1,-,-,-,-,,,,,,,,-,-,-,1,-,2,2,-,1,-,7.0
"Thompson, Scott",3,2,1,-,-,-,-,1,-,1,-,2,1,-,-,2,-,2,-,-,-,-,1,16.0
"Tippett, Kurt",-,-,-,1,-,-,-,-,-,-,2,-,-,1,-,-,1,,,,,2,-,7.0
"Vince, Bernie",-,1,2,-,2,1,-,-,-,1,-,-,1,-,1,1,1,1,1,,,-,-,13.0
"van Berlo, Nathan",-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,2,-,1,-,-,-,1,-,7.0
Totals,14,13,10,6,10,9,8,19,1,6,13,7,5,7,8,8,8,9,10,11,3,6,11,202.0
Opponent,WB,WC,PA,HW,FR,CA,NM,ME,WC,ES,RI,HW,BL,GE,CW,PA,SY,CA,RI,ES,SK,WB,CW,
