Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Bryan, Chris",,,,,1,2,1,-,,,1,,,,-,,,,-,1,-,-,,1,-,7.0
"Buckley, Nathan",,,,,,,,,,,,,,,,,,,,,-,1,-,1,1,3.0
"Burns, Scott",-,-,1,-,3,1,-,-,-,-,-,-,-,-,1,1,1,-,-,1,-,-,-,1,1,11.0
"Clarke, Martin",,,,,,,,,,,,-,1,-,-,1,1,-,,,-,1,-,-,-,4.0
"Clement, James",-,-,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,
"Cloke, Travis",-,1,2,2,3,3,4,1,-,2,1,4,2,-,1,2,-,1,1,-,2,1,2,3,1,39.0
"Cook, Ryan",,,,,,,,,,,,,,,,,,-,1,-,,,,,,1.0
"Cox, Shannon",,,-,-,-,-,,,,,,-,1,-,,,,-,,,,,,,,1.0
"Davis, Leon",-,-,-,1,1,-,,-,-,-,2,1,1,1,4,-,1,2,2,2,-,1,1,-,1,21.0
"Dick, Brad",,,-,-,1,2,-,1,,,,,,,,,,,,,,,,,,4.0
"Didak, Alan",,,,,-,,1,-,-,-,2,-,-,2,-,-,-,-,,1,-,,-,-,-,6.0
"Egan, Chris",,,,,,-,,,,,,,,,,,,,,,,,,,,
"Fraser, Josh",-,1,-,-,-,-,-,-,1,1,1,-,-,-,-,2,-,-,-,,,,1,,,7.0
"Goldsack, Tyson",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,1,-,-,1.0
"Holland, Brodie",,,,,,,-,-,-,-,-,-,-,,,,,,,,,,,,,
"Iles, Sam",,,,,,,-,,,,,,,-,-,,,,,,,,,,,
"Johnson, Ben",-,-,,3,1,1,-,1,-,-,1,-,1,-,-,-,-,-,-,-,,,,,,8.0
"Licuria, Paul",2,2,-,-,,,,,,,,-,-,1,-,-,1,,1,,,,,,,7.0
"Lockyer, Tarkyn",-,1,1,-,-,1,2,1,1,-,-,1,-,-,-,1,-,2,-,1,-,1,-,1,-,14.0
"Lonie, Ryan",-,,,,,,,,,,,,,,,-,2,-,,,,,,,,2.0
"Lumumba, Heritier",-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Maxwell, Nick",1,-,-,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0
"Medhurst, Paul",2,-,-,,,,,,-,1,-,,2,2,-,,,-,2,1,2,-,2,2,-,16.0
"Nicholls, Daniel",,-,,,,,,,,,,,,,,,,,,,,,,,,
"OBree, Shane",-,-,-,-,-,-,2,-,1,-,-,-,-,-,1,-,1,,-,1,-,-,-,-,-,6.0
"Pendlebury, Scott",-,1,-,1,1,1,-,-,1,-,-,-,-,-,1,-,-,,,1,-,-,-,-,1,8.0
"Prestigiacomo, Simon",-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,,,,,,,
"Reid, Ben",,,,,,,,,,,,,2,2,,,,,,,,-,,,,4.0
"Richards, Guy",-,-,-,-,,,,,-,-,,1,-,,,-,-,,,-,-,-,-,-,-,1.0
"Rocca, Anthony",1,1,1,2,4,3,3,2,4,-,-,4,,,-,1,1,2,2,1,1,2,-,1,1,37.0
"Rusling, Sean",,,,,,,,,,,,,,,,,,,,2,3,,2,-,-,7.0
"Shaw, Heath",1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,4.0
"Shaw, Rhyce",-,-,-,-,1,-,-,1,-,-,,,,,,,,-,-,-,,-,,,,2.0
"Stanley, Danny",,,,,,,,,,,-,-,,,,,,,,,,,,,,
"Swan, Dane",-,-,-,1,-,1,-,1,1,1,-,-,1,1,1,2,1,2,-,1,-,-,-,-,-,14.0
"Thomas, Dale",-,1,1,1,-,-,2,-,-,4,1,-,-,1,1,2,1,-,1,-,-,1,2,1,1,21.0
"Toovey, Alan",,,2,-,-,-,-,-,-,-,-,,,,,,,,-,,,,,,,2.0
"Wakelin, Shane",-,-,-,,,,-,,,,-,-,-,-,-,-,-,,,-,-,-,-,-,-,
Totals,7,8,8,12,17,16,15,10,9,9,9,11,11,11,10,12,10,9,10,13,9,9,11,11,7,264.0
Opponent,KA,WC,RI,PA,ES,AD,CA,WB,BL,FR,ME,SY,HW,SK,GE,ES,BL,CA,RI,ME,SY,AD,SY,WC,GE,
