Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Bryan, Chris",,,,,-,3,1,-,,,1,,,,-,,,,-,2,1,-,,1,-,9.0
"Buckley, Nathan",,,,,,,,,,,,,,,,,,,,,1,1,1,-,1,4.0
"Burns, Scott",-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0
"Clarke, Martin",,,,,,,,,,,,-,2,-,-,1,-,-,,,-,-,-,-,-,3.0
"Clement, James",1,-,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,-,-,1.0
"Cloke, Travis",-,2,2,1,5,5,5,3,-,2,2,4,5,1,2,5,-,2,1,2,2,1,3,2,3,60.0
"Cook, Ryan",,,,,,,,,,,,,,,,,,-,1,-,,,,,,1.0
"Cox, Shannon",,,-,1,-,-,,,,,,-,-,-,,,,-,,,,,,,,1.0
"Davis, Leon",1,1,1,1,1,1,,2,1,2,-,1,1,-,-,1,-,1,1,1,-,-,1,-,-,18.0
"Dick, Brad",,,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,1.0
"Didak, Alan",,,,,2,,2,-,2,1,-,1,-,-,1,-,-,-,,-,1,,1,-,-,11.0
"Egan, Chris",,,,,,-,,,,,,,,,,,,,,,,,,,,
"Fraser, Josh",-,-,-,-,-,-,1,3,3,2,2,-,-,2,-,2,-,-,-,,,,-,,,15.0
"Goldsack, Tyson",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"Holland, Brodie",,,,,,,-,-,-,-,-,-,-,,,,,,,,,,,,,
"Iles, Sam",,,,,,,-,,,,,,,1,-,,,,,,,,,,,1.0
"Johnson, Ben",-,-,,1,-,1,-,1,1,-,1,-,-,-,-,-,-,-,-,1,,,,,,6.0
"Licuria, Paul",-,1,-,-,,,,,,,,-,-,2,-,-,1,,1,,,,,,,5.0
"Lockyer, Tarkyn",-,1,-,2,1,3,1,-,3,1,-,1,-,-,-,3,-,2,-,-,1,1,-,-,-,20.0
"Lonie, Ryan",-,,,,,,,,,,,,,,,-,-,-,,,,,,,,
"Lumumba, Heritier",-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Maxwell, Nick",2,-,-,1,1,1,-,1,-,-,-,-,-,-,1,2,5,-,-,-,-,-,-,-,-,14.0
"Medhurst, Paul",3,-,4,,,,,,1,1,1,,3,-,1,,,-,3,3,2,-,1,2,1,26.0
"Nicholls, Daniel",,-,,,,,,,,,,,,,,,,,,,,,,,,
"OBree, Shane",1,-,1,-,-,-,-,-,1,-,-,-,1,-,-,-,1,,1,-,-,-,-,-,-,6.0
"Pendlebury, Scott",1,-,-,1,2,1,1,1,2,-,-,1,-,-,1,2,-,,,1,1,1,-,-,-,16.0
"Prestigiacomo, Simon",-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,,,,,,,
"Reid, Ben",,,,,,,,,,,,,3,2,,,,,,,,1,,,,6.0
"Richards, Guy",-,-,-,-,,,,,-,-,,-,1,,,-,1,,,-,-,1,-,-,-,3.0
"Rocca, Anthony",3,2,6,2,5,2,2,6,3,5,-,6,,,2,4,1,5,4,2,1,5,5,2,-,73.0
"Rusling, Sean",,,,,,,,,,,,,,,,,,,,3,7,,6,-,2,18.0
"Shaw, Heath",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Shaw, Rhyce",-,-,-,-,-,-,-,-,1,-,,,,,,,,-,-,-,,-,,,,1.0
"Stanley, Danny",,,,,,,,,,,-,-,,,,,,,,,,,,,,
"Swan, Dane",-,-,-,2,-,-,-,1,-,2,-,-,2,2,1,-,-,-,1,-,2,-,1,1,-,15.0
"Thomas, Dale",-,-,-,-,1,-,2,-,-,2,-,2,2,4,1,2,1,1,1,1,1,1,1,1,1,25.0
"Toovey, Alan",,,3,-,-,-,1,-,-,-,-,,,,,,,,-,,,,,,,4.0
"Wakelin, Shane",-,-,-,,,,-,,,,-,-,-,-,-,-,-,,,-,-,-,-,-,-,
Totals,12,7,18,13,18,17,16,19,18,19,8,16,20,14,10,22,10,11,14,16,20,12,20,9,8,367.0
Opponent,KA,WC,RI,PA,ES,AD,CA,WB,BL,FR,ME,SY,HW,SK,GE,ES,BL,CA,RI,ME,SY,AD,SY,WC,GE,
