Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Alessio, Steven",-,1,2,1,-,1,2,,,,,,,,,-,1,-,-,-,1,-,1,2,2,14.0
"Bannister, Jordan",,,,,,,,,,,,-,,-,-,,,,1,,,,,,,1.0
"Barnard, Paul",1,-,-,-,-,1,1,1,2,1,1,-,1,-,-,1,1,2,1,-,1,,-,1,-,16.0
"Barnes, John",1,2,1,3,1,-,3,2,-,,,1,1,3,2,1,-,1,,-,1,1,1,1,1,27.0
"Blumfield, Justin",-,1,1,,-,1,-,3,-,,,,,,-,,,,,,,2,-,-,-,8.0
"Bolton, Mark",-,,,-,,,,1,-,-,,,,,-,-,,1,1,2,,1,,-,,6.0
"Bullen, Marcus",,,,,,,,,,,-,,,-,,,,,,,,,,,,
"Caracella, Blake",-,3,-,2,1,1,2,-,,,,,-,1,-,1,2,3,3,-,-,1,3,1,-,24.0
"Fletcher, Dustin",1,-,-,-,1,-,3,1,,-,,-,1,2,3,-,,1,1,1,1,,2,-,-,18.0
"Forster-Knight, Robert",,,,1,-,,,,-,-,1,,,,,,-,1,-,-,,,,,,3.0
"Hardwick, Damien",,,-,1,1,3,-,-,2,-,-,,4,,2,-,3,3,4,-,-,1,1,2,1,28.0
"Heffernan, Chris",,,,,,,,,,-,-,1,-,-,2,-,1,-,-,-,1,-,1,2,2,10.0
"Henneman, Aaron",-,-,-,-,-,-,-,2,1,1,1,1,1,2,1,-,-,,1,,-,,,,,11.0
"Hille, David",,,,,,,,-,,1,-,2,-,,,,,,-,,,,,,,3.0
"Hird, James",1,-,1,1,1,2,-,1,2,3,1,1,-,,,2,2,2,,2,-,1,-,-,-,23.0
"Jacobs, Danny",-,-,-,,-,1,-,-,-,1,-,-,,-,1,-,-,-,3,1,1,-,1,-,-,9.0
"Johnson, Jason",4,1,-,1,1,2,-,2,1,-,-,2,2,,1,2,-,-,2,-,-,1,-,-,3,25.0
"Johnson, Mark",2,1,4,3,-,-,1,1,1,-,1,-,-,1,2,2,1,,,3,-,1,-,-,-,24.0
"Lalich, Judd",,,,,,,,,,,1,-,,-,3,-,,,-,,,,,,,4.0
"Lloyd, Matthew",1,1,-,,-,2,1,1,2,2,1,1,-,-,-,-,3,-,,,2,-,-,,1,18.0
"Long, Michael",,2,-,-,-,,,,,,,,,,,,,,,,,2,-,-,,4.0
"Lucas, Scott",1,-,1,2,1,2,-,-,-,3,1,-,-,1,1,-,-,2,1,-,1,-,-,1,1,19.0
"McAlister, Daniel",,,,-,,,,,,,,,,,,,,,,,,,,,,
"McGrath, Cory",,,,,,,,,-,-,1,-,-,-,1,1,1,-,-,1,2,,,,,7.0
"McVeigh, Mark",-,2,-,2,-,-,-,-,-,-,-,3,1,2,,,-,-,-,-,1,-,2,-,-,13.0
"Mercuri, Mark",-,1,-,-,1,1,1,,,,,,-,1,1,-,1,1,-,1,-,-,2,-,1,12.0
"Misiti, Joe",3,2,-,,,,,,,,,,1,-,1,-,-,-,-,1,-,1,1,1,-,11.0
"Moorcroft, Gary",-,-,-,,,1,1,2,2,,,-,1,1,1,-,2,-,-,,,,,,3,14.0
"Peverill, Damien",,,,4,2,-,1,1,1,1,3,2,,,,,,,,,,,,,,15.0
"Ramanauskas, Adam",3,-,-,-,2,-,-,-,-,-,1,1,1,-,-,1,-,1,1,1,3,-,-,-,-,15.0
"Rioli, Dean",1,1,,,,-,-,1,1,-,1,1,-,-,,,,,,-,-,1,1,1,1,10.0
"Robran, Jonathon",,,,,,,,,-,-,-,,,,,,,,,,,-,,,,
"Solomon, Dean",1,2,-,2,1,2,-,-,1,-,-,-,1,-,-,-,-,1,,1,1,1,-,2,1,17.0
"Wallis, Dean",,,,-,,,,,,,,,,,,,,,,,,,,,,
"Wellman, Sean",-,2,1,-,1,-,1,2,1,1,-,-,-,-,,,1,1,2,3,1,1,-,1,2,21.0
Totals,20,22,11,23,14,20,17,21,17,14,14,16,15,14,22,11,19,20,21,17,17,15,16,15,19,430.0
Opponent,KA,PA,CA,SY,CW,WC,RI,ME,HW,BL,SK,AD,FR,WB,GE,KA,PA,CA,SY,CW,WC,RI,RI,HW,BL,
