Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Alessio, Steven",-,1,-,1,2,1,1,,,,,,,,,-,4,3,-,2,2,1,1,2,3,24.0
"Bannister, Jordan",,,,,,,,,,,,1,,-,-,,,,-,,,,,,,1.0
"Barnard, Paul",-,-,-,2,1,1,1,1,1,1,2,-,2,1,1,-,-,1,2,-,3,,1,2,1,24.0
"Barnes, John",-,-,2,-,-,-,1,-,-,,,-,-,2,1,-,-,1,,-,1,1,-,-,2,11.0
"Blumfield, Justin",1,1,-,,1,-,1,1,1,,,,,,-,,,,,,,-,-,-,-,6.0
"Bolton, Mark",2,,,1,,,,1,-,1,,,,,1,1,,-,-,1,,1,,-,,9.0
"Bullen, Marcus",,,,,,,,,,,1,,,-,,,,,,,,,,,,1.0
"Caracella, Blake",1,1,1,-,1,-,2,-,,,,,-,1,-,-,-,-,-,1,-,1,-,3,1,13.0
"Fletcher, Dustin",-,-,1,-,3,3,1,-,,1,,1,-,1,1,-,,-,-,-,1,,-,-,1,14.0
"Forster-Knight, Robert",,,,-,-,,,,-,-,1,,,,,,-,1,-,-,,,,,,2.0
"Hardwick, Damien",,,2,-,1,1,3,-,-,1,-,,1,,1,2,2,1,1,1,-,1,-,-,1,19.0
"Heffernan, Chris",,,,,,,,,,1,-,-,-,3,-,1,1,-,-,1,-,2,-,1,-,10.0
"Henneman, Aaron",1,-,1,-,-,2,1,-,-,-,-,-,-,1,-,-,-,,1,,-,,,,,7.0
"Hille, David",,,,,,,,1,,-,1,1,-,,,,,,-,,,,,,,3.0
"Hird, James",1,-,1,4,-,1,3,-,-,2,-,-,-,,,-,1,1,,-,1,-,1,1,1,18.0
"Jacobs, Danny",1,1,-,,-,-,-,-,-,-,2,-,,1,-,1,-,-,-,-,-,-,-,1,-,7.0
"Johnson, Jason",3,2,3,3,4,1,-,2,2,-,1,2,4,,1,1,2,-,1,2,2,1,-,4,2,43.0
"Johnson, Mark",2,-,1,1,2,2,1,-,-,-,-,1,-,1,4,-,-,,,1,1,3,1,-,1,22.0
"Lalich, Judd",,,,,,,,,,,-,-,,1,-,-,,,1,,,,,,,2.0
"Lloyd, Matthew",2,1,2,,2,-,2,1,1,1,1,1,2,2,1,1,-,2,,,1,-,-,,1,24.0
"Long, Michael",,2,1,2,-,,,,,,,,,,,,,,,,,-,-,-,,5.0
"Lucas, Scott",1,1,-,-,1,1,3,2,1,-,2,1,-,2,-,-,2,1,1,2,1,-,1,1,2,26.0
"McAlister, Daniel",,,,1,,,,,,,,,,,,,,,,,,,,,,1.0
"McGrath, Cory",,,,,,,,,-,-,-,-,-,-,1,1,1,-,-,-,-,,,,,3.0
"McVeigh, Mark",-,2,3,1,-,1,-,-,1,3,1,1,1,-,,,2,-,-,-,1,-,2,1,-,20.0
"Mercuri, Mark",-,1,2,5,1,2,1,,,,,,-,1,1,1,-,-,2,1,-,1,1,-,1,21.0
"Misiti, Joe",3,1,2,,,,,,,,,,1,1,-,-,-,2,-,3,-,1,-,-,2,16.0
"Moorcroft, Gary",1,1,-,,,1,-,1,-,,,-,-,2,-,-,-,-,1,,,,,,-,7.0
"Peverill, Damien",,,,2,-,-,1,2,-,1,1,-,,,,,,,,,,,,,,7.0
"Ramanauskas, Adam",-,1,-,1,1,-,-,1,-,-,1,2,1,-,1,1,1,1,1,1,-,-,2,2,1,19.0
"Rioli, Dean",-,1,,,,-,2,2,1,1,-,1,-,-,,,,,,-,-,-,3,3,1,15.0
"Robran, Jonathon",,,,,,,,,1,-,-,,,,,,,,,,,1,,,,2.0
"Solomon, Dean",1,2,2,3,1,1,-,1,-,2,-,1,-,2,2,1,-,3,,1,2,-,1,1,1,28.0
"Wallis, Dean",,,,2,,,,,,,,,,,,,,,,,,,,,,2.0
"Wellman, Sean",3,-,2,-,1,-,1,-,1,1,-,-,1,3,,,-,1,-,1,-,3,-,1,-,19.0
Totals,23,19,26,29,22,18,25,16,10,16,14,13,13,25,16,11,16,18,11,18,16,17,14,23,22,451.0
Opponent,KA,PA,CA,SY,CW,WC,RI,ME,HW,BL,SK,AD,FR,WB,GE,KA,PA,CA,SY,CW,WC,RI,RI,HW,BL,
