Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Anthony, John",-,,,,,,,,,,,,,,,-,-,,,,,,,,,
"Besanko, Neil",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Breen, Barry",3,1,3,5,2,3,1,1,-,1,2,1,2,-,,,,-,3,1,2,4,2,-,1,38.0
"Colling, Gary",-,-,,-,-,-,-,-,-,2,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,6.0
"Corner, Ian",,,,,,,,,,,,,,,,-,-,,-,-,,,,,3,3.0
"Davis, Allan",4,5,5,2,1,3,2,3,5,-,3,3,3,1,2,-,-,-,1,-,3,2,2,2,-,52.0
"Ditterich, Carl",1,,,,3,5,-,1,-,-,1,-,-,-,-,2,2,-,2,1,1,-,2,-,1,22.0
"Elliott, Glenn",-,-,-,-,-,1,-,,-,-,-,-,-,-,,,,,,,,,-,-,-,1.0
"Ellis, David",,-,1,-,-,-,-,-,,,,,,,-,,-,,-,,,,,,,1.0
"Feldmann, Derek",,,,,,,,,,,,,,,-,-,-,,,,,,,,,
"Galt, Rod",-,1,2,-,1,1,-,3,-,1,-,-,,,-,1,1,1,-,1,-,-,3,1,2,19.0
"Grambeau, Shane",,,-,,,,-,,2,,4,1,1,,1,1,2,2,,-,-,-,-,-,-,14.0
"Judson, Wayne",-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,
"Lanyon, Mike",,,-,,,,,-,-,,,2,1,1,,,,,,,,,,,,4.0
"Lawrence, Barry",-,-,,-,-,-,-,-,-,1,-,,-,-,,,,,,,,6,2,,2,11.0
"Malthouse, Mick",,,,,,,,,,,,,,,-,,-,-,,-,-,-,-,-,-,
"Manzie, John",2,-,1,-,-,-,-,-,-,-,1,1,-,-,2,1,-,-,1,4,-,2,-,-,1,16.0
"McIntosh, John",-,-,1,-,,,,,,,,,,,,,,,,,,,,,,1.0
"Moran, Jeff",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,,-,-,-,-,-,,-,-,2.0
"Murray, Bob",,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Mynott, Brian",1,-,-,-,-,-,1,-,,1,-,-,-,-,,,,-,-,-,-,-,-,2,-,5.0
"Neale, Kevin",,1,,,,-,,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,1.0
"ODea, Jim",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,,,,,,,,,,
"Payze, Travis",-,-,-,-,-,3,1,-,1,-,-,,-,-,,-,1,-,-,-,-,-,-,-,-,6.0
"Rae, Stephen",-,,1,-,-,,,-,-,2,,1,,-,-,3,3,1,1,-,-,,,,,12.0
"Scott, Graham",,,3,,,,,,,-,2,2,2,-,,3,-,-,-,2,-,,,,,14.0
"Smith, Ross",1,1,-,-,1,1,-,-,-,1,1,,-,-,1,1,1,1,-,2,2,-,2,-,,16.0
"Stephens, John",5,2,5,5,-,4,4,2,1,1,2,-,3,2,1,,,3,1,,2,3,4,2,1,53.0
"Theodore, Stephen",2,1,,-,1,1,1,-,,,-,1,,,1,-,1,3,1,-,1,1,-,2,2,19.0
"Trott, Stuart",1,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-,1,-,2,-,-,1,1,-,9.0
Totals,20,12,22,12,9,24,10,10,9,11,17,12,13,4,9,14,11,12,10,13,11,18,18,11,13,325.0
Opponent,NM,FI,FO,CW,SM,RI,ES,CA,ME,GE,HW,NM,FI,CW,FO,SM,RI,ES,CA,ME,GE,HW,ES,CW,CA,
