Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,GF,Tot
"Bontempelli, Marcus",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bruce, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,
"Butler, Louis",,,,,,,,,,,On,,,,,,,,,,,,,,,,1/0
"Cavarra, Ben",,,,,On,,,,,,,,,,,,,,,,,,,,,,1/0
"Cordy, Zaine",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,
"Crozier, Hayden",,,,,-,-,-,-,On,-,-,-,-,,,,-,,,,,,,,,,1/0
"Dale, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Daniel, Caleb",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Dunkley, Josh",-,-,-,-,-,-,,,,,,,,,,,-,,-,-,-,-,-,-,-,-,
"Duryea, Taylor",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"English, Tim",-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Garcia, Riley",,,,,,,,,,,Off,,,-,-,-,-,-,-,-,-,,,,,,0/1
"Gardner, Ryan",-,-,Off,,,,,,,,,-,-,Off,,,,,,,,,-,-,-,,0/2
"Hannan, Mitch",,,,,,,-,-,-,-,,-,-,-,-,-,,-,-,,-,-,-,-,-,-,
"Hunter, Lachie",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Johannisen, Jason",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,On,-,-,1/0
"Jong, Lin",,,,,,Off,,,,,,,,,,,,,,,,,,,,,0/1
"Keath, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Off,,,-,-,-,-,,-,0/1
"Khamis, Buku",,,,,,,,-,,,,,,,,,,,,,,,,,,,
"Liberatore, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
"Lipinski, Patrick",-,-,On,-,-,,-,-,-,,-,,,,On,,,,-,,,,,,,,2/0
"Macrae, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Martin, Stefan",-,-,-,-,,-,-,,,,,Off,,,,,,,,,,,,,-,-,0/1
"McLean, Toby",,,,,,,,,,,,,-,-,-,,,,,,,,,,,,
"McNeil, Lachlan",-,-,-,-,-,On,-,-,-,-,-,,,,,-,-,,,,,,,,,,1/0
"Naughton, Aaron",-,-,-,-,-,-,-,-,-,-,-,-,Off,-,Off,,-,-,-,-,-,-,-,-,-,-,0/2
"Richards, Ed",,,,,,,,,,,,,,-,,-,-,-,,-,,,,,,,
"Schache, Josh",,,,,,,-,,,,,,,,,,,-,-,-,,-,-,-,-,-,
"Scott, Anthony",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,On,-,-,-,,,,On,,2/0
"Smith, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Smith, Roarke",,,,,,,,,-,-,-,-,-,,,,-,-,-,-,,-,-,-,-,-,
"Sweet, Jordon",,,,,-,,,-,-,-,-,,,,,,,,,,,,,,,,
"Treloar, Adam",-,-,-,-,-,-,-,-,-,Off,,,,,,,,,,-,-,-,-,-,-,-,0/1
"Ugle-Hagan, Jamarra",,,,,,,,,,,,,,,,-,-,-,-,-,,,,,,,
"Vandermeer, Laitham",-,-,-,-,,-,,,,,,,,,,,,,,,-,-,-,-,Off,-,0/1
"Wallis, Mitch",-,-,,,,,,,,,,,On,On,-,-,,,,,,,,,,,2/0
"Weightman, Cody",,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,Off,,-,0/1
"West, Rhylee",-,,,,,,-,-,,,,On,,,,,,,,,,,,,,,1/0
"Williams, Bailey",-,-,-,-,Off,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0/1
"Wood, Easton",,,-,-,-,-,-,-,Off,,,,,,,,,,-,-,-,-,-,-,-,-,0/1
"Young, Lewis",,,,-,-,,,,,On,,,,,-,-,,,,,-,-,-,-,,,1/0
Totals,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opponent,CW,WC,NM,BL,GC,GW,RI,CA,PA,SK,ME,FR,GE,WC,NM,SY,GC,ME,AD,ES,HW,PA,ES,BL,PA,ME,
