Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,GF,Tot
"Aldag, Bill",,,,,,,,,,,,,,,,,-,-,,,-,
"Andrew, Bruce",-,-,,,-,-,,,,,-,,-,-,-,-,,,-,,-,
"Barr, Elvin",,,-,-,-,,2,,,,,,,,,-,-,,1,,,3.0
"Beveridge, Jack",1,-,-,,,,,,,,,,1,1,-,-,-,-,-,-,1,4.0
"Bird, Leo",,-,4,1,,,-,-,-,-,-,-,-,1,1,2,,-,,1,,10.0
"Bowyer, Percy",-,-,-,-,-,-,,-,-,-,-,-,-,-,,,-,-,-,-,-,
"Chesswas, Harry",-,-,-,-,,,,-,1,3,-,1,-,-,-,-,-,-,-,-,-,5.0
"Clayden, George",-,4,-,2,-,-,-,-,1,-,-,1,-,-,1,-,1,-,-,-,-,10.0
"Collier, Albert",-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Collier, Harry",-,1,1,1,-,1,2,3,3,1,3,1,-,5,3,4,3,3,3,-,1,39.0
"Coventry, Gordon",3,5,7,2,4,6,3,5,9,4,7,17,7,5,6,6,6,3,3,3,7,118.0
"Coventry, Syd",-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,2.0
"Dibbs, Charlie",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,-,-,-,
"Edmonds, Horrie",2,-,,,2,3,2,7,1,2,2,2,6,2,1,2,1,2,1,,1,39.0
"Everett, Bert",,,,,,-,-,-,,-,,,,,,,,,,,,
"Froude, Fred",,,,,2,1,2,,,,,,,,,-,1,,,-,1,7.0
"George, Jack",,,,,,,-,-,-,,,,,,,,,,,,,
"Gibbs, George",2,-,-,-,-,,,-,-,-,-,-,,,,,,,,1,,3.0
"Kelly, Frank",,,,,,-,-,-,-,-,-,-,-,-,-,,,-,,-,,
"Lauder, Albert",-,-,-,-,,-,,,,,,-,-,-,-,-,,,-,-,-,
"Libbis, Billy",1,-,1,-,-,2,1,-,-,3,1,3,,-,3,1,-,3,4,-,-,23.0
"MacLeod, Norm",-,-,-,-,-,-,-,,-,-,-,-,,,-,-,-,-,-,,,
"Makeham, Bob",-,-,-,-,-,1,-,2,-,-,-,-,1,1,-,-,-,2,1,1,2,11.0
"Murphy, Frank",-,,,1,1,1,1,2,2,2,-,-,1,-,-,1,2,2,1,3,-,20.0
"Murphy, Len",1,,-,2,-,-,1,3,2,1,1,-,-,-,2,-,2,1,-,-,1,17.0
"Regan, Jack",,,-,-,-,,,-,,,,,,,,,,,,,,
"Ross, Bob",-,1,3,1,,,,,,,,,1,,,,,,,,,6.0
"Rumney, Harold",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,10,11,16,10,9,15,14,22,19,16,14,25,18,15,17,16,16,17,14,9,14,317.0
Opponent,RI,HW,SM,GE,FI,NM,ME,SK,FO,CA,ES,FI,NM,ME,SK,FO,CA,ES,RI,GE,GE,
