Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Barnes, Ken",1,1,,,,,,,,,,,,,,,,-,2.0
"Batch, Kevin",,,,,,,,,,,,-,,,,,,,
"Bethke, Des",2,1,,,,,2,2,-,,,3,,,4,,,,14.0
"Bray, Jeff",5,6,3,5,3,4,3,5,5,2,-,2,6,5,3,-,4,4,65.0
"Cook, Russell",,,,,,,,-,3,4,-,,,,,,,,7.0
"Davey, Geoff",-,,,2,-,,,,-,-,,,,,,,,,2.0
"Davison, Ian",1,,-,,1,2,,,2,3,2,1,,,,,,,12.0
"Dore, Kevin",,,,,,2,4,1,2,-,,,,,,,,,9.0
"Dunn, Albie",1,2,-,2,2,-,-,2,2,4,-,-,-,,,,,,15.0
"Haenen, Tony",,,,,,,,,,,,,,,,,,3,3.0
"Harrison, Paul",5,5,6,3,2,3,,7,8,7,1,,5,2,6,2,5,2,69.0
"Heriot, John",,,,,,,7,1,5,6,1,2,2,7,9,2,5,9,56.0
"John, Graeme",,3,15,1,7,10,6,,,,5,,4,6,12,2,9,4,84.0
"Kingston, Bob",8,,8,9,3,1,2,,,,,2,1,,,,1,-,35.0
"Lambert, Greg",,1,6,1,-,3,,,,,,,,,,1,,,12.0
"Long, John",,,5,2,,,,,,,,,,,,,,,7.0
"Lucev, Ray",7,4,3,1,,5,6,4,5,3,4,1,6,1,2,-,,,52.0
"Magee, Stuart",6,3,4,2,2,3,1,,,3,3,4,4,5,,,-,-,40.0
"Matthews, Herbie",7,7,3,,4,1,3,2,2,2,2,4,5,3,3,3,3,2,56.0
"McAuliffe, Haydn",,,-,1,,,,1,1,,,,,,,1,2,1,7.0
"Orange, Noel",-,2,,,,,,,,-,-,2,-,-,,,2,,6.0
"Papley, Max",4,4,,8,4,7,7,5,3,,5,2,2,5,3,4,7,5,75.0
"Parker, Glen",3,2,,,,4,-,,1,,,,,4,-,,,,14.0
"Parker, Kevin",,,3,1,3,-,,-,,,,,,,1,,,3,11.0
"Pasquill, Clive",,,,,,,4,-,,1,2,,,,,-,,3,10.0
"Pedrotti, Kevin",,,,,,,-,1,,2,1,2,-,5,2,-,4,1,18.0
"Phillips, Ken",,,,,,,,,,,,-,2,1,1,2,8,,14.0
"Priest, Doug",,,,,,,,,,,2,3,2,4,5,2,2,1,21.0
"Rantall, John",3,2,3,2,4,3,5,2,4,-,,,2,6,3,1,,,40.0
"Reilly, Elkin",,,,,,,,,,,,3,1,5,8,-,2,,19.0
"Robertson, Austin",5,9,3,8,2,5,8,8,3,5,1,-,2,3,7,2,5,4,80.0
"Sarich, Eric",,-,6,6,2,2,4,2,2,10,5,8,2,3,3,7,5,3,70.0
"Self, Alan",,,,,,,,,,,,,,,,,-,-,
"Skilton, Bob",6,4,1,4,4,,,,,,8,7,4,4,4,3,3,2,54.0
"Somerville, Trevor",-,,-,,3,,,,,,,,,-,-,,,,3.0
"Sudholz, John",8,1,4,6,6,1,3,4,5,1,,,,,,2,2,,43.0
"Tenabel, Ron",,-,,2,,,,,,,-,,,,,,,,2.0
"Way, Fred",2,5,2,2,2,5,3,2,5,1,3,2,2,-,8,1,3,4,52.0
"Wilson, Eric",,,,,-,-,2,1,4,-,,,,,,,,,7.0
Totals,74,62,75,68,54,61,70,50,62,54,45,48,52,69,84,35,72,51,1086.0
Opponent,FI,GE,HW,ME,SK,RI,NM,CA,CW,FO,ES,FI,GE,HW,ME,SK,RI,NM,
