Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,Tot
"Barrett, Jake",,,,,,,,,,,,,,,,,,,,,,-,
"Bugg, Tomas",-,-,-,-,-,-,2,-,-,-,-,-,,,,,,,-,-,1,1,4.0
"Buntine, Matt",,,,,,-,-,-,-,1,-,-,-,-,-,,-,,,,,,1.0
"Cameron, Jeremy",2,1,3,6,2,-,1,-,-,2,1,2,1,1,4,-,3,2,1,-,3,2,37.0
"Coniglio, Stephen",-,-,-,1,-,-,-,-,-,-,-,,,-,-,-,1,-,,-,1,,3.0
"Corr, Aidan",-,-,-,-,-,,-,,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"Davis, Phil",-,-,-,-,-,-,,-,,-,-,,,,,,-,-,-,,,,
"Downie, Tom",,,,,,,,,,,,,-,-,-,-,-,,,,-,-,
"Greene, Toby",2,1,1,1,-,3,-,-,-,-,-,-,1,-,2,-,1,-,-,-,-,-,12.0
"Griffen, Ryan",1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,,3.0
"Hampton, Curtly",-,,,,,,,,,,,,-,-,-,-,,,,,,,
"Haynes, Nick",-,-,-,-,-,-,1,-,-,,-,-,,-,-,-,,-,-,-,,,1.0
"Hoskin-Elliott, Will",,,,,-,-,1,1,-,1,4,,,,,,-,1,-,-,,,8.0
"Kelly, Josh",2,1,-,1,-,,,1,-,1,-,-,,,1,-,-,1,2,2,-,-,12.0
"Kennedy, Adam",,,,,,-,-,-,-,,,,-,,,,,,,,-,-,
"Lamb, Jed",,,,,,,,,,,,,,,,-,2,,,,,,2.0
"Lobb, Rory",,,,,,,,,,,,-,1,1,-,-,-,1,-,-,,,3.0
"Marchbank, Caleb",,,,,,,,,,,,-,-,,,,,,,-,-,-,
"McCarthy, Cam",1,-,2,2,-,-,2,1,-,-,1,-,1,1,1,,,-,-,-,-,2,14.0
"Mumford, Shane",1,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,,,3.0
"Palmer, Rhys",2,-,1,1,,,,,,,,1,-,4,-,-,,-,3,2,2,-,16.0
"Patfull, Joel",-,-,-,1,-,-,-,-,-,1,-,,,,,-,-,-,-,-,,,2.0
"Patton, Jonathon",,,,,,,,,,,,,,,,,,1,1,1,,,3.0
"Phillips, Andrew",,,-,,,,,,,,,,,,,,,-,-,-,,,
"Plowman, Lachie",,,,,,,,,,,,,,,,,,,,,-,-,
"Scully, Tom",-,1,-,1,-,1,-,-,-,1,-,,-,3,-,1,-,-,,,,,8.0
"Shaw, Heath",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2.0
"Shiel, Dylan",-,-,-,2,2,-,3,1,-,-,-,-,1,-,,,,,,,,,9.0
"Smith, Devon",1,-,2,1,2,1,1,2,-,3,1,2,-,-,-,2,,-,1,,-,1,20.0
"Steele, Jack",,,,,,,,,,,,1,-,-,-,-,-,,1,,,,2.0
"Stewart, James",,,,1,1,1,3,3,-,-,1,1,-,,,,-,,,,2,1,14.0
"Tomlinson, Adam",-,-,,,,,,,,,,,,-,-,2,-,,,,-,1,3.0
"Townsend, Jacob",,,,,,,,,,,,,,,,,,,,,,-,
"Treloar, Adam",1,-,-,1,1,-,1,1,-,1,1,-,-,-,1,-,-,1,,1,-,1,11.0
"Ward, Callan",-,1,1,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,1,-,1,-,7.0
"Whitfield, Lachie",-,1,2,-,-,-,1,,1,-,-,-,1,-,1,-,-,-,-,-,-,-,7.0
"Williams, Zac",,,,,,1,1,-,,,,-,1,-,-,-,,,-,-,-,-,3.0
"Wilson, Nathan",,-,-,-,-,,,,,1,-,-,,,,,-,-,-,-,1,-,2.0
Totals,13,7,12,19,9,9,18,10,1,12,9,7,7,11,12,5,7,7,10,7,11,9,212.0
Opponent,SK,ME,SY,GC,WC,HW,CA,AD,WB,BL,CW,NM,RI,SK,GC,GE,FR,ES,PA,SY,CA,ME,
