Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,Tot
"Atkins, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bews, Jed",-,-,-,Off,,,-,-,-,-,-,-,-,-,-,0/1
"Blicavs, Mark",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bowes, Jack",,-,-,-,-,-,Off,,,,,,On,On,On,3/1
"Bruhn, Tanner",-,-,-,,,,On,-,-,-,-,-,Off,-,-,1/1
"Cameron, Jeremy",-,-,-,-,-,-,-,-,-,-,-,-,-,Off,,0/1
"Ceglar, Jonathon",,,-,,,,,-,-,-,-,Off,,,,0/1
"Clark, Jhye",,,,,,,,,On,,,,,,,1/0
"Close, Brad",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"Dangerfield, Patrick",-,-,-,-,-,-,-,Off,,,,,-,,-,0/1
"De Koning, Sam",-,-,Off,,-,-,-,,,,-,-,-,-,-,0/1
"Dempsey, Oliver",,,,,,,,On,Off,On,,,,,,2/1
"Duncan, Mitch",,,,-,-,-,-,-,-,,,,-,-,-,
"Guthrie, Cameron",-,-,-,-,-,Off,,,,,,,,,,0/1
"Guthrie, Zach",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hawkins, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Henry, Jack",,,,,,,,,,-,-,-,-,-,-,
"Henry, Oliver",-,-,-,On,-,-,-,-,-,,-,-,-,-,-,1/0
"Holmes, Max",-,-,-,-,-,-,-,-,-,-,,,-,-,-,
"Knevitt, Mitch",,,,,,On,-,-,-,-,On,-,,,,2/0
"Kolodjashnij, Jake",,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Miers, Gryan",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mullin, Oisin",,,,,,,,,,,-,-,,,,
"OConnor, Mark",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Parfitt, Brandan",On,,,,On,,,,-,-,-,,,,,2/0
"Ratugolea, Esava",-,-,-,-,-,-,-,-,-,-,Off,,,,Off,0/2
"Rohan, Gary",-,-,On,-,,-,-,,,,,-,-,-,-,1/0
"Simpson, Sam",,,,,,-,-,-,-,Off,,On,,,,1/1
"Smith, Isaac",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Stanley, Rhys",-,Off,,-,-,,,,,,,,,-,-,0/1
"Stengle, Tyson",-,-,-,-,Off,,,,,-,-,-,-,-,-,0/1
"Stewart, Tom",Off,,-,-,-,-,-,-,-,-,-,-,-,-,-,0/1
"Tuohy, Zach",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,
"Whyte, Cooper",,On,,,,,,,,,,,,,,1/0
Totals,,,,,,,,,,,,,,,,
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,ME,SY,
