Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,EF,Tot
"Ah Chee, Brendon",2,-,1,-,-,-,1,,-,-,-,2,1,-,-,,-,-,7.0
"Ainsworth, Brayden",,,,,,-,-,-,-,,-,,,,-,-,-,1,1.0
"Allen, Oscar",,-,-,,1,-,-,1,1,1,-,-,,-,-,-,-,-,4.0
"Barrass, Tom",-,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,3.0
"Brander, Jarrod",-,-,-,-,,,,,,,-,2,-,,,1,,,3.0
"Brayshaw, Hamish",,,,,,,,,,,,,,,,-,,,
"Cameron, Jarrod",,,,,,-,-,1,-,-,,,,,,,,,1.0
"Cole, Tom",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Cripps, Jamie",3,-,1,1,-,1,-,1,1,-,-,1,-,,,,,2,11.0
"Darling, Jack",-,-,1,-,-,1,-,1,-,3,3,-,-,2,1,2,-,1,15.0
"Duggan, Liam",-,-,-,-,-,-,-,-,-,-,,-,-,-,1,1,-,-,2.0
"Edwards, Harry",,,,,,,,,-,,,,,,,,,,
"Foley, Luke",,,,,,,,,,,,,,,,,-,,
"Gaff, Andrew",-,-,-,1,1,-,-,-,1,1,-,-,2,-,1,1,-,1,9.0
"Hickey, Tom",-,,,-,,,,,,,,,,,-,,,,
"Hurn, Shannon",-,1,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,1.0
"Hutchings, Mark",,,,,,,,,,,,,-,-,-,,,,
"Jetta, Lewis",-,-,-,-,,,,,,,,,,-,-,,,,
"Jones, Jamaine",,,,-,-,,,,,,,,,,,,,,
"Kelly, Tim",-,-,1,1,-,1,-,3,2,1,-,1,1,2,1,2,-,2,18.0
"Kennedy, Josh",-,1,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,1.0
"McGovern, Jeremy",-,-,,,-,-,-,,,,-,-,-,-,-,-,,-,
"Naitanui, Nic",2,-,1,-,-,-,-,-,1,-,1,-,-,1,,-,-,1,7.0
"Nelson, Jackson",-,-,,,-,1,-,-,-,-,1,-,,-,-,-,-,-,2.0
"ONeill, Xavier",,,,,,,,,,,,-,1,-,1,-,,,2.0
"Petruccelle, Jack",-,-,-,,,,,,,,,,,,,-,-,-,
"Redden, Jack",-,-,-,-,-,-,-,-,,1,-,,,-,-,,,-,1.0
"Reid, Nic",,,,,,,,,,,1,-,-,,,,,,1.0
"Rotham, Josh",,,-,,,,,-,,-,-,-,-,-,-,-,-,,
"Ryan, Liam",1,-,-,-,2,1,1,-,-,-,-,-,-,-,2,-,1,2,10.0
"Schofield, Will",,,-,-,,,,,,,,,,,,-,-,,
"Sheed, Dom",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,2.0
"Sheppard, Brad",-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,2.0
"Shuey, Luke",-,-,-,-,1,,,2,2,-,-,-,-,1,,,,-,6.0
"Waterman, Jake",,,,,1,-,1,-,-,1,,,,,-,-,-,-,3.0
"Williams, Bailey",,,,,,,,,,,,,-,-,,,-,,
"Yeo, Elliot",-,1,-,-,-,1,-,-,-,-,,,,,,,,,2.0
Totals,9,4,5,3,6,6,4,10,8,8,6,6,6,8,7,7,1,10,114.0
Opponent,ME,GC,BL,PA,SY,AD,FR,CW,GE,CA,HW,GW,RI,ES,WB,SK,NM,CW,
