Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,EF,Tot
"Ah Chee, Brendon",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,
"Ainsworth, Brayden",,,,,,-,-,-,-,,-,,,,-,-,-,-,
"Allen, Oscar",,-,-,,2,-,-,1,-,-,-,-,,-,-,-,2,-,5.0
"Barrass, Tom",-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,3.0
"Brander, Jarrod",-,-,-,-,,,,,,,-,-,-,,,-,,,
"Brayshaw, Hamish",,,,,,,,,,,,,,,,-,,,
"Cameron, Jarrod",,,,,,-,-,-,-,-,,,,,,,,,
"Cole, Tom",,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Cripps, Jamie",-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,
"Darling, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Duggan, Liam",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Edwards, Harry",,,,,,,,,-,,,,,,,,,,
"Foley, Luke",,,,,,,,,,,,,,,,,-,,
"Gaff, Andrew",2,-,1,-,-,-,1,-,-,-,2,1,-,-,-,1,-,-,8.0
"Hickey, Tom",-,,,-,,,,,,,,,,,-,,,,
"Hurn, Shannon",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Hutchings, Mark",,,,,,,,,,,,,-,-,-,,,,
"Jetta, Lewis",-,-,-,-,,,,,,,,,,-,-,,,,
"Jones, Jamaine",,,,-,-,,,,,,,,,,,,,,
"Kelly, Tim",-,-,-,-,-,3,-,2,-,2,-,-,-,1,-,3,-,-,11.0
"Kennedy, Josh",-,-,-,-,-,-,3,3,-,-,-,-,-,,-,-,-,-,6.0
"McGovern, Jeremy",-,-,,,-,-,-,,,,-,2,-,-,-,-,,-,2.0
"Naitanui, Nic",-,-,-,-,1,-,-,-,2,-,-,-,-,-,,2,-,-,5.0
"Nelson, Jackson",-,-,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,
"ONeill, Xavier",,,,,,,,,,,,-,-,-,-,-,,,
"Petruccelle, Jack",-,-,-,,,,,,,,,,,,,-,-,-,
"Redden, Jack",-,-,-,-,-,-,-,-,,-,-,,,-,-,,,-,
"Reid, Nic",,,,,,,,,,,-,-,-,,,,,,
"Rotham, Josh",,,-,,,,,-,,-,-,-,-,-,-,-,-,,
"Ryan, Liam",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Schofield, Will",,,-,-,,,,,,,,,,,,-,-,,
"Sheed, Dom",3,-,-,-,-,2,-,-,3,-,-,-,-,-,-,,3,-,11.0
"Sheppard, Brad",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shuey, Luke",-,1,-,-,-,,,-,-,-,3,-,2,-,,,,-,6.0
"Waterman, Jake",,,,,-,-,-,-,-,-,,,,,-,-,-,-,
"Williams, Bailey",,,,,,,,,,,,,-,-,,,-,,
"Yeo, Elliot",-,-,-,-,3,-,2,-,-,3,,,,,,,,,8.0
Totals,5,1,1,0,6,5,6,6,5,5,6,3,2,4,0,6,5,0,66.0
Opponent,ME,GC,BL,PA,SY,AD,FR,CW,GE,CA,HW,GW,RI,ES,WB,SK,NM,CW,
