Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Banik, Anthony",,,,,-,,,,,,,,,,,,,,,,
"Bond, Chris",,,,2,1,2,1,3,4,,2,4,3,3,,,,,,,25.0
"Bower, Nathan",1,,,,-,3,-,,,2,3,2,1,4,1,,,,1,,18.0
"Breman, Todd",,-,1,,,,,,,,,,2,,,-,-,-,,,3.0
"Bulluss, Paul",-,-,-,-,-,-,1,-,-,1,-,-,1,1,-,-,,-,1,-,5.0
"Campbell, Wayne",-,2,1,2,5,3,2,1,-,3,1,-,1,2,2,-,3,2,1,3,34.0
"Daffy, Nick",,,,,,,,,,-,,-,3,-,1,,,,,,4.0
"Dennis, Simon",,,,,,,,,,,,,,,,,3,1,,,4.0
"Eishold, Simon",2,-,,,,,,,,,,,,,,1,-,,,-,3.0
"Esler, Ty",,,,,,,,,,,,1,-,1,-,-,2,-,,-,4.0
"Fox, Brad",,,,,,,,,,,,,,,,1,1,3,2,,7.0
"Free, Tony",3,3,2,1,2,2,1,1,-,3,3,1,1,4,1,3,1,2,1,3,38.0
"Gale, Brendon",,,-,1,1,-,2,-,1,1,-,1,,,-,-,-,-,2,1,10.0
"Herman, Ian",1,,,,,,,-,1,-,1,,,,,,,,,,3.0
"Hernaman, Wayne",-,1,-,1,1,3,1,-,-,4,1,,,,2,-,-,1,3,1,19.0
"Hogg, Jeff",,-,-,-,1,1,-,2,2,-,-,1,-,1,-,-,1,-,-,1,10.0
"Howat, John",1,-,1,-,1,1,-,-,1,-,3,,-,-,-,1,-,1,1,1,12.0
"Jackson, Stevan",,-,,-,,,,,,,,,,,,,,,,,
"Kellaway, Duncan",,,,,,1,4,3,2,2,3,3,3,3,-,,,,,,24.0
"Knights, Matthew",4,7,1,1,4,3,1,2,3,2,-,3,1,1,4,1,2,1,2,1,44.0
"Lambert, Craig",6,2,3,1,5,4,-,2,3,4,-,-,2,3,3,-,1,1,1,2,43.0
"Lennon, Bruce",,,,,,,,-,2,2,-,-,,,,1,1,3,1,1,11.0
"Leys, Brian",,3,1,-,1,-,-,-,2,-,1,1,2,2,1,,,,,,14.0
"Livingstone, Tim",,,,,,,,,,,,,,5,1,2,4,1,-,,13.0
"Maxfield, Stuart",3,2,2,2,2,-,2,2,4,,1,2,4,2,2,1,,,2,,33.0
"McQueen, Mark",-,1,-,1,-,,,,,,,-,3,1,,,,,,,6.0
"Menegola, Todd",2,1,2,-,,2,2,-,,,,,,-,-,,,,,,9.0
"Naish, Chris",2,2,-,-,3,2,2,-,4,4,1,1,-,,,,2,-,,1,24.0
"Pitura, Mark",1,,,,1,,,,,,,,,,,,,,,,2.0
"Prescott, Ashley",,,,,,,,,,,,,,,,,,,2,3,5.0
"Richardson, Matthew",,,,,,2,1,1,-,-,-,-,-,-,-,,-,-,1,-,5.0
"Ryan, Stephen",,,,,,,,,,,,-,1,,,,,,,,1.0
"Schaefer, Robert",-,-,-,-,,2,-,-,-,-,-,,-,,,,,,,,2.0
"Scott, Allister",2,1,3,,,,,,,,,,,,,,,,,2,8.0
"Slater, Adam",-,,,,,,,,,,,,,,,,,,,,
"Smith, Craig",,,,1,2,2,-,,,,,,,,,,,,,,5.0
"Steele, Stuart",,,,,,,,1,-,,,,,,,,,,,,1.0
"Thiessen, James",,,,,,,,,,,,,,1,1,1,-,-,-,1,4.0
"Turner, Scott",1,1,-,-,1,1,-,,,,,,,2,1,2,-,1,-,2,12.0
"Weightman, Dale",,,1,-,-,,,,,3,1,-,,,,1,,,1,2,9.0
"Young, Barry",-,1,1,,,,,,2,1,,,,,,1,2,3,1,3,15.0
Totals,29,27,19,13,31,34,20,18,31,32,21,20,28,36,20,16,23,20,23,28,489.0
Opponent,AD,BB,WC,NM,ME,SK,GE,HW,SY,FI,ES,CW,FO,AD,BB,WC,CA,NM,ME,SK,
