Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Banik, Anthony",,,,,1,,,,,,,,,,,,,,,,1.0
"Bond, Chris",,,,-,1,-,1,1,1,,-,-,-,-,,,,,,,4.0
"Bower, Nathan",-,,,,-,-,-,,,2,-,1,1,-,1,,,,-,,5.0
"Breman, Todd",,-,-,,,,,,,,,,3,,,-,-,3,,,6.0
"Bulluss, Paul",-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,1,-,-,3.0
"Campbell, Wayne",2,1,-,1,-,-,2,-,2,3,1,-,-,-,1,2,-,1,-,-,16.0
"Daffy, Nick",,,,,,,,,,-,,-,-,-,-,,,,,,
"Dennis, Simon",,,,,,,,,,,,,,,,,-,-,,,
"Eishold, Simon",-,1,,,,,,,,,,,,,,1,-,,,-,2.0
"Esler, Ty",,,,,,,,,,,,1,-,-,-,-,-,-,,-,1.0
"Fox, Brad",,,,,,,,,,,,,,,,-,-,1,-,,1.0
"Free, Tony",-,1,-,-,3,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,6.0
"Gale, Brendon",,,1,1,1,2,5,-,2,-,1,-,,,3,3,1,1,-,-,21.0
"Herman, Ian",1,,,,,,,-,1,-,-,,,,,,,,,,2.0
"Hernaman, Wayne",-,-,1,1,-,-,-,-,-,-,-,,,,1,1,-,-,-,-,4.0
"Hogg, Jeff",,3,3,6,1,2,5,-,2,1,3,2,1,2,1,1,-,-,-,-,33.0
"Howat, John",-,-,1,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1.0
"Jackson, Stevan",,1,,-,,,,,,,,,,,,,,,,,1.0
"Kellaway, Duncan",,,,,,1,-,-,-,-,-,-,-,-,-,,,,,,1.0
"Knights, Matthew",1,1,-,-,1,2,-,-,-,-,2,1,1,1,-,2,-,1,1,1,15.0
"Lambert, Craig",-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,-,-,-,5.0
"Lennon, Bruce",,,,,,,,-,-,-,-,-,,,,-,-,-,-,1,1.0
"Leys, Brian",,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,,,,1.0
"Livingstone, Tim",,,,,,,,,,,,,,-,-,-,-,1,-,,1.0
"Maxfield, Stuart",1,-,1,1,-,2,1,2,2,,2,-,2,1,2,-,,,-,,17.0
"McQueen, Mark",1,-,1,-,1,,,,,,,2,-,-,,,,,,,5.0
"Menegola, Todd",-,-,-,-,,3,-,-,,,,,,-,-,,,,,,3.0
"Naish, Chris",3,2,1,3,-,4,1,-,1,1,2,2,-,,,,1,-,,2,23.0
"Pitura, Mark",-,,,,1,,,,,,,,,,,,,,,,1.0
"Prescott, Ashley",,,,,,,,,,,,,,,,,,,-,-,
"Richardson, Matthew",,,,,,2,2,1,3,2,1,1,1,1,-,,3,4,2,1,24.0
"Ryan, Stephen",,,,,,,,,,,,-,1,,,,,,,,1.0
"Schaefer, Robert",1,-,-,-,,-,2,-,1,-,1,,-,,,,,,,,5.0
"Scott, Allister",-,-,-,,,,,,,,,,,,,,,,,-,
"Slater, Adam",-,,,,,,,,,,,,,,,,,,,,
"Smith, Craig",,,,1,1,-,-,,,,,,,,,,,,,,2.0
"Steele, Stuart",,,,,,,,-,-,,,,,,,,,,,,
"Thiessen, James",,,,,,,,,,,,,,-,3,-,-,2,1,2,8.0
"Turner, Scott",-,2,-,-,-,-,-,,,,,,,-,-,-,1,-,-,-,3.0
"Weightman, Dale",,,-,2,-,,,,,-,1,1,,,,3,,,-,-,7.0
"Young, Barry",-,-,-,,,,,,-,-,,,,,,-,-,-,-,-,
Totals,10,13,9,17,11,18,21,5,15,9,14,11,10,6,12,14,8,16,4,7,230.0
Opponent,AD,BB,WC,NM,ME,SK,GE,HW,SY,FI,ES,CW,FO,AD,BB,WC,CA,NM,ME,SK,
