Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,Tot
"Aliir, Aliir",,,,-,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,1.0
"Cameron, Darcy",,,,,,,,,,,,,,,,,-,,,,,,,
"Cunningham, Harry",1,-,-,1,-,1,-,-,-,-,-,2,-,-,2,1,1,-,1,1,-,-,-,11.0
"Dawson, Jordan",,,,,,,,,,,,,,,,,,-,1,-,,-,,1.0
"Florent, Oliver",1,-,-,-,-,-,-,2,1,-,1,-,1,-,1,-,-,-,-,-,-,1,-,8.0
"Fox, Robbie",1,-,,,,-,-,,,,,,,,1,1,-,-,,,-,1,,4.0
"Franklin, Lance",1,1,1,1,-,,,,1,1,-,2,1,-,-,2,1,2,2,-,2,,-,18.0
"Grundy, Heath",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,,,-,-,
"Hannebery, Dan",,-,1,-,1,,,,-,1,-,-,-,-,-,,,,,-,-,-,-,3.0
"Hayward, Will",-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,1,-,-,1,-,1,6.0
"Heeney, Isaac",1,1,1,1,1,1,2,-,-,1,-,-,-,-,,-,1,-,-,1,-,1,-,12.0
"Hewett, George",1,1,-,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,8.0
"Jack, Kieren",2,1,2,-,1,2,1,1,-,-,-,,-,-,-,,,,1,-,-,-,1,12.0
"Johnson, Alex",,,,,,,,,,,,,,,,,,,-,-,,,,
"Jones, Zak",-,,,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,,,1,-,-,3.0
"Kennedy, Josh",-,-,-,1,-,-,1,1,2,-,1,1,1,1,-,-,-,-,-,1,1,1,-,12.0
"Lloyd, Jake",-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3.0
"Marsh, Harrison",,,,,1,-,-,,,-,-,-,1,,,-,1,,,,,,,3.0
"McCartin, Tom",,,,,,,,-,-,-,,-,1,-,-,2,-,1,-,2,-,-,-,6.0
"McVeigh, Jarrad",-,2,-,1,-,-,-,-,-,1,-,1,,-,-,,,,-,-,-,-,-,5.0
"Melican, Lewis",1,-,-,,,,,,,,,,,,,,,,,,,,,1.0
"Mills, Callum",-,-,-,-,-,-,1,-,1,,,,,,,,,,,,,,,2.0
"Newman, Nic",-,,,-,,,,,,,1,,,,,1,-,-,-,1,-,-,-,3.0
"ORiordan, Colin",,,,,,,,,,,,,,,,-,-,-,,,,,,
"Papley, Tom",-,-,1,-,-,2,-,1,-,-,,2,1,,,3,-,1,-,-,1,-,-,12.0
"Parker, Luke",2,-,1,-,1,-,1,-,2,-,1,1,1,1,-,1,-,-,-,2,-,,-,14.0
"Rampe, Dane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Reid, Sam",,,-,,,,,,,,,,,,,,,,,,,,,
"Robinson, Dan",,,,,,-,,-,,,,1,,,-,-,,,-,,-,-,-,1.0
"Rohan, Gary",,-,-,,-,-,-,1,1,,1,1,-,-,,,,,,,,,,4.0
"Ronke, Ben",,,,,,-,1,-,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-,5.0
"Rose, James",,,,,,,,,,,,,,1,,,,,,,,,,1.0
"Sinclair, Callum",1,-,-,-,-,-,-,-,1,-,-,2,-,1,-,-,-,1,1,-,2,-,-,9.0
"Smith, Nick",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,
"Stoddart, Ryley",,,,,,,,,,-,-,,,,,,,,,,,,,
"Towers, Dean",1,-,2,1,-,,-,1,,,,,,,-,,,,,,,,,5.0
Totals,13,6,9,7,5,8,8,8,10,5,6,16,9,4,5,11,4,7,6,10,9,5,2,173.0
Opponent,WC,PA,GW,WB,AD,GE,NM,HW,FR,BL,CA,SK,WC,RI,GE,NM,GC,ES,CW,ME,GW,HW,GW,
