Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Alessio, Steven",,,1,-,-,1,1,1,-,-,-,-,,1,-,-,,,,,,,1,-,6.0
"Bannister, Jordan",,,,,-,,,,,,,,,-,-,-,-,,,,,,,,
"Barnard, Paul",1,-,1,-,1,-,2,-,1,1,-,1,2,3,1,-,1,-,3,1,-,1,1,1,22.0
"Blumfield, Justin",-,1,1,-,-,-,3,-,-,-,-,1,-,1,-,-,-,-,2,-,,,-,-,9.0
"Bolton, Mark",1,-,-,,,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2.0
"Bullen, Marcus",,,,,,,,,,,,,,,,,,,,,-,-,,,
"Caracella, Blake",-,2,1,-,-,-,1,-,-,-,1,1,1,2,1,1,-,-,-,-,-,-,1,2,14.0
"Davies, James",,,,,,,,,,,-,,,,,,,,,,,,,,
"Fletcher, Dustin",-,1,-,-,-,-,-,-,-,-,,-,-,,,,,-,-,-,-,1,-,,2.0
"Forster-Knight, Robert",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,-,-,,,,-,
"Hall, Ken",,,,,,,,,,,,-,,,,,,,,,,,,,
"Harvey, Shane",,,,,,1,1,1,2,1,,,,,,,,-,,,,3,,,9.0
"Heffernan, Chris",-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,1,,-,-,4.0
"Henneman, Aaron",1,-,-,-,1,-,,,,,,-,,,,,,,,,,-,,,2.0
"Hille, David",1,1,-,-,1,-,-,3,-,,2,-,1,,-,1,-,-,-,,-,-,,,10.0
"Hird, James",-,-,-,1,-,1,,,,,,,,1,2,-,1,-,1,1,-,1,,-,9.0
"Hunt, Sam",,,,,,,,,,,,,,,,,,,,-,,-,1,,1.0
"Jacobs, Danny",-,-,1,-,1,-,1,1,-,1,-,-,-,-,1,-,-,-,-,-,2,-,1,-,9.0
"Johnson, Jason",3,1,1,-,-,-,2,2,-,-,-,1,-,1,-,1,2,1,-,-,-,-,-,-,15.0
"Johnson, Mark",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Lloyd, Matthew",1,3,2,1,2,-,,,,,,,,2,3,3,2,-,-,1,5,4,-,,29.0
"Lucas, Scott",3,,,,,,-,2,-,1,1,1,1,-,1,-,-,1,-,-,1,1,2,-,15.0
"McAlister, Daniel",,,,,,-,,,,,,-,-,,,,,,,,,,,,
"McGrath, Cory",,,,-,2,-,1,1,,,,,,,,,,,,,,,,-,4.0
"McVeigh, Mark",2,-,-,1,-,1,-,-,2,-,-,-,3,-,-,-,3,-,1,-,-,-,-,-,13.0
"Mercuri, Mark",1,-,1,2,-,,,1,1,2,-,1,-,,,,,,,,,,,,9.0
"Misiti, Joe",-,1,-,1,-,1,-,,,,,,,,,,-,-,2,-,-,-,-,-,5.0
"Moorcroft, Gary",1,-,,,,,,,,-,1,,-,,-,-,-,-,-,3,1,3,-,1,10.0
"Peverill, Damien",-,1,1,1,-,,,,-,-,-,1,-,1,-,1,-,-,1,1,-,-,-,-,8.0
"Ramanauskas, Adam",-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,,-,-,1,2,5.0
"Reynolds, Joel",,,-,-,,,,1,-,3,-,,,-,-,-,,,,,,,,,4.0
"Richards, Ted",,1,,-,,,,,,,,,,,,,,,,,,,,,1.0
"Rioli, Dean",,,,,-,-,1,-,-,,,,-,-,1,-,1,1,,1,-,,-,3,8.0
"Salmon, Paul",,,,,,,-,-,2,-,-,,-,-,,,-,-,-,-,-,1,-,-,3.0
"Wellman, Sean",-,-,-,,,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,1,-,-,-,4.0
"Welsh, Andrew",,,,,,,-,-,-,-,1,1,-,-,-,-,,,-,-,1,,-,-,3.0
Totals,15,12,10,7,8,6,13,14,9,11,6,9,10,13,10,7,10,3,10,8,12,16,8,10,237.0
Opponent,GE,RI,BL,AD,CW,FR,CA,SK,SY,KA,PA,HW,ME,WB,WC,GE,RI,BL,AD,CW,FR,CA,WC,PA,
