Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Albiston, David",1,-,1,,-,,2,,,,,-,,,,,,,4.0
"Arthur, Graham",,,1,1,2,3,1,-,1,1,1,3,2,,,,,1,17.0
"Beck, Ken",4,1,1,3,3,1,,2,2,3,3,,-,3,3,4,2,2,37.0
"Browne, Morton",1,2,1,-,,,,,-,,1,1,-,-,3,1,2,2,14.0
"Burgess, Greg",,,,,,,,,,,,,,,,,-,,
"Butcher, Mike",,,1,-,2,-,2,,,,1,2,-,2,6,-,3,,19.0
"Carroll, Bob",3,-,-,,,,1,,,,,,,,,,,,4.0
"Cooper, Graham",-,,,,,,,,,,,,,,,,,,
"Coverdale, Kevin",3,-,2,3,2,,1,1,1,3,-,,1,2,7,5,3,3,37.0
"Cummings, Percy",,,,,,,,,,,,,-,,2,,,,2.0
"Demaine, Mike",,,,,,,,-,-,,2,1,1,-,4,1,1,-,10.0
"Dickson, Des",5,6,,,,4,2,1,,,2,3,2,4,4,2,2,2,39.0
"Dunshea, John",,-,1,2,-,1,-,3,1,1,-,2,,-,,,,,11.0
"Ferguson, Neil",2,2,-,1,3,,-,,,,-,,,,-,,,,8.0
"Fisher, John",,,,,,,,,,-,1,4,,,,,,,5.0
"Garwood, Phil",,,,3,1,1,1,-,2,,,,,,,,,,8.0
"Gordes, Norm",,,,,,,,,1,1,,1,,,,-,-,-,3.0
"Growcott, Ross",,,,,,,,3,2,1,1,2,-,2,6,1,3,1,22.0
"Hay, Phil",1,-,-,-,-,-,2,-,1,1,,,,1,-,2,-,-,8.0
"Horskins, Bryan",,-,1,-,1,-,,,,,,,2,2,,-,,,6.0
"Joyce, Alan",1,-,1,1,-,,-,1,1,-,2,1,2,-,6,-,-,1,17.0
"Keddie, Bob",,,,-,,1,-,2,1,-,,,,,,,,,4.0
"Law, Ian",1,2,-,4,2,2,2,1,-,1,2,4,-,4,,,,,25.0
"Mares, Daryl",,,,,,,,,,,,-,,,,-,1,1,2.0
"McPherson, Cam",1,-,,,,2,,3,2,1,-,2,1,1,,,,,13.0
"Nalder, Ron",-,1,1,2,2,,,,2,2,1,-,4,3,5,3,2,2,30.0
"OShea, Peter",,,,1,2,-,,,,-,-,-,1,-,1,,,,5.0
"Olsson, Rod",1,1,5,1,1,1,,,,,,,,,,,,,10.0
"Parkin, David",2,1,-,1,-,1,-,1,1,1,,,-,-,4,2,-,1,15.0
"Peck, John",2,2,1,-,2,1,3,4,3,4,5,6,3,-,4,4,3,4,51.0
"Poole, Reg",,,,,,3,-,,,,1,1,,,3,1,4,-,13.0
"Price, John",,,,,,1,1,2,,-,,,,,,,,,4.0
"Roach, Don",-,2,1,2,-,2,-,1,1,3,-,1,1,3,1,2,1,2,23.0
"Smith, Wes",,,-,,,,,-,1,-,-,,,-,2,1,1,1,6.0
"Taylor, Noel",,,,,,,,,,,,,-,,,,,,
"Tickell, John",1,-,1,1,2,1,-,1,,,,,,,,,,,7.0
"Willis, Bob",,,,,,,,,,,,,,,5,-,1,-,6.0
"Wynd, Phil",,,,,,,,,,,,,,,,,,-,
"Young, Garry",-,4,,,,,,,,,,,,,,,,,4.0
"Youren, Colin",2,,,,-,4,3,-,1,-,,2,2,1,4,2,-,1,22.0
Totals,31,24,19,26,25,29,21,26,24,23,23,36,22,28,70,31,29,24,511.0
Opponent,CA,ES,CW,FI,RI,FO,GE,SM,NM,SK,ME,CA,ES,CW,FI,RI,FO,GE,
