Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",1,1,1,2,-,-,,2,2,2,1,2,4,-,-,4,2,2,-,,-,-,1,-,27.0
"Biglands, Rhett",4,2,4,3,1,4,1,3,1,1,1,4,2,1,4,1,3,3,,3,3,2,1,-,52.0
"Bock, Nathan",,,,,,,,,,,,,,,,4,,,8,2,2,7,3,5,31.0
"Bode, Matthew",3,4,3,3,5,3,,-,2,1,3,2,5,2,-,1,3,3,2,-,1,4,3,2,55.0
"Burton, Brett",7,5,4,5,,,1,3,4,4,4,,5,1,2,2,2,1,,,,,,3,53.0
"Clarke, Matthew",-,1,1,-,-,1,-,-,-,,,,,,,-,2,-,2,-,4,2,-,1,14.0
"Doughty, Michael",,4,3,2,3,2,5,3,8,3,5,2,2,2,1,4,2,7,8,1,5,3,4,-,79.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,-,4,1,,5.0
"Edwards, Tyson",4,-,4,,4,8,2,5,,2,6,-,2,1,2,1,4,4,4,1,1,2,3,1,61.0
"Goodwin, Simon",3,11,7,4,10,3,3,3,4,6,4,10,4,12,7,6,5,5,4,10,5,6,4,5,141.0
"Hart, Ben",2,3,1,1,-,-,1,-,,,,,,,,-,1,-,,-,-,,,,9.0
"Hentschel, Trent",1,,-,1,3,3,-,2,-,1,1,2,6,1,-,,-,2,-,3,4,,,,30.0
"Johncock, Graham",-,2,3,2,1,1,2,3,2,1,1,1,1,2,2,2,1,1,-,1,2,4,2,1,38.0
"Knights, Chris",4,-,,1,5,,2,,5,1,4,2,,,,,,,,,2,,,,26.0
"Maric, Ivan",,,,,,-,,,,1,3,1,-,2,-,,,,-,,,,,,7.0
"Massie, Kris",,,2,1,1,2,1,3,2,2,4,6,4,1,2,1,-,1,1,2,,5,2,,43.0
"Mattner, Martin",1,2,,,5,4,3,2,2,1,3,2,1,1,2,4,2,3,1,2,1,2,-,3,47.0
"McGregor, Ken",2,1,1,-,3,3,2,1,2,6,1,4,2,1,4,2,1,1,3,,,,,,40.0
"McLeod, Andrew",6,3,3,3,2,5,3,6,7,2,7,4,6,3,6,7,,,2,3,5,,,3,86.0
"Perrie, Ian",2,2,4,2,,,,,,,,,,,,,,,,,2,3,-,3,18.0
"Porplyzia, Jason",,,,,-,-,2,,,,,,3,,1,,1,3,1,,,5,3,-,19.0
"Reilly, Brent",2,2,5,5,6,4,7,1,3,6,1,3,4,1,3,-,7,6,3,6,2,1,6,5,89.0
"Ricciuto, Mark",4,2,1,4,,,4,2,4,9,1,4,2,6,-,3,-,4,,3,,,,,53.0
"Rutten, Ben",1,-,-,-,3,-,-,1,-,-,-,-,2,1,-,1,-,-,1,1,1,-,1,-,13.0
"Shirley, Robert",2,2,3,-,1,2,1,1,1,4,1,4,-,3,1,1,3,2,3,2,2,3,3,1,46.0
"Skipworth, Hayden",,,1,-,2,,,,1,,,,,3,,,,,,1,,,,,8.0
"Stevens, Scott",,2,,,,,-,2,2,1,3,3,1,2,5,1,1,1,-,2,,1,3,-,30.0
"Thompson, Scott",2,2,1,7,,6,9,3,3,1,2,3,1,1,4,2,3,3,2,1,3,6,6,6,77.0
"Torney, Jason",,,,,,,,,,,,1,1,3,1,2,,,,,,-,4,3,15.0
"Vince, Bernie",3,,,,1,3,,,,,,-,,,,,,,,,,,,,7.0
"Welsh, Scott",,,,,,,,,,,,,,,,,,,2,1,-,5,-,3,11.0
"van Berlo, Nathan",2,3,-,1,2,2,2,1,4,7,3,,,,,,-,5,2,1,6,3,4,2,50.0
Totals,56,54,52,47,58,56,51,47,59,62,59,60,58,50,47,49,43,57,49,46,51,68,54,47,1280.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
