Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",-,-,-,-,-,-,,-,1,-,2,-,-,-,-,-,-,-,-,,-,-,-,-,3.0
"Biglands, Rhett",-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,,-,-,-,-,-,3.0
"Bock, Nathan",,,,,,,,,,,,,,,,-,,,-,-,-,-,-,-,
"Bode, Matthew",-,-,-,-,1,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Burton, Brett",-,-,3,-,,,3,-,-,-,-,,1,-,3,-,-,-,,,,,,-,10.0
"Clarke, Matthew",-,-,-,-,-,-,-,-,-,,,,,,,-,-,-,-,-,-,-,-,-,
"Doughty, Michael",,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,-,-,-,,
"Edwards, Tyson",-,-,-,,-,3,-,1,,-,-,3,-,-,-,-,-,3,1,-,1,-,-,-,12.0
"Goodwin, Simon",-,1,-,-,3,-,-,-,-,-,-,2,-,-,-,3,-,-,-,1,-,-,-,-,10.0
"Hart, Ben",-,-,-,-,-,-,-,-,,,,,,,,-,-,-,,-,-,,,,
"Hentschel, Trent",-,,-,-,-,2,-,-,-,3,-,-,-,-,-,,-,-,-,-,-,,,,5.0
"Johncock, Graham",-,-,-,3,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,3,-,-,9.0
"Knights, Chris",-,-,,-,-,,-,,-,-,-,-,,,,,,,,,-,,,,
"Maric, Ivan",,,,,,-,,,,-,-,-,-,-,-,,,,-,,,,,,
"Massie, Kris",,,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,,2.0
"Mattner, Martin",2,-,,,2,-,-,-,-,-,-,-,3,-,1,-,-,2,-,-,-,1,-,-,11.0
"McGregor, Ken",-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,,,,2.0
"McLeod, Andrew",-,-,-,-,-,-,-,-,3,-,-,-,-,-,2,2,,,-,-,-,,,-,7.0
"Perrie, Ian",-,-,2,-,,,,,,,,,,,,,,,,,-,-,-,-,2.0
"Porplyzia, Jason",,,,,-,-,-,,,,,,-,,-,,-,-,-,,,-,-,-,
"Reilly, Brent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ricciuto, Mark",3,-,-,-,,,1,-,-,1,-,-,-,2,-,1,-,-,,-,,,,,8.0
"Rutten, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shirley, Robert",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Skipworth, Hayden",,,-,-,-,,,,-,,,,,-,,,,,,-,,,,,
"Stevens, Scott",,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Thompson, Scott",-,-,-,2,,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,7.0
"Torney, Jason",,,,,,,,,,,,-,-,-,-,-,,,,,,-,-,-,
"Vince, Bernie",-,,,,-,-,,,,,,-,,,,,,,,,,,,,
"Welsh, Scott",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,
"van Berlo, Nathan",-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,
Totals,5,1,5,5,6,6,6,1,6,6,2,6,6,6,6,6,0,5,1,1,1,6,0,0,93.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
