Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",-,-,-,-,-,-,,-,-,-,-,-,1,-,-,-,-,-,-,,1,-,-,-,2.0
"Biglands, Rhett",13,12,17,16,17,11,20,8,15,22,22,15,15,22,19,7,19,16,,17,9,11,5,3,331.0
"Bock, Nathan",,,,,,,,,,,,,,,,-,,,-,-,-,-,-,-,
"Bode, Matthew",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Burton, Brett",-,-,-,-,,,-,-,-,-,-,,-,1,-,-,-,-,,,,,,-,1.0
"Clarke, Matthew",20,9,32,10,16,18,19,7,13,,,,,,,24,24,16,24,12,16,21,13,19,313.0
"Doughty, Michael",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,-,2,8.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,-,-,-,,
"Edwards, Tyson",-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2.0
"Goodwin, Simon",-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,1,1,6.0
"Hart, Ben",-,-,-,-,-,-,-,1,,,,,,,,-,-,-,,1,-,,,,2.0
"Hentschel, Trent",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,,
"Johncock, Graham",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Knights, Chris",-,-,,-,-,,-,,-,-,-,-,,,,,,,,,-,,,,
"Maric, Ivan",,,,,,5,,,,17,16,9,6,7,10,,,,3,,,,,,73.0
"Massie, Kris",,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,1,,2.0
"Mattner, Martin",-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McGregor, Ken",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,2.0
"McLeod, Andrew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,,,-,
"Perrie, Ian",-,-,-,-,,,,,,,,,,,,,,,,,-,-,-,-,
"Porplyzia, Jason",,,,,-,-,-,,,,,,-,,-,,-,-,-,,,1,-,-,1.0
"Reilly, Brent",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ricciuto, Mark",-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,,,
"Rutten, Ben",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Shirley, Robert",-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,1,1,6.0
"Skipworth, Hayden",,,-,-,-,,,,-,,,,,-,,,,,,-,,,,,
"Stevens, Scott",,-,,,,,-,-,-,-,-,-,-,-,-,1,-,-,-,-,,-,-,-,1.0
"Thompson, Scott",1,-,-,-,,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,5.0
"Torney, Jason",,,,,,,,,,,,-,-,-,-,-,,,,,,-,1,-,1.0
"Vince, Bernie",-,,,,-,-,,,,,,-,,,,,,,,,,,,,
"Welsh, Scott",,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,
"van Berlo, Nathan",1,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,1,-,-,-,-,1,3.0
Totals,35,21,50,26,33,36,39,16,28,40,39,24,22,31,31,32,44,33,30,33,29,34,23,30,759.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
