Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,Tot
"Bassett, Nathan",1,6,1,1,2,3,,-,1,4,1,1,-,-,-,1,1,6,1,,-,1,1,1,33.0
"Biglands, Rhett",1,5,1,1,-,3,2,2,-,1,5,1,3,4,1,-,3,3,,1,8,1,3,-,49.0
"Bock, Nathan",,,,,,,,,,,,,,,,2,,,1,4,2,1,2,4,16.0
"Bode, Matthew",4,4,2,1,-,1,,2,2,2,2,2,4,3,3,1,1,1,1,1,3,3,1,1,45.0
"Burton, Brett",3,8,1,3,,,6,5,1,3,4,,1,2,3,1,1,3,,,,,,4,49.0
"Clarke, Matthew",3,1,1,2,1,-,3,2,-,,,,,,,-,4,3,4,2,5,2,2,1,36.0
"Doughty, Michael",,2,4,-,1,4,1,1,4,1,1,3,2,2,3,1,2,5,3,2,2,3,3,1,51.0
"Douglas, Richard",,,,,,,,,,,,,,,,,,,,,1,-,-,,1.0
"Edwards, Tyson",3,1,4,,3,3,-,-,,1,5,1,2,2,1,1,-,3,3,3,5,1,1,5,48.0
"Goodwin, Simon",3,2,4,3,3,-,4,2,1,2,2,3,1,2,1,2,6,1,2,5,4,4,1,-,58.0
"Hart, Ben",1,2,2,1,1,1,-,1,,,,,,,,1,4,2,,3,3,,,,22.0
"Hentschel, Trent",4,,3,4,1,2,-,-,-,1,2,4,-,2,-,,-,1,-,4,2,,,,30.0
"Johncock, Graham",-,2,2,1,4,3,1,2,4,1,2,3,1,4,2,3,-,-,3,4,3,1,3,2,51.0
"Knights, Chris",4,3,,2,-,,2,,-,1,2,1,,,,,,,,,1,,,,16.0
"Maric, Ivan",,,,,,3,,,,1,-,3,1,-,2,,,,-,,,,,,10.0
"Massie, Kris",,,6,1,1,-,3,2,1,1,3,-,1,1,1,-,1,-,-,2,,2,4,,30.0
"Mattner, Martin",-,2,,,2,2,2,1,1,1,1,2,3,-,4,2,-,4,1,3,1,1,1,3,37.0
"McGregor, Ken",-,3,-,1,5,3,2,3,2,1,1,2,2,2,2,1,1,1,1,,,,,,33.0
"McLeod, Andrew",2,3,3,3,-,2,-,-,1,-,3,1,-,2,1,2,,,5,1,2,,,3,34.0
"Perrie, Ian",3,2,3,3,,,,,,,,,,,,,,,,,1,2,2,3,19.0
"Porplyzia, Jason",,,,,-,1,1,,,,,,-,,2,,-,-,-,,,3,1,3,11.0
"Reilly, Brent",4,4,1,3,4,4,1,3,2,2,2,3,1,2,4,-,4,1,1,3,-,1,-,1,51.0
"Ricciuto, Mark",4,5,-,1,,,1,2,4,3,3,1,1,6,1,4,4,3,,-,,,,,43.0
"Rutten, Ben",-,1,2,1,1,1,3,1,2,-,1,2,-,-,-,1,2,-,3,1,-,2,1,1,26.0
"Shirley, Robert",3,1,3,-,-,1,1,3,-,2,2,2,2,-,-,2,-,-,-,1,2,1,2,3,31.0
"Skipworth, Hayden",,,-,2,-,,,,1,,,,,-,,,,,,1,,,,,4.0
"Stevens, Scott",,-,,,,,-,-,3,-,5,2,2,5,2,1,1,2,2,1,,-,2,-,28.0
"Thompson, Scott",7,3,2,1,,6,6,5,3,2,2,1,-,2,3,3,3,2,2,1,2,6,9,5,76.0
"Torney, Jason",,,,,,,,,,,,-,-,-,2,1,,,,,,2,2,1,8.0
"Vince, Bernie",1,,,,2,4,,,,,,-,,,,,,,,,,,,,7.0
"Welsh, Scott",,,,,,,,,,,,,,,,,,,2,2,-,-,1,2,7.0
"van Berlo, Nathan",-,-,-,-,2,2,2,1,-,-,3,,,,,,2,-,2,2,1,3,1,1,22.0
Totals,51,60,45,35,33,49,41,38,33,30,52,38,27,41,38,30,40,41,37,47,48,40,43,45,982.0
Opponent,CW,WC,ME,FR,WB,PA,KA,RI,CA,ES,BL,SK,GE,SY,HW,KA,WC,CW,FR,WB,PA,ME,FR,WC,
