Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Blight, Malcolm",,1,5,-,2,,2,-,1,2,-,1,2,-,3,1,2,2,1,,1,3,-,29.0
"Bond, Shane",,,,,,-,1,-,-,-,,,-,,,-,,,,,,,,1.0
"Boyse, Maurice",2,,4,-,3,-,2,2,,1,1,,1,,,,,,,,-,2,,18.0
"Briedis, Arnold",2,-,-,5,3,1,-,1,1,1,3,1,2,-,1,2,1,1,-,-,1,,1,27.0
"Bryant, Kevin",-,,,,,,,,,,,,,,,,,,,,,,,
"Byrne, John",-,-,-,-,-,-,,,,,2,2,-,,1,,-,-,-,2,1,,,8.0
"Cassin, John",-,1,1,,,,-,-,1,2,-,-,3,-,,,1,-,,2,-,1,1,13.0
"Dempsey, Gary",-,-,2,1,1,-,2,-,-,1,-,-,-,-,-,1,1,-,-,-,1,-,-,10.0
"Dench, David",-,1,-,-,,-,,,,,,,,,,,,,,-,-,-,1,2.0
"Easton, Stephen",,,,,,,,,,,,-,,,,,,,,-,,,,
"Glendinning, Ross",,,1,1,1,-,1,-,-,1,-,-,-,-,-,-,-,-,,-,-,-,-,5.0
"Good, Kerry",-,3,4,-,,1,-,,,1,-,2,-,1,3,2,4,,-,4,-,-,1,26.0
"Greig, Keith",-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,,2,-,5.0
"Henshaw, Ross",-,-,,-,,,,,,,,,,-,-,,-,-,,-,-,-,-,
"Huppatz, Ray",,,,,,,,,,,,,,-,-,2,-,1,-,2,,,,5.0
"Icke, Stephen",-,-,,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,5.0
"Jarrott, Alan",1,-,-,,1,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,1,-,-,6.0
"Law, John",,,-,-,-,,,-,-,-,-,-,-,-,,,,,-,-,,,-,
"McCann, Stephen",-,-,1,-,2,5,2,-,-,3,,,1,-,1,-,2,1,-,-,3,-,-,21.0
"Montgomery, Ken",,,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Murphy, Danny",,,,,,,,,,,1,,,,,,,,,,,,,1.0
"Murphy, John",,,,,2,-,,,,,,-,,,,,,,,,,,,2.0
"Nolan, Mick",,,,,,,,,,,-,,,,,,,-,-,,,,,
"Payne, Glenn",,1,,,,,,,,,,,,,-,-,,,,,,,,1.0
"Podolczak, Roger",1,,-,-,,,,3,1,3,,,,,,,,,,,,,,8.0
"Ramsay, Roy",,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,
"Reeves, Michael",-,-,,,2,2,-,,1,,,,,,,-,-,-,-,,,,,5.0
"Schimmelbusch, Daryl",-,-,-,-,1,-,-,1,1,1,1,1,-,-,,-,-,2,-,,-,1,-,9.0
"Schimmelbusch, Wayne",1,2,2,-,-,-,1,2,-,1,1,-,-,-,1,-,1,1,-,2,1,-,1,17.0
"Smith, Doug",-,-,-,-,-,,,-,1,,,,,,-,-,-,-,,,-,1,-,2.0
"Sutton, Darryl",1,,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,2,-,-,-,-,5.0
"Tanner, Xavier",,2,,,1,1,-,3,-,-,,2,-,-,2,1,-,3,1,-,1,-,,17.0
"Turco, Mario",2,1,,,,,,,,,,,,,,,,,,,,,,3.0
"Wilson, Brian",,1,-,1,2,-,-,-,-,1,-,-,,-,3,-,-,3,-,-,-,-,1,12.0
"Wright, Rodney",,,,,,,-,,,,-,1,1,1,1,,,,-,,,-,1,5.0
Totals,10,14,20,9,21,10,12,13,7,18,12,10,11,2,18,10,12,14,4,12,10,11,8,268.0
Opponent,ES,CW,FI,GE,FO,CA,ME,SM,HW,RI,SK,ES,CW,GE,FO,FI,CA,ME,SM,HW,RI,SK,CW,
