Player,R1,R2,R3,R4,R5,R7,R8,R6,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Baggott, Jack",-,1,1,-,1,-,,-,-,,-,-,2,-,-,-,2,-,,,7.0
"Bentley, Perce",,,,,,,,,-,-,-,1,-,-,-,-,-,-,,,1.0
"Benton, Bill",,,,-,,,-,-,-,,,,,,,,,,,,
"Bisset, Jack",-,-,-,-,-,2,-,-,-,-,-,-,,-,-,-,-,1,-,-,3.0
"Bolger, Martin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Cunningham, Tom",,,,,,,,-,2,,,,,,,,,,,,2.0
"Dunne, Tom",,,,,,,,,,,,,,,,,,,-,-,
"Dyer, Jack",,-,,,,,,,,,,,1,-,,,-,,3,1,5.0
"Ford, Frank",1,-,1,1,2,-,-,-,,-,1,-,,,1,,2,-,1,1,11.0
"Foster, Bert",1,-,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,6.0
"Geddes, Allan",-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Gray, Wally",,,,,,,,-,,,,,,,,,,,-,,
"Heifner, Fred",-,-,-,-,-,-,-,,,-,-,,,,,,,,-,-,
"Hunter, Maurie",3,3,4,,,1,-,1,2,3,2,-,5,-,1,3,1,2,3,-,34.0
"Judkins, Stan",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"McCormack, Basil",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Murdoch, Joe",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"OHalloran, Tom",-,-,-,2,3,2,-,,,,,,,,,,,,,-,7.0
"ONeill, Kevin",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,
"Oakley, Allan",,,,-,-,,,,,,,,,,,,,,,,
"Sheahan, Maurie",-,,,,,,,-,-,-,-,-,-,-,-,-,-,-,,,
"Strang, Doug",4,14,3,4,2,1,3,5,5,-,,3,1,3,-,8,5,2,3,2,68.0
"Strang, Gordon",-,-,-,-,-,-,5,1,-,1,5,1,-,3,1,2,-,1,-,-,20.0
"Street, Charlie",,,,,,,,,,,,,-,,,-,,,,,
"Titus, Jack",2,8,-,1,2,2,2,2,4,1,2,1,5,-,3,3,1,2,4,2,47.0
"Twyford, Jack",,,,,-,-,-,-,-,-,1,-,1,1,-,2,,-,-,1,6.0
"Watson, Carl",,,-,,,,-,,,,,,,,,,,,,,
"Weidner, Harry",2,3,3,1,-,-,2,-,1,2,-,2,-,-,4,5,1,-,-,,26.0
"Zschech, Eric",1,1,-,-,-,-,-,-,,-,-,-,-,-,-,-,1,-,-,-,3.0
Totals,14,30,13,10,11,8,12,9,14,8,11,8,16,7,10,23,13,8,15,7,247.0
Opponent,CA,NM,FO,CW,ES,GE,SM,HW,FI,ME,SK,CA,NM,FO,CW,ES,HW,GE,GE,GE,
