Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Anderson, Jed",-,-,1,,,,,,,,,,,,,,,,,,2,-,-,,,3.0
"Bailey, Max",-,1,1,-,-,,-,-,1,,-,-,,-,-,1,-,,,-,-,,-,1,-,5.0
"Birchall, Grant",-,-,1,-,-,-,1,-,,1,-,-,,,,,,,,1,-,2,-,-,-,6.0
"Breust, Luke",1,1,-,-,1,2,6,1,-,2,-,1,3,-,1,-,2,1,2,-,1,1,1,2,2,31.0
"Burgoyne, Shaun",-,-,1,3,1,-,-,1,-,2,-,1,-,-,1,,,2,-,-,-,1,-,1,-,14.0
"Ceglar, Jonathon",,,,,,,,,,,,,-,,,,,-,,,,,,,,
"Cheney, Kyle",,,,,,,,,-,-,,,,,-,1,,,,,,,,,,1.0
"Duryea, Taylor",,,-,-,,-,-,-,-,1,2,-,1,1,-,-,2,-,-,-,,-,,,,7.0
"Ellis, Xavier",,,,,,,,,,,,-,-,,,,,,,,,,,,,
"Franklin, Lance",1,-,2,-,-,-,-,1,2,-,-,2,-,-,,,-,-,,1,1,1,,-,-,11.0
"Gibson, Josh",-,-,-,-,-,-,-,,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-,3.0
"Grimley, Sam",,,,,,,,,-,-,,,,,,,,,1,,,,,,,1.0
"Guerra, Brent",-,-,-,,-,-,,-,-,-,-,-,,,1,-,-,1,-,,-,,1,-,-,3.0
"Gunston, Jack",-,,-,-,2,1,-,1,-,,-,-,1,-,-,2,-,-,-,1,1,-,-,3,-,12.0
"Hale, David",1,-,1,2,1,-,-,1,,1,-,-,-,-,1,2,-,-,-,-,1,1,1,2,-,15.0
"Hill, Bradley",2,-,-,1,-,-,-,,3,-,1,1,-,1,-,1,-,-,-,1,1,1,-,-,1,14.0
"Hodge, Luke",,-,1,1,-,1,1,2,1,-,1,-,1,-,-,-,-,-,,1,-,-,1,-,-,11.0
"Lake, Brian",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Langford, Will",,,,,,,,,,,,,,,,-,,,,,,,,,,
"Lewis, Jordan",-,2,1,1,-,-,1,-,-,1,2,2,1,1,2,2,-,-,1,1,,-,2,-,-,20.0
"Mitchell, Sam",2,-,-,1,1,1,1,2,-,1,1,-,2,1,-,,3,-,-,1,2,-,1,1,-,21.0
"Osborne, Michael",,,,-,3,-,1,-,,,,,,,,,,,,,,,,,,4.0
"Puopolo, Paul",1,1,-,-,-,1,1,-,1,1,-,,,-,2,-,3,1,1,-,,2,-,-,1,16.0
"Rioli, Cyril",1,-,2,1,-,,,,,,,,,-,1,1,2,-,2,2,2,,,-,1,15.0
"Roughead, Jarryd",-,2,-,2,1,2,1,-,2,-,1,1,1,-,2,-,1,-,-,-,1,1,1,-,-,19.0
"Savage, Shane",-,-,,1,-,,,,,,,1,1,-,-,-,2,1,1,1,-,2,,,,10.0
"Schoenmakers, Ryan",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
"Sewell, Brad",1,1,,,,-,-,-,-,2,-,1,-,-,,-,1,-,-,-,1,1,-,-,1,9.0
"Shiels, Liam",-,-,-,-,-,-,-,2,1,-,-,3,-,,,,,,,,-,,1,-,-,7.0
"Simpkin, Jonathan",,,,,,-,-,2,2,-,2,1,2,-,2,-,-,,-,,,,,,-,11.0
"Smith, Isaac",-,1,-,1,-,-,2,1,-,2,-,,-,-,-,-,-,1,-,-,-,-,1,-,-,9.0
"Spangher, Matthew",,,,,,,,-,,,,,,,,,,,2,,,-,-,,,2.0
"Stratton, Ben",-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Whitecross, Brendan",,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,-,3,-,,4.0
Totals,10,9,12,14,10,9,15,14,13,14,10,14,14,4,13,10,17,7,10,12,13,13,13,10,6,286.0
Opponent,GE,WC,CW,FR,NM,AD,SY,GW,GC,ME,CA,WC,BL,GE,PA,WB,ES,RI,SK,CW,NM,SY,SY,GE,FR,
