Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Atkins, Rory",2,1,-,4,1,2,1,2,-,4,1,-,3,2,1,2,2,1,-,1,3,4,2,3,42.0
"Betts, Eddie",3,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,8.0
"Brown, Luke",3,6,3,-,2,8,8,2,2,3,2,-,1,2,,,6,2,2,5,7,3,1,1,69.0
"Cameron, Charlie",,,,,1,-,-,2,1,1,-,-,1,1,1,-,1,1,-,-,-,1,-,1,12.0
"Cheney, Kyle",4,3,1,3,6,1,3,1,1,2,1,1,3,1,4,2,4,2,2,3,-,4,1,3,56.0
"Crouch, Brad",2,-,,,,,-,1,,,,,1,1,3,2,-,1,2,3,-,1,1,1,19.0
"Crouch, Matt",2,2,2,1,3,2,4,3,,,1,1,3,1,2,2,2,-,2,-,1,1,1,1,37.0
"Douglas, Richard",2,-,2,4,1,-,1,-,-,-,2,-,-,-,-,1,-,-,-,-,1,1,-,4,19.0
"Ellis-Yolmen, Cam",,,,,,,,,,,,,,,,,,,-,,,-,,,
"Hartigan, Kyle",,3,2,3,2,4,6,5,3,3,2,4,3,2,1,3,3,-,4,4,3,2,-,3,65.0
"Henderson, Ricky",,,,,,,8,6,2,-,3,,,,1,4,2,,,,,2,,,28.0
"Jacobs, Sam",-,-,1,-,2,-,1,1,-,-,-,-,2,2,4,-,2,-,,,-,-,-,1,16.0
"Jenkins, Josh",-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,2,-,1,-,-,6.0
"Knight, Riley",,,-,,,,,,,,,,,,,,,,,,,,,,
"Laird, Rory",2,4,6,5,5,4,,,,,2,2,1,4,9,,1,6,-,1,1,2,4,4,63.0
"Lever, Jake",3,6,3,2,3,1,2,4,2,4,-,2,6,1,4,2,3,3,2,4,4,1,3,1,66.0
"Lynch, Tom",-,-,,-,-,-,-,1,1,-,1,-,-,-,-,1,1,2,-,-,1,1,-,1,10.0
"Lyons, Jarryd",,,1,2,-,1,,,1,-,1,1,1,-,1,1,1,-,2,1,1,-,-,1,16.0
"Mackay, David",1,2,2,-,1,-,1,,,,,3,3,4,1,2,,3,-,1,4,2,1,1,32.0
"McGovern, Mitch",1,2,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,,-,1,-,-,-,7.0
"Milera, Wayne",-,1,-,1,,,,-,-,1,-,,,,,,,,,,,,,,3.0
"OBrien, Reilly",,,,,,,,,,,,,,,,,,,-,-,,,,,
"Seedsman, Paul",1,2,1,-,3,5,3,2,1,2,1,3,,,,4,,2,-,,,,,,30.0
"Sloane, Rory",-,2,1,1,1,3,1,-,-,-,1,-,3,2,4,-,-,1,1,-,1,,-,-,22.0
"Smith, Brodie",4,10,4,5,1,3,4,4,1,9,2,1,1,2,4,6,7,3,3,3,2,,4,4,87.0
"Talia, Daniel",7,4,4,2,3,3,6,4,2,4,2,1,-,3,4,1,-,5,3,2,2,2,2,-,66.0
"Thompson, Scott",1,1,1,2,-,-,-,1,1,-,,-,1,1,-,-,1,-,,-,2,1,2,-,15.0
"Walker, Taylor",-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,,-,-,-,-,-,-,2.0
"van Berlo, Nathan",1,,,,,,,,2,2,,,,,,,,,,,,,,,5.0
Totals,39,49,34,36,37,38,49,40,21,35,23,19,33,30,44,35,38,32,23,31,34,29,22,30,801.0
Opponent,NM,PA,RI,SY,HW,FR,WB,GE,GC,GW,SK,WC,NM,ME,CA,CW,GE,ES,BL,FR,PA,WC,NM,SY,
