Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Ah Chee, Brendon",,,,,,,,,,,,,,,-,,,,,,,,,,
"Allen, Oscar",1,-,-,-,1,-,1,-,-,1,2,,2,-,2,1,1,1,1,1,-,-,,,15.0
"Barrass, Tom",-,-,-,-,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,
"Brander, Jarrod",-,,,,,-,,,,,,,,,,,,,,,,,,,
"Cameron, Jarrod",,,,,,,,,,,,,-,1,1,-,-,-,1,,,,,,3.0
"Cole, Tom",-,-,-,1,1,-,-,-,-,-,-,-,,,,-,-,,,,,,,,2.0
"Cripps, Jamie",,,1,2,-,-,1,-,-,-,3,-,-,-,-,-,,,,3,1,-,2,3,16.0
"Darling, Jack",-,1,1,-,-,-,-,1,2,1,2,-,-,-,1,1,-,2,1,2,1,-,-,-,16.0
"Duggan, Liam",-,1,,-,1,-,-,1,-,1,1,-,-,-,-,,,,,,,-,,,5.0
"Gaff, Andrew",,,-,1,-,1,1,1,-,-,1,-,-,-,-,1,2,-,2,-,1,2,-,-,13.0
"Hickey, Tom",-,-,-,-,1,-,,,1,,,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Hurn, Shannon",-,1,-,-,-,-,-,-,-,-,-,,1,-,1,-,,,-,-,-,-,-,-,3.0
"Hutchings, Mark",-,-,-,-,1,-,-,1,-,-,-,-,-,1,,,,,,1,-,,-,1,5.0
"Jetta, Lewis",-,1,1,,-,-,-,-,-,,2,-,1,-,1,-,-,-,-,-,-,1,-,-,7.0
"Kennedy, Josh",,-,2,1,-,-,-,-,2,1,-,1,-,-,,-,-,-,-,1,1,1,2,-,12.0
"Masten, Chris",-,1,1,-,1,-,-,,,,,,-,-,-,-,1,-,-,,,-,-,-,4.0
"McGovern, Jeremy",-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,1,-,-,1,-,-,-,-,3.0
"Naitanui, Nic",,,,,,,,,,,,,,-,3,1,,,,,,,-,-,4.0
"Nelson, Jackson",,,,,,,,,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Petruccelle, Jack",1,-,1,-,-,1,1,1,1,1,2,1,-,,,,-,1,1,-,-,-,,-,12.0
"Redden, Jack",-,1,-,-,-,,1,1,-,1,-,1,-,1,-,-,-,2,-,-,-,-,-,-,8.0
"Rioli, Junior",,,,,,,,,-,-,1,-,,1,-,1,1,3,2,2,1,-,2,,14.0
"Rotham, Josh",,,-,1,,,,,,,,-,,,,,,,,,-,,,,1.0
"Ryan, Liam",-,1,3,1,-,-,-,1,-,1,1,2,1,2,1,1,1,1,-,-,-,-,1,2,20.0
"Schofield, Will",,,,,-,-,-,-,,-,-,-,-,-,,,,-,-,-,,,-,-,
"Sheed, Dom",-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,1,-,2,-,1,1,-,-,-,8.0
"Sheppard, Brad",-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Shuey, Luke",1,-,2,-,1,1,1,1,-,1,-,-,-,-,-,-,1,-,-,-,-,1,3,-,13.0
"Smith, Josh",,-,,,,,,,,,,1,,,,,,,,,,,,,1.0
"Vardy, Nathan",-,2,-,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,2.0
"Venables, Daniel",-,1,,,,-,-,1,-,,,,,,,,,,,,,,,,2.0
"Waterman, Jake",1,,,,,,,-,,-,-,-,,,,,-,1,1,-,-,-,-,1,4.0
"Watson, Francis",,,,,,,,,,,,,,,,,-,-,,,,,,,
"Yeo, Elliot",-,-,-,-,-,-,-,-,1,-,-,,3,1,1,2,1,1,1,-,2,-,-,1,14.0
Totals,4,10,12,7,7,3,8,9,8,8,16,6,9,7,12,9,9,14,10,12,8,5,10,8,211.0
Opponent,BL,GW,CW,FR,PA,GE,GC,SK,ME,AD,WB,SY,ES,HW,FR,CW,ME,NM,CA,AD,RI,HW,ES,GE,
