Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,Tot
"Ablett, Gary",6,1,,,,,,-,1,1,2,2,3,1,2,2,,2,3,1,-,1,3,31.0
"Barnes, John",-,-,-,-,-,1,1,-,-,-,,,,-,-,1,2,1,-,-,,-,-,6.0
"Biddiscombe, Craig",,,,,,,,,1,-,-,2,1,-,-,-,-,,,,-,,,4.0
"Bizzell, Clint",,,,,,-,,,,,,,,,-,,,,,-,-,,,
"Breuer, Shayne",-,-,1,-,2,1,1,1,1,1,-,-,-,-,,,-,-,2,1,1,1,1,14.0
"Brown, Paul",,,-,,,,,,,,,,,,,,,,,,,,,
"Brownless, Bill",,,,2,1,1,4,-,-,2,-,-,-,1,,,,,,,,,,11.0
"Burns, Ronnie",2,1,-,3,1,3,1,-,1,2,-,2,-,1,1,-,,,1,4,-,2,-,25.0
"Colbert, Leigh",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2.0
"Couch, Paul",-,-,-,-,,1,-,2,-,-,1,-,1,-,-,1,,-,-,1,1,1,1,10.0
"Graham, Ben",-,-,-,-,-,,,,,,-,-,-,-,-,-,2,1,-,-,1,-,,4.0
"Hall, Derek",2,2,1,1,2,1,1,-,1,3,1,-,2,-,1,-,-,,-,1,1,-,1,21.0
"Handley, Steven",,,,,,,,,,,,,-,,,-,-,2,-,-,-,-,-,2.0
"Hocking, Garry",-,1,-,-,3,2,-,-,-,-,1,-,1,-,-,-,1,1,3,-,-,2,-,15.0
"Kilpatrick, Glenn",,,,,-,-,-,-,-,,,,,,-,-,-,-,-,-,,,,
"King, Steven",,,,,-,-,-,,,,-,-,-,1,1,-,-,,,,-,-,-,2.0
"Lord, Aaron",,,,-,1,,,,1,-,1,-,,,,,,,-,-,1,-,,4.0
"Lynch, Paul",1,,-,-,,,,,,,,,,,,,,,-,,,,,1.0
"Mansfield, Michael",1,-,-,-,-,-,-,1,-,-,,,-,-,3,-,-,3,3,1,-,-,1,13.0
"McGrath, Tim",-,-,-,-,-,-,-,-,-,-,,-,-,,,-,-,-,-,-,-,-,-,
"McKinnon, Martin",-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,1,1,-,,,,,1,6.0
"Mensch, David",1,1,-,-,-,-,1,,,,-,-,,,,,,,,,1,,-,4.0
"Pickering, Liam",1,-,-,-,1,2,-,1,-,-,-,,,,,,,-,,,,,,5.0
"Riccardi, Peter",2,-,-,2,1,1,1,-,1,1,-,2,1,-,1,2,1,-,1,1,,1,-,19.0
"Robbins, Matthew",,,,,,,,,,,,,,,,,-,,,,,,,
"Sanderson, Brenton",-,-,-,-,,,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2.0
"Sholl, Brad",,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,2,5.0
"Simpson, Sean",,,-,,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,3.0
"Snell, Jason",-,-,,,,,,,,,,,,,,,,-,,,,,,
"Steinfort, Carl",,,,,,,,,,,,,,,,,,,,,,-,-,
"Stoneham, Barry",-,-,1,-,-,,,-,-,-,-,,,-,-,-,-,-,2,-,3,1,2,9.0
"Tanner, Grant",-,-,1,1,-,-,-,-,,1,-,-,3,-,-,,-,-,-,-,-,-,-,6.0
"Tudor, Leigh",1,-,,,,-,1,-,,,,-,-,-,3,1,1,1,,,,,,8.0
Totals,17,6,4,10,12,15,11,7,8,11,6,9,13,5,12,8,8,12,15,11,10,10,12,232.0
Opponent,ME,SK,AD,WC,RI,NM,ES,CA,CW,BB,FO,FR,FI,SY,HW,ME,SK,AD,WC,RI,NM,CA,NM,
