Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Bowey, Jake",-,-,-,-,-,-,1,-,-,-,-,-,,,-,-,1.0
"Brayshaw, Angus",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Brown, Ben",4,2,1,,,,,,,,,,,,-,2,9.0
"Chandler, Kade",2,-,2,-,1,-,3,-,2,1,-,3,1,-,-,,15.0
"Fritsch, Bayley",,3,2,3,1,1,2,3,1,3,2,4,3,2,-,,30.0
"Gawn, Max",2,-,,,,3,1,1,1,-,-,2,-,-,-,-,10.0
"Grundy, Brodie",-,-,-,-,-,-,1,1,1,-,1,-,2,-,-,-,6.0
"Harmes, James",-,-,,,,,-,-,,,-,-,,,-,,
"Hibberd, Michael",,,-,-,,-,-,,-,-,-,,-,-,,,
"Hunter, Lachie",-,-,-,-,-,-,-,-,-,2,,-,-,1,1,-,4.0
"Jordon, James",,,1,-,1,-,-,-,-,-,-,,-,-,,-,2.0
"Langdon, Ed",1,-,-,-,-,1,-,1,1,1,-,-,-,-,1,-,6.0
"Laurie, Bailey",-,,,,,-,,,,,,,,,,,
"Lever, Jake",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"May, Steven",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McDonald, Tom",1,1,,3,-,,,,,2,1,,,,,,8.0
"McVee, Judd",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Melksham, Jake",1,1,1,,3,,,,,,,,,,1,4,11.0
"Neal-Bullen, Alex",-,-,1,-,-,-,2,-,1,-,-,-,1,1,-,-,6.0
"Oliver, Clayton",-,1,-,-,-,1,-,-,-,-,,,,,,,2.0
"Petracca, Christian",-,1,-,2,2,-,3,-,2,1,-,2,2,-,1,4,20.0
"Petty, Harry",-,-,1,1,-,2,,1,4,,,,,-,-,-,9.0
"Pickett, Kysaiah",4,,,3,-,1,1,1,3,1,4,-,2,1,1,-,22.0
"Rivers, Trent",-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,3.0
"Salem, Christian",,,,,,,,,,-,-,-,-,-,-,-,
"Schache, Josh",,,,,,,-,,,,,,,,,,
"Smith, Joel",,,,,,,,,,,,1,2,1,-,-,4.0
"Spargo, Charlie",1,1,1,1,-,,,,3,-,-,-,-,-,,-,7.0
"Sparrow, Tom",1,1,-,-,-,-,1,1,-,,1,-,-,-,-,1,6.0
"Tomlinson, Adam",-,-,,,-,,,,,,,-,-,,,,
"Turner, Daniel",,,,,,,,-,,,,,,,,,
"Viney, Jack",,-,-,1,-,1,-,1,1,-,-,-,-,-,-,-,4.0
"Woewodin, Taj",,,,,,,,,,,,,,,,-,
"van Rooyen, Jacob",,,2,2,-,3,1,1,1,1,1,2,2,1,,,17.0
Totals,17,11,12,16,9,13,16,11,21,12,11,15,15,8,5,11,203.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,GW,SK,
