Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Bowey, Jake",-,-,-,-,-,-,-,-,-,-,-,1,,,-,-,1.0
"Brayshaw, Angus",-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,2.0
"Brown, Ben",1,-,-,,,,,,,,,,,,1,2,4.0
"Chandler, Kade",2,-,-,-,-,-,-,-,1,1,-,3,2,2,-,,11.0
"Fritsch, Bayley",,1,-,1,2,-,-,3,2,1,2,3,3,1,1,,20.0
"Gawn, Max",-,-,,,,2,1,1,1,-,-,2,-,-,-,-,7.0
"Grundy, Brodie",1,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,4.0
"Harmes, James",-,-,,,,,-,1,,,2,-,,,-,,3.0
"Hibberd, Michael",,,-,-,,-,-,,-,-,-,,-,-,,,
"Hunter, Lachie",-,-,-,-,-,-,-,-,-,-,,-,-,-,2,-,2.0
"Jordon, James",,,1,1,-,-,-,-,-,-,-,,-,-,,-,2.0
"Langdon, Ed",1,-,3,1,-,-,-,1,-,1,-,1,-,-,-,-,8.0
"Laurie, Bailey",-,,,,,-,,,,,,,,,,,
"Lever, Jake",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"May, Steven",,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McDonald, Tom",1,-,,1,-,,,,,1,-,,,,,,3.0
"McVee, Judd",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Melksham, Jake",1,-,-,,1,,,,,,,,,,-,2,4.0
"Neal-Bullen, Alex",-,-,1,-,1,1,-,1,1,-,-,-,1,-,1,-,7.0
"Oliver, Clayton",-,1,-,-,-,-,-,-,-,-,,,,,,,1.0
"Petracca, Christian",2,-,1,-,2,-,1,1,2,2,-,-,2,2,4,-,19.0
"Petty, Harry",-,-,-,-,-,1,,-,-,,,,,-,-,-,1.0
"Pickett, Kysaiah",1,,,5,2,1,-,-,1,-,1,1,2,2,2,-,18.0
"Rivers, Trent",-,-,1,-,1,-,-,-,-,-,-,1,-,1,-,-,4.0
"Salem, Christian",,,,,,,,,,-,-,-,-,-,-,-,
"Schache, Josh",,,,,,,-,,,,,,,,,,
"Smith, Joel",,,,,,,,,,,,-,2,1,-,-,3.0
"Spargo, Charlie",-,-,-,1,-,,,,-,-,1,1,-,1,,-,4.0
"Sparrow, Tom",-,1,-,-,-,-,-,1,-,,-,-,-,-,2,-,4.0
"Tomlinson, Adam",-,-,,,-,,,,,,,-,-,,,,
"Turner, Daniel",,,,,,,,-,,,,,,,,,
"Viney, Jack",,-,-,-,1,-,-,1,-,-,-,-,1,-,1,-,4.0
"Woewodin, Taj",,,,,,,,,,,,,,,,1,1.0
"van Rooyen, Jacob",,,-,1,-,1,-,-,-,1,1,-,-,-,,,4.0
Totals,10,3,7,11,10,6,3,10,8,7,10,13,14,10,14,5,141.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,GW,SK,
