Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Bowey, Jake",-,-,-,-,-,-,-,-,1,-,-,-,,,-,-,1.0
"Brayshaw, Angus",-,-,-,-,1,-,-,-,1,1,-,-,2,-,1,1,7.0
"Brown, Ben",1,-,-,,,,,,,,,,,,-,1,2.0
"Chandler, Kade",2,1,2,3,-,-,1,1,-,1,-,-,-,-,-,,11.0
"Fritsch, Bayley",,1,-,3,2,-,-,-,-,1,1,2,-,1,-,,11.0
"Gawn, Max",-,-,,,,-,-,-,-,-,-,-,-,-,-,1,1.0
"Grundy, Brodie",-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,3.0
"Harmes, James",-,1,,,,,-,-,,,-,-,,,-,,1.0
"Hibberd, Michael",,,-,1,,-,-,,-,-,-,,-,-,,,1.0
"Hunter, Lachie",-,2,1,-,-,-,1,-,-,1,,-,-,-,-,-,5.0
"Jordon, James",,,1,1,-,-,-,-,-,-,-,,-,-,,-,2.0
"Langdon, Ed",1,-,2,1,1,1,-,-,-,-,-,-,-,-,-,-,6.0
"Laurie, Bailey",-,,,,,-,,,,,,,,,,,
"Lever, Jake",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
"May, Steven",,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"McDonald, Tom",-,1,,2,-,,,,,-,1,,,,,,4.0
"McVee, Judd",-,-,-,-,-,-,-,1,1,-,-,-,1,1,-,-,4.0
"Melksham, Jake",-,-,-,,-,,,,,,,,,,-,2,2.0
"Neal-Bullen, Alex",-,-,1,1,-,-,2,-,-,-,-,-,-,1,1,1,7.0
"Oliver, Clayton",-,-,-,-,1,1,1,1,-,1,,,,,,,5.0
"Petracca, Christian",1,1,2,1,-,3,2,2,5,1,1,-,-,1,-,-,20.0
"Petty, Harry",-,-,-,-,-,-,,-,-,,,,,-,-,-,
"Pickett, Kysaiah",2,,,3,-,-,3,-,-,-,2,-,1,-,1,-,12.0
"Rivers, Trent",2,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,4.0
"Salem, Christian",,,,,,,,,,-,-,-,-,1,-,-,1.0
"Schache, Josh",,,,,,,1,,,,,,,,,,1.0
"Smith, Joel",,,,,,,,,,,,1,-,-,-,-,1.0
"Spargo, Charlie",3,2,1,-,-,,,,-,1,-,2,-,-,,-,9.0
"Sparrow, Tom",-,-,-,-,-,1,2,-,-,,1,-,-,-,-,-,4.0
"Tomlinson, Adam",-,-,,,-,,,,,,,-,-,,,,
"Turner, Daniel",,,,,,,,-,,,,,,,,,
"Viney, Jack",,-,1,2,1,1,-,2,1,-,-,-,1,-,-,-,9.0
"Woewodin, Taj",,,,,,,,,,,,,,,,1,1.0
"van Rooyen, Jacob",,,1,-,-,1,-,-,1,-,-,1,1,-,,,5.0
Totals,12,9,14,18,6,8,14,7,11,7,6,6,6,6,3,8,141.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,GW,SK,
