Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Bowey, Jake",-,-,-,-,-,-,1,1,-,-,-,-,,,2.0
"Brayshaw, Angus",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Brown, Ben",4,4,1,,,,,,,,,,,,9.0
"Chandler, Kade",1,1,3,1,1,3,3,1,-,1,-,-,-,-,15.0
"Fritsch, Bayley",,3,3,3,2,1,4,-,2,2,2,2,3,2,29.0
"Gawn, Max",2,-,,,,1,-,2,1,-,-,1,-,-,7.0
"Grundy, Brodie",1,-,-,-,-,-,2,2,1,1,1,-,1,-,9.0
"Harmes, James",-,-,,,,,-,-,,,1,-,,,1.0
"Hibberd, Michael",,,-,-,,-,-,,-,-,-,,-,-,
"Hunter, Lachie",-,1,2,-,-,-,-,-,-,1,,-,-,-,4.0
"Jordon, James",,,1,-,1,1,-,1,-,-,-,,-,-,4.0
"Langdon, Ed",-,-,-,-,-,1,-,-,1,-,-,-,-,-,2.0
"Laurie, Bailey",-,,,,,-,,,,,,,,,
"Lever, Jake",-,-,-,-,,-,-,-,-,-,-,-,-,-,
"May, Steven",,,-,-,-,-,-,-,-,-,-,-,-,-,
"McDonald, Tom",-,1,,4,-,,,,,2,1,,,,8.0
"McVee, Judd",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Melksham, Jake",1,-,1,,2,,,,,,,,,,4.0
"Neal-Bullen, Alex",1,1,1,1,1,1,1,1,-,-,-,1,1,-,10.0
"Oliver, Clayton",-,1,2,-,-,1,-,-,1,-,,,,,5.0
"Petracca, Christian",-,1,-,3,1,-,3,1,-,1,-,1,-,1,12.0
"Petty, Harry",-,-,1,-,-,1,,-,2,,,,,-,4.0
"Pickett, Kysaiah",4,,,2,2,1,3,2,1,1,2,1,-,2,21.0
"Rivers, Trent",-,-,-,-,-,-,1,-,1,-,-,-,-,-,2.0
"Salem, Christian",,,,,,,,,,-,-,-,-,-,
"Schache, Josh",,,,,,,1,,,,,,,,1.0
"Smith, Joel",,,,,,,,,,,,-,1,2,3.0
"Spargo, Charlie",2,-,2,2,-,,,,2,1,-,1,-,-,10.0
"Sparrow, Tom",1,-,1,-,-,-,1,1,1,,1,-,-,-,6.0
"Tomlinson, Adam",-,-,,,-,,,,,,,-,-,,
"Turner, Daniel",,,,,,,,-,,,,,,,
"Viney, Jack",,-,-,1,-,1,1,-,1,-,1,-,1,-,6.0
"van Rooyen, Jacob",,,3,2,1,3,1,1,1,1,1,1,1,1,17.0
Totals,17,13,21,19,11,15,22,13,15,11,10,8,8,8,191.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,
