Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Anderson, Graeme",-,-,-,-,-,,,,,,-,-,,,-,-,,,
"Auchettl, Ron",,,,,,,,,,,,,,,,,,-,
"Barassi, Ron",2,-,2,-,-,1,-,1,,,,,,,,,,,6.0
"Bennett, Bill",,1,1,-,2,,,,,,,,,,,,,,4.0
"Board, Terry",-,-,,,,,,,,1,-,-,,,,,,,1.0
"Collins, Ian",-,-,1,,-,-,-,3,-,-,-,-,-,-,-,-,1,-,5.0
"Comben, John",-,-,,,,,,-,-,,,,,,-,3,1,1,5.0
"Constance, Paul",,,,,,,,,,,-,1,,,,,-,,1.0
"Crane, Gary",1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,4.0
"Fowler, Maurie",-,-,1,-,,1,1,1,2,,,,,,,,,,6.0
"Gallagher, Adrian",4,5,3,1,4,4,2,2,1,1,3,1,-,3,2,2,3,2,43.0
"Gilbert, Peter",,,,,,,,,,,,,,,,-,-,-,
"Gill, Barry",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Gill, John",-,-,-,,,-,-,-,-,-,3,-,1,1,2,1,2,-,10.0
"Goold, John",-,,,-,-,-,-,,,-,-,-,-,-,-,-,-,-,
"Greenwood, Ken",-,-,-,-,-,,2,1,-,-,-,1,,,1,-,-,-,5.0
"Hall, Kevin",-,-,-,-,1,,,-,-,-,1,-,-,-,-,-,-,-,2.0
"Jones, Peter",,,,,,,,,,,,,,,,1,-,2,3.0
"Kemp, John",,,,,,,,,,,-,-,-,1,,,,,1.0
"Lane, Bob",,,,,,,,,,,,,-,-,,,,,
"Lloyd, John",,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Lockhart, Gil",,,,,,-,-,,,,,,,,,,,,
"Lofts, Wes",-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,2.0
"McLean, Peter",,,-,1,,-,1,-,-,-,-,1,1,-,-,-,-,-,4.0
"McLean, Ricky",,,,,,,,,-,1,,,1,2,-,,,,4.0
"Morrison, John",,,,,,,,,,,,,,,,,1,-,1.0
"Nankervis, Ian",,,3,2,1,2,,,,,,,,,,,,,8.0
"Nicholls, John",-,1,2,2,-,-,-,,,-,-,-,1,-,1,1,-,1,9.0
"Pleydell, Jim",1,2,,,,,-,-,-,-,,-,-,-,,1,-,-,4.0
"Quirk, Bryan",1,3,-,1,1,2,-,1,2,2,1,-,3,3,1,-,2,-,23.0
"Robertson, Ian",3,,,4,1,1,-,-,-,,,-,,,,,,,9.0
"Silvagni, Sergio",3,,1,1,-,1,2,3,1,1,1,1,1,2,2,3,2,1,26.0
"Stewart, Cliff",,,-,-,-,-,-,-,-,-,-,,1,1,-,-,,,2.0
"Stone, Ron",,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,5.0
"Thomas, Max",1,-,,,,,,,,,,,,,,,,,1.0
"Vandenberg, Dick",,,,,,,,,,,,,4,1,1,,,,6.0
"Waite, Vin",,,,,-,1,,1,1,-,,,2,-,-,,,,5.0
Totals,16,12,14,12,10,13,8,13,7,6,10,6,15,14,13,13,14,9,205.0
Opponent,RI,SK,FI,ES,ME,FO,GE,SM,HW,NM,CW,RI,SK,FI,ES,ME,FO,GE,
