Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Atkinson, Jarrod",,,,,,,,,,,,,,,,,,,2,6,2,3,1,14.0
"Bellchambers, Tom",,,,,,,-,-,-,-,,,,,,,,,,-,-,,,
"Daniher, Darcy",,-,-,-,,,,,,,,,,,,,,,,,,,,
"Davey, Alwyn",-,1,-,-,-,1,1,-,-,1,-,1,-,1,-,1,-,,1,-,-,,,8.0
"Dempsey, Courtenay",-,2,-,3,-,1,1,5,1,,2,2,-,1,1,3,4,1,-,-,,,-,27.0
"Dyson, Ricky",1,3,1,-,3,-,-,-,2,-,-,1,2,-,1,-,-,4,1,-,8,1,-,28.0
"Fletcher, Dustin",-,-,-,-,-,-,,,,,,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Hille, David",-,-,-,-,-,,,,,,,,,,,,,,,,,,,
"Hocking, Heath",1,1,-,,1,-,-,-,-,1,-,-,-,-,-,2,,1,-,,,1,-,8.0
"Hooker, Cale",,,,,,-,-,1,-,-,-,-,2,1,-,-,-,-,,,1,-,-,5.0
"Houli, Bachar",-,,,,,,1,1,1,-,-,,,,,,,,2,,,,,5.0
"Hurley, Michael",-,,,,,,,,,,,,,,5,2,-,-,-,-,-,-,-,7.0
"Jetta, Leroy",,,1,,-,-,,,4,1,,,,,,,,,,,-,,,6.0
"Lloyd, Matthew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,,
"Lonergan, Sam",-,,,,-,1,1,-,-,-,-,-,-,-,-,-,,-,-,-,,-,,2.0
"Lovett-Murray, Nathan",,,,,2,1,-,-,1,,,,-,1,,,1,1,3,2,1,1,-,14.0
"Lovett, Andrew",-,1,1,1,5,1,3,10,5,1,6,2,2,6,2,3,2,1,,1,3,-,2,58.0
"Lucas, Scott",-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,,,,,,
"McPhee, Adam",-,1,,1,1,2,-,-,-,2,-,1,,1,-,3,1,-,-,-,3,-,-,16.0
"McVeigh, Mark",,,,-,,,,,,-,-,-,,,1,-,-,,-,-,-,-,-,1.0
"Monfries, Angus",1,-,-,-,-,-,-,-,1,-,-,-,-,-,,,-,-,-,-,-,-,-,2.0
"Myers, David",,-,2,,-,1,-,-,,,,,,,,,,,,,,,,3.0
"Nash, Jay",,,-,-,,,,,,,,,,,,,,,,,,,,
"Neagle, Jay",-,,,,,,-,1,-,-,-,,,,,,,-,-,-,-,-,-,1.0
"Pears, Tayte",-,-,-,-,-,-,-,2,2,2,-,1,7,1,2,2,1,2,4,-,1,2,2,31.0
"Prismall, Brent",,,,,,,,,,,-,1,-,-,1,-,-,-,2,-,-,-,-,4.0
"Quinn, Michael",,1,,1,,,,,,,,,,,,,,,2,-,-,,-,4.0
"Reimers, Kyle",,,,,,,,,,,-,-,1,2,1,-,-,2,3,,,,,9.0
"Ryder, Paddy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,
"Skipworth, Hayden",-,-,-,-,,,,,,-,-,1,-,-,,,,-,,,,,-,1.0
"Slattery, Henry",-,-,-,-,-,-,-,-,-,1,,,-,-,-,-,2,-,-,-,-,-,-,3.0
"Stanton, Brent",3,2,1,3,5,2,4,-,4,-,-,2,-,1,1,3,1,2,2,3,5,2,1,47.0
"Watson, Jobe",1,1,-,-,-,4,-,-,-,-,-,1,1,,1,-,-,-,1,-,-,1,-,11.0
"Welsh, Andrew",,,,,,,,,,,,1,-,1,1,-,-,-,,-,-,-,-,3.0
"Winderlich, Jason",1,-,2,2,2,-,1,1,-,-,,1,3,2,3,2,-,,,,-,1,-,21.0
"Zaharakis, David",,3,-,-,-,-,1,-,1,2,-,,,,,,,,,,,,,7.0
Totals,8,16,8,11,19,14,13,21,22,11,8,15,18,18,21,21,12,14,23,12,24,12,6,347.0
Opponent,PA,FR,CA,NM,CW,BL,HW,SK,RI,GE,AD,ME,CA,CW,SY,WB,RI,WC,BL,SK,FR,HW,AD,
