Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Akermanis, Jason",6,-,-,1,4,-,-,-,1,1,-,2,3,-,-,,-,5,1,2,-,1,-,2,1,2,32.0
"Ashcroft, Marcus",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,-,1.0
"Black, Simon",-,-,-,1,1,-,1,-,1,2,1,1,1,-,-,1,1,-,-,-,-,-,-,3,-,-,14.0
"Bradshaw, Daniel",2,2,2,,1,1,-,-,-,-,-,,-,-,3,1,-,-,-,-,1,-,-,-,1,-,14.0
"Brennan, Jared",,,,1,-,3,-,-,,,-,1,,,,,,,,,,,,,,,5.0
"Brown, Jonathan",-,-,,1,-,2,,,-,,,,,3,-,-,1,-,-,4,-,1,1,1,1,-,15.0
"Caracella, Blake",-,,1,,,,,2,3,-,1,1,,,,-,2,1,2,-,1,1,-,1,-,-,16.0
"Charman, Jamie",1,-,1,-,-,1,-,2,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,2,-,10.0
"Copeland, Robert",,,,,,,,,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Gram, Jason",,,,,,,,,,,,,-,-,,,,,,,,,,,,,
"Hadley, Richard",,,,,,,,,,,,,,,,,,,,,,,,-,-,1,1.0
"Hart, Shaun",-,-,-,3,-,-,2,-,2,-,,-,1,-,-,-,1,-,1,1,-,1,1,-,-,-,13.0
"Johnson, Chris",1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,1,-,2.0
"Keating, Clark",,,,,,,,,,,,,,,-,-,-,1,1,1,1,-,-,-,1,1,6.0
"Lappin, Nigel",1,2,-,-,1,1,-,-,-,2,1,-,1,1,-,,,,,2,1,-,-,1,1,-,15.0
"Leppitsch, Justin",-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,-,-,1,-,-,-,3.0
"Lynch, Alastair",3,1,,-,,,2,1,1,5,2,2,4,,1,3,4,-,1,-,-,2,-,1,1,2,36.0
"McDonald, Beau",,,-,-,-,,-,,1,-,-,,-,-,,,,,,,,,,,,,1.0
"McGrath, Ashley",,-,-,-,-,-,-,,,-,-,-,-,-,-,1,-,-,-,-,,3,1,1,2,1,9.0
"McLaren, Dylan",-,-,,,,-,,-,,,,-,,,,,,,,,,,,,,,
"McRae, Craig",,,,-,2,1,-,2,-,-,1,-,-,1,1,1,1,3,-,,1,,,1,1,1,17.0
"Michael, Mal",-,-,-,1,-,-,-,-,-,,,-,-,-,-,-,-,1,-,-,-,,-,-,-,-,2.0
"Morrison, Shane",,,-,,,,,-,,,,,,,,,,,,,,,,,,,
"Notting, Tim",-,-,-,1,1,1,-,,,,,,,,,1,-,1,-,,,1,1,,-,,7.0
"Pike, Martin",-,1,-,-,2,1,-,-,1,-,1,1,-,-,-,-,1,-,-,1,-,,-,1,-,1,11.0
"Power, Luke",1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,2,2,2,-,-,1,1,-,1,12.0
"Scott, Brad",1,-,-,-,1,1,-,1,-,-,-,1,-,1,-,-,1,-,-,1,-,-,,,,,8.0
"Scott, Chris",-,-,-,-,-,-,1,-,-,-,-,,,-,-,-,,-,,-,-,1,-,,,,2.0
"Shattock, Aaron",1,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,1.0
"Voss, Michael",1,-,2,1,-,1,-,1,1,1,-,,2,2,1,2,-,-,-,-,-,-,-,-,-,2,17.0
"Weller, Luke",,,,,,,,,,,,-,-,-,,,-,,,,,,,,,,
"White, Darryl",-,-,-,-,-,-,1,,,1,-,-,,,-,-,-,-,-,-,,-,-,-,-,-,2.0
Totals,18,6,7,10,13,13,8,9,12,12,7,12,13,8,7,10,12,15,8,14,6,11,6,13,12,12,274.0
Opponent,ES,PA,KA,CW,WB,GE,SY,AD,CA,ME,SK,WC,RI,FR,HW,ES,PA,KA,CW,SY,GE,WB,CW,AD,SY,CW,
