Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,GF,Tot
"Akermanis, Jason",1,-,-,-,1,-,-,-,1,-,1,-,-,-,-,,-,-,-,-,1,-,-,1,-,-,6.0
"Ashcroft, Marcus",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,,-,1.0
"Black, Simon",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Bradshaw, Daniel",1,-,1,,4,-,1,-,3,-,-,,1,-,1,1,2,2,2,1,3,-,-,-,1,2,26.0
"Brennan, Jared",,,,1,2,1,3,-,,,-,1,,,,,,,,,,,,,,,8.0
"Brown, Jonathan",-,1,,4,1,-,,,-,,,,,3,2,2,3,2,6,5,1,3,2,2,3,4,44.0
"Caracella, Blake",-,,-,,,,,1,1,3,-,-,,,,1,-,1,2,-,-,-,-,-,1,-,10.0
"Charman, Jamie",-,-,1,-,-,3,1,2,1,-,3,1,2,-,-,2,-,1,-,1,-,1,1,1,2,1,24.0
"Copeland, Robert",,,,,,,,,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,4.0
"Gram, Jason",,,,,,,,,,,,,-,-,,,,,,,,,,,,,
"Hadley, Richard",,,,,,,,,,,,,,,,,,,,,,,,-,-,-,
"Hart, Shaun",-,-,-,2,-,-,-,-,-,-,,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,5.0
"Johnson, Chris",1,-,-,1,-,1,1,-,-,1,-,-,-,,,,,,-,2,1,-,-,-,-,1,9.0
"Keating, Clark",,,,,,,,,,,,,,,-,-,2,-,-,2,1,-,-,1,1,-,7.0
"Lappin, Nigel",-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,2.0
"Leppitsch, Justin",1,3,2,2,1,-,1,1,2,2,-,-,1,1,4,-,,,,,3,1,1,-,-,1,27.0
"Lynch, Alastair",2,-,,-,,,1,4,-,2,4,3,2,,2,1,1,1,2,-,1,1,1,3,3,5,39.0
"McDonald, Beau",,,-,-,-,,2,,-,-,1,,-,-,,,,,,,,,,,,,3.0
"McGrath, Ashley",,-,1,-,1,-,-,,,-,-,-,-,1,1,-,-,-,2,-,,-,1,-,-,-,7.0
"McLaren, Dylan",-,-,,,,-,,-,,,,-,,,,,,,,,,,,,,,
"McRae, Craig",,,,-,-,-,-,-,-,-,2,-,-,-,2,1,-,1,-,,-,,,-,-,-,6.0
"Michael, Mal",2,4,-,1,3,1,-,-,-,,,1,1,1,1,-,-,-,1,-,1,,2,-,-,1,20.0
"Morrison, Shane",,,-,,,,,-,,,,,,,,,,,,,,,,,,,
"Notting, Tim",-,1,-,2,-,1,-,,,,,,,,,-,-,-,-,,,1,-,,-,,5.0
"Pike, Martin",-,-,1,-,1,-,-,-,1,2,2,1,1,-,-,1,1,-,-,-,-,,-,1,1,-,13.0
"Power, Luke",-,3,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,1,9.0
"Scott, Brad",-,-,-,1,1,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,,6.0
"Scott, Chris",-,2,-,1,-,-,1,4,-,1,2,,,-,1,-,,1,,-,-,1,-,,,,14.0
"Shattock, Aaron",2,-,-,,,,,-,-,-,1,1,-,1,-,1,-,-,-,-,1,-,,,,,7.0
"Voss, Michael",1,-,1,-,-,1,-,1,1,1,1,,2,-,-,1,2,-,-,-,-,-,-,-,1,-,13.0
"Weller, Luke",,,,,,,,,,,,1,-,-,,,-,,,,,,,,,,1.0
"White, Darryl",-,1,1,1,-,-,-,,,-,-,2,,,-,-,1,-,2,-,,1,2,-,1,3,15.0
Totals,11,15,8,16,15,9,12,13,13,13,18,11,10,8,14,14,12,9,20,11,16,9,10,10,14,21,332.0
Opponent,ES,PA,KA,CW,WB,GE,SY,AD,CA,ME,SK,WC,RI,FR,HW,ES,PA,KA,CW,SY,GE,WB,CW,AD,SY,CW,
