Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bird, Craig",2,-,1,-,-,,,,,,,,,,-,,,,,,,,,,3.0
"Cunningham, Harry",-,,-,-,1,,,-,-,2,1,-,1,-,-,-,-,-,-,3,1,3,-,-,12.0
"Derickx, Tom",,,,,,,,,,,,1,,,,,,,,,,,,,1.0
"Franklin, Lance",3,3,5,2,3,-,4,-,7,3,4,2,,3,3,,3,,,,1,1,,,47.0
"Goodes, Adam",-,-,,,2,1,1,1,2,1,3,-,3,-,-,1,,1,2,1,3,1,-,2,25.0
"Grundy, Heath",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hannebery, Dan",-,2,1,-,-,1,-,-,2,-,1,1,1,-,-,-,3,1,-,-,-,1,-,1,15.0
"Heeney, Isaac",1,-,4,-,,-,,,,,,,,,,2,-,1,-,1,4,2,-,1,16.0
"Jack, Brandon",,,,,,,,,-,,,,,,-,2,-,1,2,1,-,-,-,,6.0
"Jack, Kieren",1,1,1,-,1,-,1,-,-,1,-,-,1,1,1,-,-,-,-,2,-,-,,,11.0
"Jetta, Lewis",-,2,1,1,-,1,-,-,-,-,1,-,1,1,-,1,1,2,1,-,1,-,-,-,14.0
"Jones, Zak",,,,,,,,,,,,-,-,-,-,-,,-,,-,-,-,-,-,
"Kennedy, Josh",-,-,-,-,-,2,1,-,-,-,-,1,2,-,1,-,2,-,1,2,-,2,-,1,15.0
"Laidler, Jeremy",1,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,1,-,2.0
"Lloyd, Jake",-,1,-,1,-,-,-,-,,-,-,-,-,-,-,-,1,-,-,-,,-,-,-,3.0
"McGlynn, Ben",,,1,-,,1,-,2,2,,,,,,,,-,,,,,,-,-,6.0
"McVeigh, Jarrad",,1,-,-,-,-,1,2,1,-,-,-,-,1,1,-,1,-,1,1,1,,1,-,12.0
"Mitchell, Tom",,,,,-,-,3,-,-,1,-,1,-,-,-,-,-,1,1,,2,1,-,-,10.0
"Nankervis, Toby",,,,,,,,,,,,,1,,-,-,-,-,,,,,,,1.0
"Parker, Luke",-,-,2,1,-,1,5,1,-,1,-,2,1,-,1,-,2,1,-,,,,,,18.0
"Pyke, Mike",-,-,-,-,-,1,-,-,-,-,-,,-,-,,-,,,1,-,2,-,-,-,4.0
"Rampe, Dane",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Reid, Sam",-,-,-,-,,-,-,2,-,1,-,-,3,-,-,-,1,-,2,1,2,3,1,,16.0
"Richards, Ted",-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,-,-,
"Richards, Xavier",,,,,,,,,,,,,,,,-,,,,,,,,,
"Robinson, Dan",,,,,,,,,1,-,-,,,1,,,,,,,,,,,2.0
"Rohan, Gary",-,1,-,1,1,-,1,1,2,-,2,2,-,,,,,,2,,-,-,-,-,13.0
"Rose, James",,,,,,,,,,,,,,,,,,,,3,,,,-,3.0
"Shaw, Rhyce",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Smith, Nick",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,
"Tippett, Kurt",2,1,-,2,2,4,1,2,2,3,2,1,,3,-,,3,1,-,5,3,2,3,2,44.0
"Towers, Dean",-,2,-,,-,,-,,,,,,-,-,,,,,,-,,2,1,-,5.0
Totals,10,14,16,8,10,12,18,11,19,13,14,11,14,10,7,7,17,9,13,20,20,19,7,7,306.0
Opponent,ES,PA,GW,FR,WB,ME,GE,HW,CA,GC,NM,RI,PA,BL,HW,WC,AD,GE,CW,GW,SK,GC,FR,NM,
