Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,SF,PF,GF,Tot
"Amos, Mark",,,,,,,,,1,3,-,,,,,,,,-,,,,,,,4.0
"Armstrong, Barry",5,1,-,3,1,7,-,-,-,-,,,,,,,,,,,,,,,,17.0
"Baird, Doug",,,,,,,,,,,,,,,,,,,,,,-,,,,
"Chandler, Neil",5,3,1,2,1,3,1,2,3,-,3,3,1,2,3,3,4,-,,2,-,,-,3,-,45.0
"Crane, Gary",,,,,,,,,,2,2,2,8,2,5,3,-,3,1,5,-,2,1,4,1,41.0
"Crosswell, Brent",7,2,5,5,2,1,6,4,6,7,8,4,4,4,5,6,5,,2,10,-,1,3,10,6,113.0
"Doull, Bruce",4,4,5,7,1,-,,,,,,,,,,,3,2,3,,,,,,,29.0
"Fyffe, Peter",,,,,,,,,,7,2,4,-,-,,,,,,,,,,,,13.0
"Gallagher, Adrian",,,,,,,2,1,-,1,-,1,6,5,4,-,1,1,1,3,2,1,-,2,-,31.0
"Gill, Barry",2,3,5,1,-,1,2,1,1,3,1,-,2,1,6,2,2,1,2,6,4,,5,1,1,53.0
"Goold, John",,,,,,2,6,6,4,-,9,1,4,-,,,,4,1,,4,1,3,-,2,47.0
"Hall, Kevin",2,4,2,-,1,2,3,2,-,2,2,1,2,6,1,5,2,2,,5,-,5,3,-,3,55.0
"Hopkins, Ted",4,5,5,-,-,2,1,4,3,-,,,1,2,12,5,,-,-,4,,,2,2,-,52.0
"Hurst, Paul",4,-,-,-,-,,,,-,,,,,,,,,,,,,,,,,4.0
"Jackson, Syd",,,-,2,-,2,4,4,5,5,5,3,3,2,3,,,3,2,1,-,4,3,3,4,58.0
"Jesaulenko, Alex",1,1,2,5,1,5,3,-,4,2,1,1,2,5,4,-,1,2,-,1,2,1,3,1,1,49.0
"Jones, Peter",3,3,2,4,1,7,-,,,1,,2,6,2,,-,,,,6,7,8,-,6,3,61.0
"Keogh, Trevor",,,,-,1,,,,,,,,,,,,,,,,,,,,,1.0
"Kerr, Peter",,,,,,,,,,,-,1,,,,,,,,,,,,,,1.0
"Lawson-Smith, Gary",,,,,,,,,,-,2,-,,,,,,,,,,,,,,2.0
"Lofts, Wes",1,-,-,-,-,1,2,-,,,5,4,5,3,3,3,2,-,1,,,2,,,,32.0
"Lukas, Andrew",,,,,,,-,-,,,,,,,,,,,,,,,,,,
"McKay, David",2,-,2,2,2,3,2,-,1,3,-,1,1,-,1,5,1,1,2,3,2,2,-,5,2,43.0
"Mulcair, Barry",,,,,,,,,,,,,7,1,2,1,1,3,-,2,2,-,2,2,1,24.0
"Munari, Dennis",-,-,,,,-,,1,5,4,,1,,,,1,-,,,,,4,,,,16.0
"Nicholls, John",5,4,1,7,2,7,6,4,5,3,5,4,3,1,4,5,8,6,7,5,8,7,1,5,-,113.0
"Nicoll, Ian",3,2,4,-,1,1,2,4,2,,-,,-,,,,1,4,1,,,-,,,,25.0
"OConnell, John",,,-,,,,,,,,,,,,,,,,,,,,,,,
"Pinnell, Phillip",2,-,4,1,1,6,1,2,1,-,3,6,2,3,2,2,3,-,2,3,-,,,,1,45.0
"Quirk, Bryan",,,,,,,,,,,,,,,,,,-,1,2,6,1,3,2,,15.0
"Robertson, Ian",1,,1,4,,3,2,3,2,,,,,,5,3,3,4,1,3,3,,2,2,1,43.0
"Silvagni, Sergio",,,,,,,,,,,,,,,8,3,4,4,1,2,1,4,1,-,3,31.0
"Smith, Peter",,,,,,,,,,,,,,-,-,,-,,,,,,,,,
"Thornley, Bert",,-,,1,-,,,,,,-,4,7,3,12,4,,,,1,2,3,2,1,-,40.0
"Waite, Vin",-,4,1,5,5,1,5,2,10,3,5,-,2,7,5,5,2,,,5,3,2,3,5,9,89.0
"Walls, Robert",2,3,3,,3,7,6,3,4,,,,,,6,2,4,1,-,2,1,3,1,3,2,56.0
"Walsh, Brian",8,2,,,,,,,,,,,,,,,,,,,,,,,,10.0
Totals,61,41,43,49,23,61,54,43,57,46,53,43,66,49,91,58,47,41,28,71,47,51,38,57,40,1258.0
Opponent,ES,GE,RI,NM,SK,FI,SM,CW,HW,FO,ME,ES,GE,RI,NM,SK,FI,SM,CW,HW,FO,ME,CW,SK,CW,
