Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R16,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Bailey, Bret",-,-,-,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Battiston, Adrian",-,-,-,-,-,-,-,-,-,-,-,-,3,-,,,,,,,,,,,,3.0
"Campbell, Tony",-,-,,,,,,,,,,,,,,-,,,,,,,-,-,-,
"Chiron, Dean",,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,,-,
"Connolly, Chris",-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
"Cordner, David",,,,,-,,,,,,,,,,,,,,,,,,,,,
"Dean, Warren",-,-,-,-,-,3,2,-,-,-,,,-,-,,,-,-,-,,,2,-,-,-,7.0
"Eishold, Simon",,,,,,,,,,-,,,,,-,,-,-,-,-,,,-,-,-,
"Flower, Robert",3,-,,,,,3,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"Giles, Peter",-,-,-,,,-,-,-,-,-,-,-,-,-,,-,,,,,,,,,,
"Grinter, Rod",,-,,2,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,,,,-,2.0
"Healy, Greg",-,-,-,-,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,
"Hughes, Danny",-,-,-,-,-,-,-,-,,,,-,-,3,-,-,-,-,-,-,-,-,-,-,-,3.0
"Icke, Stephen",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Jackson, Ricky",,,,-,-,,,,-,-,-,,,,,,-,-,3,-,-,-,-,-,-,3.0
"Johnson, Alan",1,-,-,,,-,-,-,1,-,-,,,,,,,,,,,,,,,2.0
"Kiel, Peter",,,,,-,,,,,,,,,,,,,,,,,,,,,
"Kol, Nigel",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"Koop, Doug",,,-,-,-,-,,-,-,-,-,-,-,,-,-,,,,-,-,-,-,-,,
"Lovett, Brett",-,-,-,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Lovett, Glenn",,,,,,,,,,,,-,,,,,,-,,,,,,,,
"Lyon, Garry",,,-,-,-,-,-,1,-,-,,-,-,-,-,-,-,,-,-,-,-,,,,1.0
"Moore, Peter",-,,-,-,-,,,,,,-,-,,,,-,,,,,,,,,,
"Newport, Stephen",-,-,,,,,,,,,-,-,,,,,,,,,-,-,-,-,-,
"ODwyer, Steven",,,,-,,-,-,-,,,-,-,-,-,-,-,-,-,1,-,-,,,-,-,1.0
"Payne, Paul",,,,-,,-,-,-,-,,,,,,,,,,,,,,,,,
"Richards, Russell",,,,-,-,,,,-,-,-,-,-,-,-,-,,,,,,,-,,,
"Rugolo, Joseph",,,-,,,,,,,-,,,,,,,,,,,,,,,,
"Spalding, Earl",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,3,2,-,-,-,-,-,-,-,5.0
"Sparks, Bradley",,,,,,-,-,-,,,,,,,,,,,,,,,,,,
"Stretch, Steven",-,-,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,3.0
"Stynes, Jim",,,-,,,,,,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,
"Turner, Steve",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,-,,,,
"Viney, Todd",-,-,-,-,-,,,,,,,,,,-,-,-,1,-,2,-,-,-,-,-,3.0
"White, Robin",,,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,
"Wight, Sean",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,6.0
"Williams, David",-,-,-,-,,-,-,,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,,
"Wilson, Brian",-,-,-,,-,2,-,-,,,-,-,2,-,2,-,2,3,-,-,1,-,,-,-,12.0
"Yeats, Graeme",-,-,-,-,-,-,-,-,-,2,-,1,-,-,,,-,-,-,-,-,-,-,-,-,3.0
Totals,4,0,0,3,0,5,5,1,1,6,0,1,5,3,2,0,5,6,4,2,6,5,0,0,0,64.0
Opponent,FI,NM,GE,SK,BB,RI,CW,FO,WC,ES,CA,SY,HW,FI,NM,SK,GE,BB,RI,CW,WC,FO,NM,SY,HW,
