Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,Tot
"Allen, Les",,,3,8,3,3,6,6,3,2,3,5,4,,2,-,3,3,2,56.0
"Arthur, Vin",,,1,,,,,,,-,-,,,4,-,-,,-,-,5.0
"Brew, Ray",,,-,-,-,-,,,-,-,-,-,-,1,-,-,-,1,-,2.0
"Clarke, Ansell",-,4,1,3,1,1,2,-,-,-,5,4,2,6,4,4,-,1,1,39.0
"Clover, Horrie",1,-,,,,,1,1,5,8,-,3,2,,2,6,4,,1,34.0
"Collins, Norm",1,-,-,-,-,-,-,-,,-,,,,2,-,,,-,,3.0
"Crone, Len",,,,,,,,-,,,,,,,,-,-,-,-,
"Crowe, Jim",-,3,-,-,1,3,-,-,2,-,,-,1,3,1,-,1,1,-,16.0
"Davey, Charlie",-,1,1,-,1,1,-,-,3,-,-,2,-,3,-,2,2,1,-,17.0
"Doyle, Alex",1,3,2,,2,2,-,-,-,1,-,-,-,-,-,-,2,-,1,14.0
"Duncan, Alex",-,-,-,-,-,,,-,-,-,-,-,-,-,-,,-,1,-,1.0
"Flynn, Bill",,,,,,,3,,,,,,,,,,,,,3.0
"Gilby, Fred",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Gill, Frank",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Green, Jack",2,3,3,2,-,3,3,1,-,2,1,1,1,4,1,2,-,2,1,32.0
"Huxtable, Eric",,,,,,-,-,-,-,-,-,-,-,-,,,,-,-,
"Johnson, Maurie",2,2,1,4,-,1,,1,-,,-,-,-,,,-,-,,,11.0
"Kelleher, Dinny",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
"Kelly, Joe",-,-,,-,-,-,-,-,-,,-,-,-,-,1,1,-,,,2.0
"Lever, Bill",,-,,,,,,,,,,,,,,,,,,
"Martyn, Aubrey",-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,
"Martyn, Colin",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"McSwain, Charlie",,,,1,-,,,,,,,,,-,,,,,,1.0
"Parsons, Charlie",-,-,-,-,,-,-,,-,-,-,-,-,-,-,-,-,-,,
"Pollock, Ted",,,,,,,,,-,,,,,,,,,,,
"Scharp, Bruce",,,,,,,,,,,,,,,,1,-,,-,1.0
"Sheil, Ernie",-,,,,,,,,,,,,,,,,,,,
"Thomson, Henry",,,,,,,-,,,,,,,,,,,,,
"Vallence, Harry",1,1,1,2,2,3,,-,,3,3,-,-,,,,,-,2,18.0
"Williams, Fred",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,8,17,13,20,10,17,15,9,13,16,12,15,10,23,11,16,12,10,8,255.0
Opponent,ES,RI,HW,SM,GE,FI,NM,ME,SK,CW,FO,GE,FI,NM,ME,SK,CW,FO,GE,
