Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R24,EF,SF,Tot
"Armfield, Dennis",3,1,,,,-,5,1,2,2,,,2,,,,3,1,,2,1,3,2,2,30.0
"Austin, Mark",,,,,,,,,,,,,4,,,,,,,,,,,,4.0
"Betts, Eddie",4,6,4,3,7,5,2,4,4,-,3,3,2,3,-,-,3,2,6,5,4,1,5,8,84.0
"Bower, Paul",,,,,,,,,,,-,,,,2,1,,,,,,,,,3.0
"Carrazzo, Andrew",5,3,-,11,6,9,11,3,7,2,5,5,5,4,,,,,,2,3,,9,5,95.0
"Collins, Andrew",,,1,4,,,,,,,,,,,,,,,,,,,,,5.0
"Curnow, Ed",7,2,5,5,4,10,1,,,2,7,8,,,,2,2,,,,,,,,55.0
"Davies, Marcus",,,,,,,,,,,,,,,,,7,2,-,3,4,2,1,2,21.0
"Duigan, Nick",2,1,4,2,3,1,2,1,1,5,3,6,,,1,3,2,-,1,2,2,3,4,1,50.0
"Ellard, David",,,,,5,10,6,9,6,2,8,7,10,5,15,7,3,4,3,6,2,,3,4,115.0
"Garlett, Jeff",4,-,2,4,7,6,2,4,3,3,6,4,4,9,3,2,4,6,4,2,2,6,4,5,96.0
"Gibbs, Bryce",6,1,2,6,5,4,4,3,4,2,2,2,1,3,8,2,3,9,-,5,4,3,3,,82.0
"Hampson, Shaun",1,1,-,2,1,,,,2,2,5,3,,,,,,,,,,,,,17.0
"Henderson, Lachie",,,,2,,,,,,,5,2,2,1,1,3,4,1,-,4,2,3,3,1,34.0
"Houlihan, Ryan",,,,,,,,,,,,2,6,2,1,,,1,1,,,,,,13.0
"Jamison, Michael",,,2,2,1,2,2,6,2,-,1,2,-,,,,,,,,3,,2,1,26.0
"Joseph, Aaron",,,,,2,4,2,,,,,,,,5,2,,,3,2,2,2,2,2,28.0
"Judd, Chris",6,8,8,5,3,8,5,5,12,4,6,4,6,10,9,5,12,4,6,2,6,3,4,7,148.0
"Kreuzer, Matthew",,,,,,,,,,,3,7,1,5,5,2,4,2,6,6,3,-,,,44.0
"Laidler, Jeremy",5,3,3,3,3,4,,3,4,,,,,-,2,1,5,-,2,-,-,-,-,4,42.0
"Lucas, Kane",3,,,,,,,,,,,,,,,,,,,,,1,,,4.0
"McLean, Brock",,,,,,,,5,5,,,,,,,,,9,4,,,,,,23.0
"Murphy, Marc",7,2,3,1,7,10,5,4,7,3,7,6,4,2,3,3,4,3,1,6,9,-,3,8,108.0
"OKeeffe, Rhys",,,,,,,,,,,,,1,,,,,,,,,,,,1.0
"OhAilpin, Setanta",,,,,,2,1,1,1,1,,,,,,,,,,,,1,2,1,10.0
"Robinson, Mitch",5,4,5,6,1,3,2,3,6,4,-,5,,6,8,3,3,6,5,4,4,5,1,8,97.0
"Russell, Jordan",1,4,-,9,1,3,4,4,-,6,3,5,4,3,5,,,,,,,3,,,55.0
"Scotland, Heath",1,1,4,3,1,10,4,3,2,1,1,3,3,4,4,3,6,2,4,2,1,1,7,2,73.0
"Simpson, Kade",8,1,1,3,6,2,6,4,2,7,4,5,2,3,5,1,3,3,1,2,3,1,2,4,79.0
"Thornton, Bret",-,4,3,,,,2,-,-,-,1,4,1,1,4,2,1,-,-,-,2,,1,1,27.0
"Tuohy, Zach",,,,,,,,,,-,1,-,3,1,,,-,-,3,1,,-,,-,9.0
"Twomey, Wayde",,,,,,,,,,,,,,,,4,4,,,,,,,,8.0
"Waite, Jarrad",1,1,4,3,4,2,3,-,1,1,,,,2,2,,,,,,,,,,24.0
"Walker, Andrew",2,1,4,4,4,2,1,4,4,1,2,3,3,2,3,1,3,2,5,5,2,1,1,2,62.0
"Warnock, Robert",6,2,-,1,-,3,4,1,,,,,3,-,5,2,4,2,2,5,2,1,4,4,51.0
"Watson, Matthew",,1,-,,,,,,,,,,,,,1,,,,,,,,,2.0
"White, Simon",1,-,,2,2,6,,,,,,,,-,,,,,,,,,,,11.0
"Yarran, Chris",2,6,1,6,1,,1,7,6,1,5,2,5,-,3,1,2,1,8,5,4,2,4,3,76.0
Totals,80,53,56,87,74,106,75,75,81,49,78,88,72,66,94,51,82,60,65,71,65,42,67,75,1712.0
Opponent,RI,GC,CW,ES,AD,SY,SK,GE,ME,PA,BL,SY,WC,RI,WB,CW,ES,NM,ME,FR,HW,SK,ES,WC,
