Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,Tot
"Arceri, Mark",,,,,,,,,,,,,,,1,,,1,2,-,-,1,1,1,7.0
"Berry, William",,,,,,,,,,,,,,,,,,,-,,,,,,
"Collins, Jon",-,-,,,,,,,,,,,,,,,-,-,-,-,,,,,
"Crocker, Darren",,,,,,,,,,,-,-,1,,1,2,2,-,1,1,-,-,-,-,8.0
"Demetriou, Andrew",,,,,,-,1,3,1,-,1,-,-,1,,-,-,-,,1,-,1,2,1,12.0
"Dugdale, Dean",-,,,,,,,,,,,,,,,,,,,,,,,,
"Dwyer, David",-,1,2,1,,,,,,,,,,,,,,1,,-,2,,1,-,8.0
"Fairley, Ian",,,,,,,,,,,,,,1,1,,,,,,,1,-,1,4.0
"Furey, Tony",1,1,2,-,,,,,,,,,,,,,-,1,-,-,1,-,,,6.0
"German, Peter",,,,,3,2,1,-,1,4,1,1,-,1,5,2,2,-,-,1,-,,,,24.0
"Glendinning, Ross",2,1,4,-,-,1,4,1,2,-,4,2,,,2,-,1,-,2,-,-,1,3,2,32.0
"Greig, Keith",-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,1,,1,-,-,2.0
"Harrington, Tim",-,-,,,,,,,,,-,-,-,-,1,-,,,,,,,,,1.0
"Hickey, Steve",-,-,-,-,-,-,-,-,,-,-,,,,,,,,-,,-,-,,,
"Hodgeman, Kym",2,,,,,,,1,3,1,2,1,,1,2,2,1,1,1,-,-,-,-,-,18.0
"Holt, John",2,1,-,1,-,-,2,1,-,1,,1,-,1,1,,-,-,,1,2,-,2,1,17.0
"Jonas, Peter",1,2,1,1,-,-,1,3,2,-,-,2,1,1,7,-,-,1,1,2,2,1,1,1,31.0
"Kelly, Phil",,,,,,,,,,,,,,1,,,,,,,,,,,1.0
"Koop, Doug",,,,,,,,,,,1,1,,,,,,,,,,,,,2.0
"Krakouer, Jim",1,2,2,1,3,2,-,-,1,4,1,2,1,2,-,1,3,,,,,,,3,29.0
"Krakouer, Phil",3,3,1,2,3,-,2,-,1,1,4,-,1,1,,,4,-,1,2,2,2,1,1,35.0
"Larkin, Matthew",2,-,3,-,2,3,1,1,3,2,-,1,1,-,-,2,2,,-,2,2,2,1,2,32.0
"Law, John",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,,-,-,1.0
"Lewis, Rod",,1,,,,,,,,,,,,,,,,,,,,,,,1.0
"Lisle, Mark",-,-,-,1,-,-,-,-,-,-,-,-,-,-,,-,,,,,,,,,1.0
"McCann, Stephen",1,,,4,2,1,2,-,-,-,-,-,2,-,-,-,-,-,,5,5,3,4,1,30.0
"McDonald, Donald",,,6,1,-,3,3,-,1,2,2,2,-,,-,1,1,-,-,-,-,-,1,1,24.0
"McGuire, Kevin",-,1,-,,-,,,,,,,,-,,,,,,,,,,,,1.0
"Norman, Rick",-,,,,,,,,,,,,,,,,,,,,,,,,
"Passmore, Michael",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,,
"Ramsay, Roy",,,,,,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,3.0
"Robertson, Rohan",,,-,-,-,,,,,,,,,,,,,,,,,,,,
"Robertson, Shane",,,-,-,1,-,,,,,,,,,,,,,,,,,,,1.0
"Ryan, Brendan",,,,,,5,4,1,1,2,1,1,-,-,-,-,,,,,,,,,15.0
"Schimmelbusch, Wayne",,2,-,3,-,3,1,,1,1,,,2,-,-,2,,,2,,,1,2,,20.0
"Smith, Peter",,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,
"Smith, Ross",,1,1,1,-,,-,-,1,1,-,-,-,-,,-,-,1,-,-,-,-,-,-,6.0
"Spargo, Paul",,,,,,,,,,,,,,,,,,,,,,,,1,1.0
"Steele, Darren",,-,,,,,,,,,,,,,-,-,1,1,2,,-,-,1,-,5.0
"Stevenson, Jamie",,,,,,,,,,,,,,,,,,-,-,-,,,,,
Totals,15,16,22,16,14,20,22,11,18,19,17,14,9,10,21,12,17,8,14,16,17,14,20,16,378.0
Opponent,CW,FO,CA,SK,GE,ME,ES,SY,RI,FI,HW,CW,FO,CA,SK,GE,ME,ES,SY,RI,FI,HW,CA,FO,
