Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bartel, Jimmy",2,1,1,2,1,-,1,-,-,-,-,3,2,-,1,-,3,1,-,,-,3,-,-,21.0
"Bews, Jed",,,,,,,,-,-,-,-,,,-,-,,,,,-,,,,,
"Blicavs, Mark",-,-,-,-,1,1,-,1,-,-,-,-,-,1,-,1,,-,1,1,-,-,-,-,7.0
"Brown, Mitch",-,-,-,,,,,,,,,,,,,,,,,,,1,,-,1.0
"Burbury, George",,,-,1,1,1,-,,,,,,,,,,,,,,,,,,3.0
"Caddy, Josh",1,-,-,-,,,,,,,,,-,-,1,-,-,-,-,1,-,-,-,3,6.0
"Christensen, Allen",,,,,,,,,,,,,-,1,-,-,,1,1,-,1,,,,4.0
"Duncan, Mitch",-,-,1,1,-,-,-,-,1,-,-,1,1,1,-,1,-,1,-,1,1,5,-,1,16.0
"Enright, Corey",-,1,,-,-,1,-,-,1,,-,-,-,-,-,-,-,-,-,-,-,1,-,-,4.0
"Guthrie, Cameron",-,-,1,1,-,1,-,1,3,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,9.0
"Hartman, Brad",,,,,,,,,,,,2,,,-,-,-,,,,1,,,,3.0
"Hawkins, Tom",-,-,1,1,1,-,-,1,3,-,3,2,-,1,-,1,1,-,-,1,-,-,1,-,17.0
"Horlin-Smith, George",,-,1,-,1,-,-,1,-,-,1,1,,-,1,-,-,-,1,1,,-,-,-,8.0
"Hunt, Taylor",-,-,,-,-,1,-,1,,,,,,,,,,,,,,,,,2.0
"Johnson, Steve",1,1,1,2,-,-,-,-,,-,-,,-,2,1,2,-,1,1,,,,-,,12.0
"Kelly, James",-,1,-,-,-,-,1,-,-,-,-,2,-,1,,1,-,-,-,1,-,-,-,-,7.0
"Kersten, Shane",,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,,,,2.0
"Lang, Darcy",,,,,,,,,,,,-,,,,,,,,,,,,,
"Lonergan, Tom",-,-,-,-,-,-,-,-,-,,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Mackie, Andrew",-,-,-,-,-,,,-,-,-,-,1,1,-,-,1,-,1,-,1,1,-,-,1,7.0
"McCarthy, Lincoln",1,-,,,,,,,,,,,,,,,,,,,,1,,1,3.0
"McIntosh, Hamish",1,1,2,-,2,-,-,-,1,-,-,,1,,-,-,-,,1,-,1,,-,,10.0
"Motlop, Steven",,,,,,,-,-,1,-,-,-,1,1,2,1,-,2,-,-,-,,-,-,8.0
"Murdoch, Jordan",2,1,1,-,-,-,-,-,2,-,-,1,-,1,-,-,1,1,-,,-,-,-,-,10.0
"Rivers, Jared",-,,-,1,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,2,-,-,3.0
"Selwood, Joel",1,2,-,-,2,1,-,-,-,-,1,-,1,-,-,1,3,2,1,-,-,-,3,2,20.0
"Sheringham, Jackson",,,-,,-,-,-,-,-,2,,,,,,,,,,,,,,,2.0
"Simpson, Dawson",-,-,-,-,1,,1,1,-,-,,-,,-,,,-,-,,,,,,,3.0
"Smedts, Billie",,,,,,,,,,-,-,-,-,,,,,,,-,,-,,,
"Stokes, Mathew",1,1,-,3,2,-,-,,-,1,3,2,-,,,,2,1,-,1,1,-,2,1,21.0
"Stringer, Jesse",,,,,,,,,-,-,-,-,,,,,,,,,,,,,
"Taylor, Harry",1,-,-,-,1,-,-,1,-,1,-,-,,-,-,-,-,-,-,-,-,-,1,1,6.0
"Thurlow, Jackson",,,,,,-,,,,,,,,,,,,,,-,-,-,-,-,
"Varcoe, Travis",-,-,-,-,-,-,-,-,-,-,,-,1,1,1,-,1,-,-,-,1,1,-,1,7.0
"Walker, Josh",,,,,,-,,,,,3,-,-,,,,,,,,,1,-,-,4.0
Totals,11,9,9,12,13,6,3,7,12,4,13,16,8,10,7,10,11,11,7,8,7,16,7,11,228.0
Opponent,AD,BL,CW,WC,HW,PA,RI,FR,NM,SY,CA,SK,GC,ES,WB,ME,GW,NM,FR,CA,HW,BL,HW,NM,
