Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bartel, Jimmy",2,1,-,4,3,2,1,1,2,-,3,1,1,-,1,-,2,2,2,,-,-,2,1,31.0
"Bews, Jed",,,,,,,,-,-,-,-,,,-,-,,,,,-,,,,,
"Blicavs, Mark",-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,,-,-,2,-,-,2,-,8.0
"Brown, Mitch",-,-,1,,,,,,,,,,,,,,,,,,,1,,-,2.0
"Burbury, George",,,-,1,-,1,-,,,,,,,,,,,,,,,,,,2.0
"Caddy, Josh",2,-,-,-,,,,,,,,,-,-,-,1,1,3,1,3,-,2,1,-,14.0
"Christensen, Allen",,,,,,,,,,,,,1,-,-,3,,-,1,1,-,,,,6.0
"Duncan, Mitch",-,2,1,-,-,-,1,1,1,-,1,3,-,1,1,-,-,1,-,-,1,1,-,-,15.0
"Enright, Corey",1,-,,-,-,-,-,-,-,,-,-,-,-,1,-,-,-,-,-,-,1,-,1,4.0
"Guthrie, Cameron",1,-,-,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,5.0
"Hartman, Brad",,,,,,,,,,,,-,,,-,-,-,,,,-,,,,
"Hawkins, Tom",3,2,4,5,8,4,2,3,6,3,6,5,2,4,2,5,2,3,1,6,3,9,1,8,97.0
"Horlin-Smith, George",,1,2,1,-,1,-,-,1,-,-,1,,1,-,1,-,-,-,-,,-,-,-,9.0
"Hunt, Taylor",1,1,,-,-,-,-,-,,,,,,,,,,,,,,,,,2.0
"Johnson, Steve",-,1,1,4,2,-,-,1,,1,-,,1,-,1,2,1,-,-,,,,1,,16.0
"Kelly, James",-,1,-,-,-,-,-,-,-,-,-,-,-,-,,2,-,-,-,-,-,-,-,-,3.0
"Kersten, Shane",,,,,,,,,,,,,3,2,1,1,2,1,-,1,-,,,,11.0
"Lang, Darcy",,,,,,,,,,,,2,,,,,,,,,,,,,2.0
"Lonergan, Tom",-,-,-,-,-,-,-,-,-,,1,-,-,-,-,-,-,1,-,-,-,-,-,-,2.0
"Mackie, Andrew",-,-,-,-,-,,,-,-,-,1,1,-,2,-,-,-,-,-,1,-,-,-,-,5.0
"McCarthy, Lincoln",-,-,,,,,,,,,,,,,,,,,,,,-,,-,
"McIntosh, Hamish",1,1,1,2,2,-,-,-,-,-,-,,1,,-,-,-,,-,-,-,,-,,8.0
"Motlop, Steven",,,,,,,-,1,-,-,1,3,1,-,1,-,-,1,2,3,1,,-,3,17.0
"Murdoch, Jordan",-,1,2,1,2,1,-,-,1,-,-,2,-,-,1,1,-,-,-,,1,2,-,-,15.0
"Rivers, Jared",-,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Selwood, Joel",1,1,-,2,-,-,-,-,1,-,1,1,1,1,-,2,4,1,1,1,1,1,1,-,21.0
"Sheringham, Jackson",,,1,,-,-,-,-,1,-,,,,,,,,,,,,,,,2.0
"Simpson, Dawson",-,-,-,-,-,,-,-,-,-,,-,,-,,,2,-,,,,,,,2.0
"Smedts, Billie",,,,,,,,,,-,-,-,-,,,,,,,-,,-,,,
"Stokes, Mathew",-,-,-,-,1,1,1,,-,-,3,1,-,,,,-,-,1,-,-,1,-,1,10.0
"Stringer, Jesse",,,,,,,,,1,-,-,-,,,,,,,,,,,,,1.0
"Taylor, Harry",-,-,-,-,-,1,-,1,-,-,-,-,,-,-,-,-,1,-,-,1,-,1,-,5.0
"Thurlow, Jackson",,,,,,-,,,,,,,,,,,,,,1,-,1,-,-,2.0
"Varcoe, Travis",1,1,-,-,-,2,-,1,-,-,,1,-,-,-,-,-,-,-,-,-,-,-,-,6.0
"Walker, Josh",,,,,,2,,,,,1,2,-,,,,,,,,,3,1,4,13.0
Totals,13,13,15,21,20,15,5,9,14,4,19,23,12,11,9,19,14,14,9,19,8,22,10,19,337.0
Opponent,AD,BL,CW,WC,HW,PA,RI,FR,NM,SY,CA,SK,GC,ES,WB,ME,GW,NM,FR,CA,HW,BL,HW,NM,
