Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bartel, Jimmy",5,3,3,11,3,6,6,2,5,4,4,6,-,4,5,1,3,2,7,,3,5,4,5,97.0
"Bews, Jed",,,,,,,,2,-,1,-,,,2,1,,,,,1,,,,,7.0
"Blicavs, Mark",1,1,-,1,1,3,1,1,-,2,-,1,1,2,-,1,,1,1,3,-,-,1,1,23.0
"Brown, Mitch",5,-,1,,,,,,,,,,,,,,,,,,,6,,1,13.0
"Burbury, George",,,4,2,3,1,1,,,,,,,,,,,,,,,,,,11.0
"Caddy, Josh",1,3,3,1,,,,,,,,,1,1,3,2,2,3,-,4,4,5,2,5,40.0
"Christensen, Allen",,,,,,,,,,,,,5,1,2,-,,8,3,3,4,,,,26.0
"Duncan, Mitch",2,1,3,9,6,6,5,6,2,1,3,-,5,4,4,4,2,2,8,2,1,7,4,6,93.0
"Enright, Corey",2,1,,2,1,1,2,-,3,,4,2,1,-,1,3,4,1,2,3,3,5,6,3,50.0
"Guthrie, Cameron",1,3,2,1,2,-,3,3,2,1,3,2,1,-,2,1,4,3,-,2,-,-,3,2,41.0
"Hartman, Brad",,,,,,,,,,,,3,,,1,1,-,,,,3,,,,8.0
"Hawkins, Tom",2,-,2,2,2,1,2,2,-,2,4,5,1,1,4,1,4,1,5,2,3,1,2,3,52.0
"Horlin-Smith, George",,-,2,5,1,4,2,2,2,-,2,2,,3,2,2,1,1,1,3,,2,3,3,43.0
"Hunt, Taylor",3,1,,3,3,2,-,3,,,,,,,,,,,,,,,,,15.0
"Johnson, Steve",8,8,5,4,6,5,6,2,,3,6,,3,8,4,8,3,2,1,,,,3,,85.0
"Kelly, James",2,3,4,1,2,4,3,1,3,5,6,5,3,3,,3,1,-,2,4,-,-,2,-,57.0
"Kersten, Shane",,,,,,,,,,,,,2,1,-,2,1,1,1,1,1,,,,10.0
"Lang, Darcy",,,,,,,,,,,,-,,,,,,,,,,,,,
"Lonergan, Tom",2,1,1,1,-,-,1,2,-,,1,2,-,-,2,-,-,-,-,-,2,2,-,1,18.0
"Mackie, Andrew",4,2,2,4,-,,,2,3,3,1,2,2,2,2,3,2,5,2,2,5,1,-,6,55.0
"McCarthy, Lincoln",3,5,,,,,,,,,,,,,,,,,,,,3,,-,11.0
"McIntosh, Hamish",3,1,4,1,5,1,1,1,2,2,3,,1,,1,3,2,,3,4,2,,1,,41.0
"Motlop, Steven",,,,,,,6,1,7,5,2,5,7,4,3,8,8,4,4,5,-,,2,3,74.0
"Murdoch, Jordan",4,2,1,5,2,2,3,3,4,2,1,4,2,6,-,2,3,3,2,,2,2,3,1,59.0
"Rivers, Jared",1,,1,1,3,1,1,1,1,-,3,,2,-,1,2,1,1,1,1,-,2,-,1,25.0
"Selwood, Joel",6,7,2,3,4,6,7,4,4,1,3,4,2,5,2,5,5,7,1,3,2,6,7,4,100.0
"Sheringham, Jackson",,,3,,1,1,-,-,1,4,,,,,,,,,,,,,,,10.0
"Simpson, Dawson",-,-,2,1,1,,-,-,-,-,,1,,1,,,1,-,,,,,,,7.0
"Smedts, Billie",,,,,,,,,,1,2,1,2,,,,,,,4,,-,,,10.0
"Stokes, Mathew",2,5,4,2,3,3,5,,5,1,3,7,-,,,,5,5,-,4,6,6,4,1,71.0
"Stringer, Jesse",,,,,,,,,-,2,2,-,,,,,,,,,,,,,4.0
"Taylor, Harry",1,2,3,1,1,-,1,-,1,2,-,1,,2,-,2,2,2,2,-,1,-,-,2,26.0
"Thurlow, Jackson",,,,,,-,,,,,,,,,,,,,,2,1,2,-,-,5.0
"Varcoe, Travis",4,4,4,1,2,1,2,3,4,2,,3,1,3,3,3,1,-,1,1,2,3,4,3,55.0
"Walker, Josh",,,,,,1,,,,,-,1,1,,,,,,,,,-,1,1,5.0
Totals,62,53,56,62,52,49,58,41,49,44,53,57,43,53,43,57,55,52,47,54,45,58,52,52,1247.0
Opponent,AD,BL,CW,WC,HW,PA,RI,FR,NM,SY,CA,SK,GC,ES,WB,ME,GW,NM,FR,CA,HW,BL,HW,NM,
