Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Bassett, Nathan",-,4,-,-,6,-,-,1,-,-,2,-,2,4,-,-,2,1,1,-,-,3,-,26.0
"Bock, Nathan",3,4,11,3,3,5,3,3,2,-,1,3,4,1,6,3,-,-,1,7,3,-,-,66.0
"Burton, Brett",-,-,-,-,-,1,-,1,-,-,,,-,-,-,,,,,,,,,2.0
"Campbell, Bryce",,,,-,,,,,,,,,,,-,1,-,-,-,-,,,,1.0
"Dangerfield, Patrick",,,,,,,,,,,,,,,,,,,,-,-,,,
"Doughty, Michael",-,-,-,-,2,1,1,1,1,-,1,-,-,-,2,1,-,-,-,-,-,-,4,14.0
"Douglas, Richard",-,-,-,-,2,-,-,,-,1,-,-,-,1,2,1,-,1,-,2,2,-,-,12.0
"Edwards, Tyson",4,-,1,-,2,3,1,1,2,1,3,-,1,-,3,-,4,1,-,-,1,-,-,28.0
"Gill, Nick",,,,,,,,,,,,,-,-,,,-,1,-,1,-,-,-,2.0
"Goodwin, Simon",2,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,6.0
"Griffin, Jonathon",-,4,-,-,-,-,-,-,1,-,,-,,,-,,,,,,,,,5.0
"Jacky, Jarrhan",,,,,-,,-,3,,,,,,,,,,,,,,,,3.0
"Jericho, Luke",,-,-,,,,,-,,,-,-,-,,,-,,,,,,,,
"Johncock, Graham",-,2,1,1,-,4,2,-,-,-,2,-,-,3,2,-,,,-,-,-,-,3,20.0
"Knights, Chris",,,,,,-,-,-,-,1,-,-,-,-,-,3,4,-,,,1,-,-,9.0
"Mackay, David",3,-,-,-,2,1,6,1,-,-,-,-,,,,,2,1,-,-,-,-,1,17.0
"Maric, Ivan",,,,,,,,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Massie, Kris",,-,-,,,,1,,,,,,,-,1,-,,1,2,-,2,-,-,7.0
"McGregor, Ken",-,-,-,-,-,1,,,,,-,,,,,,,,,,,,,1.0
"McLeod, Andrew",-,2,3,-,2,1,-,2,-,-,-,-,-,,,-,-,1,2,1,2,-,-,16.0
"Moran, Brad",,,,,,,,,,,,,,,,-,1,-,-,1,1,,-,3.0
"Otten, Andy",,,,,,,,,,,,-,,,,,,,-,,,,,
"Porplyzia, Jason",-,2,-,-,1,1,-,1,3,1,1,-,-,1,-,,-,-,,,,-,,11.0
"Reilly, Brent",-,,,,,,,,1,-,-,,-,-,,,,,,-,-,,,1.0
"Rutten, Ben",-,7,-,-,5,-,,4,4,-,1,-,-,-,1,-,2,-,-,3,4,1,1,33.0
"Sellar, James",,,,,,,-,,,,,,,,,,,,,,,,,
"Shirley, Robert",-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Stevens, Scott",-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3.0
"Symes, Brad",5,1,3,1,-,2,,,,,,,,-,4,-,-,1,-,1,1,-,-,19.0
"Thompson, Scott",-,2,-,-,1,-,-,-,-,2,-,-,3,-,-,-,-,-,-,-,-,-,-,8.0
"Tippett, Kurt",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,
"Vince, Bernie",1,-,4,-,3,-,-,4,2,-,1,-,6,2,-,3,7,-,-,,,-,1,34.0
"van Berlo, Nathan",-,-,2,1,2,1,-,3,-,-,3,1,-,-,2,-,-,2,-,-,-,3,1,21.0
Totals,18,29,25,6,33,22,14,25,16,6,15,4,16,14,24,12,22,10,6,17,17,7,11,369.0
Opponent,WB,WC,PA,HW,FR,CA,NM,ME,WC,ES,RI,HW,BL,GE,CW,PA,SY,CA,RI,ES,SK,WB,CW,
