Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Bassett, Nathan",-,-,-,-,-,1,-,1,1,-,1,-,2,3,2,1,1,-,2,-,-,1,1,17.0
"Bock, Nathan",3,1,2,1,-,2,2,4,2,2,-,1,1,1,2,2,3,6,1,5,1,-,1,43.0
"Burton, Brett",2,3,4,2,7,4,3,3,2,4,,,5,5,2,,,,,,,,,46.0
"Campbell, Bryce",,,,-,,,,,,,,,,,1,2,3,3,-,-,,,,9.0
"Dangerfield, Patrick",,,,,,,,,,,,,,,,,,,,2,-,,,2.0
"Doughty, Michael",1,1,3,3,1,3,-,1,1,-,2,-,-,1,3,5,2,2,5,1,-,6,1,42.0
"Douglas, Richard",2,1,1,5,2,1,4,,1,3,-,5,2,1,-,2,2,1,1,2,2,1,2,41.0
"Edwards, Tyson",2,1,1,3,-,3,2,3,-,3,2,5,4,1,7,1,1,2,1,1,2,1,3,49.0
"Gill, Nick",,,,,,,,,,,,,3,3,,,1,6,1,7,3,3,4,31.0
"Goodwin, Simon",8,7,5,1,4,7,5,4,2,7,6,1,2,7,6,2,4,5,1,4,4,4,2,98.0
"Griffin, Jonathon",2,2,3,2,-,4,1,2,1,1,,1,,,1,,,,,,,,,20.0
"Jacky, Jarrhan",,,,,2,,2,1,,,,,,,,,,,,,,,,5.0
"Jericho, Luke",,3,-,,,,,1,,,4,-,-,,,4,,,,,,,,12.0
"Johncock, Graham",-,1,2,1,1,-,-,5,5,-,2,2,1,1,1,-,,,4,2,-,1,1,30.0
"Knights, Chris",,,,,,2,2,6,1,4,5,2,1,4,5,4,7,2,,,2,2,3,52.0
"Mackay, David",3,-,3,2,3,1,6,3,1,-,2,-,,,,,-,1,2,5,4,3,3,42.0
"Maric, Ivan",,,,,,,,-,2,3,-,-,-,1,-,1,1,1,-,2,1,6,1,19.0
"Massie, Kris",,1,2,,,,-,,,,,,,4,4,-,,-,2,1,1,1,2,18.0
"McGregor, Ken",2,4,1,1,2,-,,,,,-,,,,,,,,,,,,,10.0
"McLeod, Andrew",1,3,1,3,6,2,6,2,4,3,4,3,3,,,1,2,1,2,4,3,3,4,61.0
"Moran, Brad",,,,,,,,,,,,,,,,1,-,1,-,1,1,,1,5.0
"Otten, Andy",,,,,,,,,,,,-,,,,,,,1,,,,,1.0
"Porplyzia, Jason",3,7,1,2,1,3,5,4,7,2,5,4,4,1,-,,1,1,,,,1,,52.0
"Reilly, Brent",1,,,,,,,,3,4,3,,1,2,,,,,,5,2,,,21.0
"Rutten, Ben",1,-,-,-,-,1,,-,-,1,-,-,-,-,1,1,1,1,-,2,1,1,-,11.0
"Sellar, James",,,,,,,-,,,,,,,,,,,,,,,,,
"Shirley, Robert",-,,,-,2,6,2,4,2,2,2,-,3,-,1,-,3,1,4,1,2,3,4,42.0
"Stevens, Scott",10,2,-,3,-,-,-,4,1,2,1,-,2,4,-,4,1,4,2,4,1,6,3,54.0
"Symes, Brad",6,2,-,3,1,2,,,,,,,,2,1,3,5,2,6,2,3,1,2,41.0
"Thompson, Scott",4,5,4,2,1,4,5,1,6,5,5,11,3,2,4,-,4,5,2,4,3,3,5,88.0
"Tippett, Kurt",1,-,-,-,-,-,1,-,-,-,3,-,-,1,-,-,-,,,,,1,1,8.0
"Vince, Bernie",2,4,6,5,5,3,2,4,2,4,8,5,4,2,1,2,4,2,5,,,3,2,75.0
"van Berlo, Nathan",2,2,2,3,3,4,7,5,3,3,4,3,3,1,5,8,-,8,5,4,1,6,2,84.0
Totals,56,50,41,42,41,53,55,58,47,53,59,43,44,47,47,44,46,55,47,59,37,57,48,1129.0
Opponent,WB,WC,PA,HW,FR,CA,NM,ME,WC,ES,RI,HW,BL,GE,CW,PA,SY,CA,RI,ES,SK,WB,CW,
