Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Barrass, Tom",,4,3,2,2,4,2,6,1,,,4,5,5,3,4,5,4,,,2,2,2,5,65.0
"Butler, Sam",,,,6,3,4,2,2,1,2,1,,,1,,,,,,,,,,,22.0
"Cole, Tom",,,,,,,,,,,,3,2,1,,,-,,,,,,,,6.0
"Cripps, Jamie",-,1,-,1,-,,,,-,1,-,-,-,1,-,-,1,1,-,-,-,-,1,-,7.0
"Darling, Jack",-,-,-,,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,1,-,-,-,4.0
"Duggan, Liam",,,,-,3,2,,1,1,2,1,2,1,3,7,4,1,5,3,3,1,5,2,-,47.0
"Gaff, Andrew",2,1,6,2,2,-,4,4,3,2,3,2,2,4,3,2,1,1,3,4,2,2,5,2,62.0
"Giles, Jonathan",,-,2,1,,2,2,,,,,,,,,,,,,,,,,,7.0
"Hill, Josh",2,1,1,-,-,1,-,-,,-,-,,-,,,,,,,,-,,,,5.0
"Hurn, Shannon",3,4,3,3,2,2,7,4,-,4,4,5,1,,2,8,6,2,6,3,2,4,3,4,82.0
"Hutchings, Mark",1,-,1,,,,-,,,2,2,-,1,1,1,2,4,-,-,-,2,-,1,-,18.0
"Jetta, Lewis",-,,1,,,,,,,3,1,-,2,1,3,2,4,,,1,1,2,1,-,22.0
"Karpany, Malcolm",,,,,,,,,,-,,,-,-,-,,,-,-,,,,,,
"Kennedy, Josh",-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,-,
"LeCras, Mark",-,-,-,-,-,-,-,-,-,,-,-,,,1,-,-,-,-,,,1,-,1,3.0
"Lycett, Scott",,,,,,,,,,,,,,,1,,,,,,,,,,1.0
"Mackenzie, Eric",4,,,,,,,,,,3,1,2,3,2,,,2,2,2,5,5,2,3,36.0
"Masten, Chris",2,-,3,1,1,3,-,-,2,2,,,,1,,3,,,1,,,,,,19.0
"McGovern, Jeremy",2,1,5,1,1,6,6,1,2,6,1,-,-,1,2,2,4,-,5,2,3,1,3,7,62.0
"McInnes, Fraser",,,,,,,,1,1,,,,,,,,,,,,,,,,2.0
"Mitchell, Sam",3,1,2,1,,1,3,1,1,2,4,1,2,4,3,2,,3,3,5,2,2,2,3,51.0
"Mutimer, Kurt",,,,,,-,1,-,-,,,,,,,,,,,,,,,,1.0
"Nelson, Jackson",1,3,2,-,4,,,,,3,3,-,,,,4,2,3,6,4,,,,,35.0
"Partington, Luke",,,,,,,,,,,,,,,,,,-,-,-,2,-,-,,2.0
"Petrie, Drew",1,,,,,,,,,-,1,1,-,-,-,3,-,2,1,3,-,-,1,-,13.0
"Priddis, Matt",-,-,2,2,1,2,1,1,-,-,1,-,-,,2,-,1,,,1,2,-,3,1,20.0
"Redden, Jack",2,-,1,2,2,1,2,1,1,,,,,-,,3,1,2,2,3,4,3,2,1,33.0
"Schofield, Will",,,,-,4,,,,,2,2,1,2,,,2,-,-,1,,,,,,14.0
"Sheed, Dom",,-,,,1,-,1,5,2,-,2,2,-,2,-,2,3,1,-,1,5,1,1,1,30.0
"Sheppard, Brad",3,1,2,1,2,3,1,2,3,4,2,1,1,3,3,3,5,3,3,-,1,1,5,-,53.0
"Shuey, Luke",-,1,-,1,-,2,6,-,-,,1,3,2,2,-,1,-,1,1,-,3,1,2,-,27.0
"Vardy, Nathan",1,-,2,1,1,-,-,-,1,-,-,1,1,1,-,1,-,,,-,-,1,-,1,12.0
"Wellingham, Sharrod",2,4,7,-,1,4,5,6,3,,,,,1,1,,,,,2,,,,4,40.0
"Yeo, Elliot",2,2,6,5,3,1,5,4,5,2,1,2,1,1,2,,1,3,5,4,5,6,7,4,77.0
Totals,31,24,49,30,33,38,48,39,27,37,33,30,26,36,36,48,39,34,42,38,43,37,43,37,878.0
Opponent,NM,SK,RI,SY,HW,FR,PA,WB,ES,GW,GC,GE,ME,WB,PA,FR,CW,BL,SK,CA,GW,AD,PA,GW,
