Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Anderson, Ray",,,,,,,,,,,,,-,-,-,2,,2,-,1,5.0
"Baskin, Keith",4,-,1,1,2,1,2,2,2,2,1,3,,1,4,2,-,-,5,5,38.0
"Bedford, Peter",,1,3,5,7,3,3,1,3,4,1,3,6,2,3,-,3,4,4,4,60.0
"Bennett, Stuart",,,-,9,3,-,,,,,-,-,,-,11,5,3,5,2,4,42.0
"Bethke, Des",,,,,-,1,,,,,,,,,,,,,,,1.0
"Brookes, Don",,,,,,,,,,,,,-,3,4,2,1,-,,,10.0
"Busse, Neil",5,3,4,3,6,-,1,-,-,-,,,5,7,3,3,,4,1,1,46.0
"Cook, Russell",,2,8,9,3,3,1,3,5,7,5,4,5,11,7,3,6,7,6,6,101.0
"Davison, Ian",5,-,5,4,5,1,1,6,2,4,3,5,-,3,1,,,,,,45.0
"Elwin, Ross",,,,,,,,4,12,3,4,-,2,6,,3,,,,,34.0
"Greenwood, Jack",,,,,,,,,,,,,,,,,-,4,1,1,6.0
"Haenen, Tony",4,2,2,2,10,3,1,2,2,5,4,-,3,1,2,2,2,4,3,1,55.0
"Harrison, Paul",2,1,3,2,5,2,1,1,3,3,3,1,2,6,-,,,,-,,35.0
"Heriot, John",,,,,,,4,1,4,4,3,5,4,5,2,1,4,3,7,5,52.0
"Jacobs, Graeme",6,1,3,1,2,3,5,4,5,3,2,4,3,2,2,4,4,5,3,3,65.0
"John, Graeme",9,5,1,,,,,6,4,6,5,7,4,,,,,,,,47.0
"Lambert, Greg",7,-,,,,,,,,4,4,-,3,6,2,4,3,8,3,1,45.0
"Leahy, Terry",5,3,-,,,,2,2,1,5,2,5,,,,2,2,-,,,29.0
"Luke, Richard",,,,5,1,1,4,5,3,1,-,3,3,,,2,3,3,4,2,40.0
"Luscombe, John",,,,,1,,,,,,,,,,,,,,,,1.0
"Magee, Stuart",2,1,4,-,,,,,,,,,,,,,,,,,7.0
"Mallett, Bob",,,,,,,,,,,,,,2,4,,,,,6,12.0
"Matthews, Herbie",,,1,,,4,2,2,6,2,1,6,,1,3,7,7,4,1,3,50.0
"McAuliffe, Haydn",-,,2,1,-,1,-,-,,,,-,,,,,2,2,2,-,10.0
"McCracken, Peter",,,,,,,,,,,,,,,,,,,-,,
"McGee, Jeff",-,-,,,,,,,,,,,,,,,,,,,
"Mohr, Rod",,,,,,,,,,,,,3,,,,,,,,3.0
"Mulligan, Mick",,,,,1,,,,,,,,,,,,,,,,1.0
"Pedrotti, Kevin",,,,,,2,1,,,,,,,,,,,,,,3.0
"Phillips, Ken",,,,4,-,3,1,,,,,3,,1,-,,,,,,12.0
"Priest, Doug",2,3,1,4,,5,2,2,2,1,,,,,,,,,,,22.0
"Rantall, John",3,-,5,2,4,5,1,,3,2,4,5,4,3,6,4,2,,5,2,60.0
"Reid, Bruce",2,,,,,,,,,,,,,,,,-,,,,2.0
"Sarich, Eric",4,6,3,3,5,6,2,12,4,5,4,,3,4,2,1,3,4,-,7,78.0
"Skilton, Bob",7,2,,4,5,,3,2,3,9,7,,3,3,6,1,7,8,5,3,78.0
"Sudholz, John",6,9,4,2,3,6,6,1,7,3,8,-,5,,5,4,3,1,1,4,78.0
"Viney, Ron",2,3,1,-,,1,,,,,,,,,,,,,,,7.0
"Wilcox, Dick",2,1,3,6,1,,,-,,,3,2,,,,-,2,-,,-,20.0
"Williams, Rod",,,,,,,,,-,,,,-,,,,,,,,
Totals,77,43,54,67,64,51,43,56,71,73,64,56,58,67,67,52,57,68,53,59,1200.0
Opponent,SK,HW,ME,ES,RI,CA,NM,FO,CW,GE,FI,SK,HW,ME,ES,RI,CA,NM,FO,CW,
