Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Anderson, Ray",,,,,,,,,,,,,-,1,-,-,,-,-,1,2.0
"Baskin, Keith",1,-,2,1,2,-,-,-,-,-,-,-,,3,-,-,-,-,4,4,17.0
"Bedford, Peter",,4,5,-,-,-,1,1,1,1,2,-,1,-,2,4,1,-,-,1,24.0
"Bennett, Stuart",,,-,-,2,-,,,,,-,-,,1,2,-,-,-,-,3,8.0
"Bethke, Des",,,,,-,1,,,,,,,,,,,,,,,1.0
"Brookes, Don",,,,,,,,,,,,,-,-,-,-,-,-,,,
"Busse, Neil",-,-,-,-,-,-,-,1,-,-,,,-,-,-,1,,-,-,-,2.0
"Cook, Russell",,-,-,-,-,1,-,-,-,1,-,-,1,1,-,-,1,1,1,1,8.0
"Davison, Ian",-,-,-,-,1,2,-,-,4,1,1,1,1,-,-,,,,,,11.0
"Elwin, Ross",,,,,,,,1,-,-,-,1,2,1,,-,,,,,5.0
"Greenwood, Jack",,,,,,,,,,,,,,,,,-,-,-,-,
"Haenen, Tony",-,-,-,-,-,-,1,3,2,-,1,-,1,2,-,1,1,1,-,-,13.0
"Harrison, Paul",4,1,1,-,2,1,-,-,-,-,-,-,-,-,-,,,,-,,9.0
"Heriot, John",,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jacobs, Graeme",1,2,1,1,-,-,-,-,4,1,-,-,1,-,-,-,-,-,-,-,11.0
"John, Graeme",1,2,-,,,,,1,2,-,1,2,-,,,,,,,,9.0
"Lambert, Greg",-,-,,,,,,,,-,-,-,-,-,-,-,1,-,-,-,1.0
"Leahy, Terry",-,1,-,,,,2,1,-,-,-,-,,,,-,-,-,,,4.0
"Luke, Richard",,,,2,-,-,-,-,-,-,-,1,-,,,-,-,-,-,1,4.0
"Luscombe, John",,,,,-,,,,,,,,,,,,,,,,
"Magee, Stuart",1,-,1,-,,,,,,,,,,,,,,,,,2.0
"Mallett, Bob",,,,,,,,,,,,,,-,1,,,,,-,1.0
"Matthews, Herbie",,,-,,,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"McAuliffe, Haydn",-,,-,5,1,1,-,-,,,,-,,,,,2,1,3,2,15.0
"McCracken, Peter",,,,,,,,,,,,,,,,,,,-,,
"McGee, Jeff",-,-,,,,,,,,,,,,,,,,,,,
"Mohr, Rod",,,,,,,,,,,,,-,,,,,,,,
"Mulligan, Mick",,,,,-,,,,,,,,,,,,,,,,
"Pedrotti, Kevin",,,,,,-,-,,,,,,,,,,,,,,
"Phillips, Ken",,,,-,-,2,-,,,,,-,,-,-,,,,,,2.0
"Priest, Doug",-,-,-,-,,-,-,-,-,-,,,,,,,,,,,
"Rantall, John",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,
"Reid, Bruce",-,,,,,,,,,,,,,,,,-,,,,
"Sarich, Eric",-,1,-,-,-,-,-,-,-,-,2,,-,2,-,1,-,1,-,-,7.0
"Skilton, Bob",7,5,,1,-,,3,1,2,2,3,,1,1,1,-,1,3,3,1,35.0
"Sudholz, John",3,2,1,-,-,2,1,2,4,2,5,1,3,,1,3,4,2,-,-,36.0
"Viney, Ron",-,1,2,-,,-,,,,,,,,,,,,,,,3.0
"Wilcox, Dick",-,-,-,-,-,,,-,,,2,-,,,,-,-,-,,-,2.0
"Williams, Rod",,,,,,,,,-,,,,1,,,,,,,,1.0
Totals,18,19,13,10,8,10,8,11,19,8,17,6,12,12,7,10,11,9,11,14,233.0
Opponent,SK,HW,ME,ES,RI,CA,NM,FO,CW,GE,FI,SK,HW,ME,ES,RI,CA,NM,FO,CW,
