Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,Tot
"Anderson, Ray",,,,,,,,,,,,,-,1,-,-,,-,-,-,1.0
"Baskin, Keith",3,-,3,1,-,1,1,1,-,1,-,-,,2,-,-,-,-,2,1,16.0
"Bedford, Peter",,2,-,2,1,-,2,1,2,-,-,-,-,1,2,3,1,-,1,1,19.0
"Bennett, Stuart",,,-,-,1,-,,,,,-,-,,1,-,1,-,2,-,2,7.0
"Bethke, Des",,,,,-,-,,,,,,,,,,,,,,,
"Brookes, Don",,,,,,,,,,,,,-,-,-,2,-,1,,,3.0
"Busse, Neil",-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,,-,-,-,
"Cook, Russell",,2,-,1,-,1,-,-,-,-,-,-,-,2,1,-,1,1,1,-,10.0
"Davison, Ian",-,-,1,1,-,1,-,-,-,4,2,-,1,-,-,,,,,,10.0
"Elwin, Ross",,,,,,,,-,-,-,-,2,2,-,,-,,,,,4.0
"Greenwood, Jack",,,,,,,,,,,,,,,,,-,-,-,-,
"Haenen, Tony",-,-,2,-,-,-,-,1,3,1,1,-,-,-,-,-,1,-,2,1,12.0
"Harrison, Paul",3,1,-,3,-,1,1,-,-,-,-,-,-,-,-,,,,-,,9.0
"Heriot, John",,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jacobs, Graeme",1,-,1,-,2,-,-,1,1,-,1,2,1,1,-,-,-,3,1,1,16.0
"John, Graeme",-,3,-,,,,,1,2,2,2,1,-,,,,,,,,11.0
"Lambert, Greg",1,-,,,,,,,,-,2,-,-,-,-,-,3,-,1,-,7.0
"Leahy, Terry",1,2,-,,,,1,1,1,1,1,-,,,,-,-,-,,,8.0
"Luke, Richard",,,,2,1,-,-,-,-,-,-,1,-,,,-,-,-,-,3,7.0
"Luscombe, John",,,,,-,,,,,,,,,,,,,,,,
"Magee, Stuart",2,-,-,-,,,,,,,,,,,,,,,,,2.0
"Mallett, Bob",,,,,,,,,,,,,,-,-,,,,,1,1.0
"Matthews, Herbie",,,-,,,-,-,-,-,-,-,-,,-,-,-,-,-,-,1,1.0
"McAuliffe, Haydn",2,,2,1,4,1,-,-,,,,-,,,,,3,5,2,3,23.0
"McCracken, Peter",,,,,,,,,,,,,,,,,,,-,,
"McGee, Jeff",-,-,,,,,,,,,,,,,,,,,,,
"Mohr, Rod",,,,,,,,,,,,,-,,,,,,,,
"Mulligan, Mick",,,,,-,,,,,,,,,,,,,,,,
"Pedrotti, Kevin",,,,,,-,1,,,,,,,,,,,,,,1.0
"Phillips, Ken",,,,1,-,1,2,,,,,-,,-,-,,,,,,4.0
"Priest, Doug",-,-,-,1,,-,-,-,-,-,,,,,,,,,,,1.0
"Rantall, John",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,-,-,
"Reid, Bruce",-,,,,,,,,,,,,,,,,-,,,,
"Sarich, Eric",-,-,-,1,-,-,1,1,-,2,-,,-,-,-,1,-,-,-,-,6.0
"Skilton, Bob",1,1,,1,1,,1,-,-,1,-,,2,-,4,-,3,1,1,-,17.0
"Sudholz, John",2,1,1,-,-,5,2,2,1,3,2,1,4,,3,3,1,-,-,-,31.0
"Viney, Ron",-,-,-,-,,-,,,,,,,,,,,,,,,
"Wilcox, Dick",-,-,-,-,-,,,-,,,1,1,,,,-,-,-,,-,2.0
"Williams, Rod",,,,,,,,,-,,,,-,,,,,,,,
Totals,16,12,10,15,10,11,12,9,10,15,12,8,10,8,10,10,13,13,11,14,229.0
Opponent,SK,HW,ME,ES,RI,CA,NM,FO,CW,GE,FI,SK,HW,ME,ES,RI,CA,NM,FO,CW,
